year type stratum sex age value 
1991 N 1 1 1 0
1991 N 1 1 2 1.79304
1991 N 1 1 3 510.659
1991 N 1 1 4 2387.05
1991 N 1 1 5 1577.92
1991 N 1 1 6 2441.61
1991 N 1 1 7 2945.34
1991 N 1 1 8 10506
1991 N 1 1 9 6866.53
1991 N 1 1 10 7809.22
1991 N 1 1 11 6602.37
1991 N 1 1 12 2832.82
1991 N 1 1 13 1667.88
1991 N 1 1 14 1541.42
1991 N 1 1 15 695.411
1991 N 1 1 16 1323.72
1991 N 1 1 17 36.9815
1991 N 1 1 18 159.108
1991 N 1 1 19 55.4214
1991 N 1 1 20 830.324
1991 Biomass 1 1 1 0
1991 Biomass 1 1 2 0.0179304
1991 Biomass 1 1 3 37.2354
1991 Biomass 1 1 4 268.604
1991 Biomass 1 1 5 327.122
1991 Biomass 1 1 6 493.861
1991 Biomass 1 1 7 781.308
1991 Biomass 1 1 8 3922.77
1991 Biomass 1 1 9 3548.3
1991 Biomass 1 1 10 4505.9
1991 Biomass 1 1 11 4110.37
1991 Biomass 1 1 12 2108.89
1991 Biomass 1 1 13 1111.43
1991 Biomass 1 1 14 1243.97
1991 Biomass 1 1 15 609.39
1991 Biomass 1 1 16 1120.86
1991 Biomass 1 1 17 46.0252
1991 Biomass 1 1 18 164.554
1991 Biomass 1 1 19 55.4797
1991 Biomass 1 1 20 797.692
1991 N_Kimura   1 1 1 0
1991 N_Kimura   1 1 2 1.16655
1991 N_Kimura   1 1 3 332.234
1991 N_Kimura   1 1 4 1553.01
1991 N_Kimura   1 1 5 1026.59
1991 N_Kimura   1 1 6 1588.51
1991 N_Kimura   1 1 7 1916.23
1991 N_Kimura   1 1 8 6835.17
1991 N_Kimura   1 1 9 4467.36
1991 N_Kimura   1 1 10 5080.67
1991 N_Kimura   1 1 11 4295.49
1991 N_Kimura   1 1 12 1843.03
1991 N_Kimura   1 1 13 1085.12
1991 N_Kimura   1 1 14 1002.85
1991 N_Kimura   1 1 15 452.434
1991 N_Kimura   1 1 16 861.213
1991 N_Kimura   1 1 17 24.0601
1991 N_Kimura   1 1 18 103.515
1991 N_Kimura   1 1 19 36.0571
1991 N_Kimura   1 1 20 540.208
1991 avg_wt_age 1 1 1 0
1991 avg_wt_age 1 1 2 0.01
1991 avg_wt_age 1 1 3 0.0729164
1991 avg_wt_age 1 1 4 0.112526
1991 avg_wt_age 1 1 5 0.207313
1991 avg_wt_age 1 1 6 0.202269
1991 avg_wt_age 1 1 7 0.265269
1991 avg_wt_age 1 1 8 0.373385
1991 avg_wt_age 1 1 9 0.516753
1991 avg_wt_age 1 1 10 0.576998
1991 avg_wt_age 1 1 11 0.622561
1991 avg_wt_age 1 1 12 0.744449
1991 avg_wt_age 1 1 13 0.66637
1991 avg_wt_age 1 1 14 0.807029
1991 avg_wt_age 1 1 15 0.876302
1991 avg_wt_age 1 1 16 0.84675
1991 avg_wt_age 1 1 17 1.24455
