year type stratum sex age value 
2000 N 1 1 1 0
2000 N 1 1 2 0
2000 N 1 1 3 0
2000 N 1 1 4 0
2000 N 1 1 5 314.847
2000 N 1 1 6 710.327
2000 N 1 1 7 1003.38
2000 N 1 1 8 1899.82
2000 N 1 1 9 5575.89
2000 N 1 1 10 11108.3
2000 N 1 1 11 3115.9
2000 N 1 1 12 8090.37
2000 N 1 1 13 22619.3
2000 N 1 1 14 9058.23
2000 N 1 1 15 4132.17
2000 N 1 1 16 3036.55
2000 N 1 1 17 2834.95
2000 N 1 1 18 360.283
2000 N 1 1 19 940.322
2000 N 1 1 20 199.659
2000 Biomass 1 1 1 0
2000 Biomass 1 1 2 0
2000 Biomass 1 1 3 0
2000 Biomass 1 1 4 0
2000 Biomass 1 1 5 48.8014
2000 Biomass 1 1 6 128.874
2000 Biomass 1 1 7 230.095
2000 Biomass 1 1 8 455.821
2000 Biomass 1 1 9 1339.13
2000 Biomass 1 1 10 3187.62
2000 Biomass 1 1 11 1077.94
2000 Biomass 1 1 12 3384.59
2000 Biomass 1 1 13 9585.6
2000 Biomass 1 1 14 4057.15
2000 Biomass 1 1 15 2252.16
2000 Biomass 1 1 16 1546.7
2000 Biomass 1 1 17 1685.66
2000 Biomass 1 1 18 237.399
2000 Biomass 1 1 19 550.768
2000 Biomass 1 1 20 145.06
2000 N_Kimura   1 1 1 0
2000 N_Kimura   1 1 2 0
2000 N_Kimura   1 1 3 0
2000 N_Kimura   1 1 4 0
2000 N_Kimura   1 1 5 249.6
2000 N_Kimura   1 1 6 563.123
2000 N_Kimura   1 1 7 795.444
2000 N_Kimura   1 1 8 1506.12
2000 N_Kimura   1 1 9 4420.38
2000 N_Kimura   1 1 10 8806.26
2000 N_Kimura   1 1 11 2470.18
2000 N_Kimura   1 1 12 6413.78
2000 N_Kimura   1 1 13 17931.8
2000 N_Kimura   1 1 14 7181.06
2000 N_Kimura   1 1 15 3275.85
2000 N_Kimura   1 1 16 2407.28
2000 N_Kimura   1 1 17 2247.45
2000 N_Kimura   1 1 18 285.62
2000 N_Kimura   1 1 19 745.455
2000 N_Kimura   1 1 20 158.283
2000 avg_wt_age 1 1 1 0
2000 avg_wt_age 1 1 2 0
2000 avg_wt_age 1 1 3 0
2000 avg_wt_age 1 1 4 0
2000 avg_wt_age 1 1 5 0.155
2000 avg_wt_age 1 1 6 0.181429
2000 avg_wt_age 1 1 7 0.229321
2000 avg_wt_age 1 1 8 0.239928
2000 avg_wt_age 1 1 9 0.240164
2000 avg_wt_age 1 1 10 0.28696
2000 avg_wt_age 1 1 11 0.34595
2000 avg_wt_age 1 1 12 0.418348
2000 avg_wt_age 1 1 13 0.42378
2000 avg_wt_age 1 1 14 0.447897
2000 avg_wt_age 1 1 15 0.545031
2000 avg_wt_age 1 1 16 0.509362
2000 avg_wt_age 1 1 17 0.594598
2000 avg_wt_age 1 1 18 0.658923
2000 avg_wt_age 1 1 19 0.585723
2000 avg_wt_age 1 1 20 0.726538
2000 N 1 2 1 0
2000 N 1 2 2 0
2000 N 1 2 3 0
2000 N 1 2 4 0
