year type stratum sex age value 
2011 N 1 1 1 0
2011 N 1 1 2 0
2011 N 1 1 3 0
2011 N 1 1 4 0
2011 N 1 1 5 0
2011 N 1 1 6 523.787
2011 N 1 1 7 1608.75
2011 N 1 1 8 9938.46
2011 N 1 1 9 11524.9
2011 N 1 1 10 12329.6
2011 N 1 1 11 14052
2011 N 1 1 12 4707.11
2011 N 1 1 13 2715.07
2011 N 1 1 14 2009.21
2011 N 1 1 15 3610.5
2011 N 1 1 16 2095.94
2011 N 1 1 17 3778.57
2011 N 1 1 18 504.172
2011 N 1 1 19 2354.61
2011 N 1 1 20 13474.6
2011 Biomass 1 1 1 0
2011 Biomass 1 1 2 0
2011 Biomass 1 1 3 0
2011 Biomass 1 1 4 0
2011 Biomass 1 1 5 0
2011 Biomass 1 1 6 78.0845
2011 Biomass 1 1 7 323.553
2011 Biomass 1 1 8 2680.27
2011 Biomass 1 1 9 3826.41
2011 Biomass 1 1 10 4894.23
2011 Biomass 1 1 11 6521.42
2011 Biomass 1 1 12 2516.29
2011 Biomass 1 1 13 1619.85
2011 Biomass 1 1 14 1196.85
2011 Biomass 1 1 15 2260.67
2011 Biomass 1 1 16 1409.85
2011 Biomass 1 1 17 2445.67
2011 Biomass 1 1 18 291.093
2011 Biomass 1 1 19 1658.33
2011 Biomass 1 1 20 8646.33
2011 N_Kimura   1 1 1 0
2011 N_Kimura   1 1 2 0
2011 N_Kimura   1 1 3 0
2011 N_Kimura   1 1 4 0
2011 N_Kimura   1 1 5 0
2011 N_Kimura   1 1 6 423.507
2011 N_Kimura   1 1 7 1300.75
2011 N_Kimura   1 1 8 8035.73
2011 N_Kimura   1 1 9 9318.43
2011 N_Kimura   1 1 10 9969.06
2011 N_Kimura   1 1 11 11361.7
2011 N_Kimura   1 1 12 3805.92
2011 N_Kimura   1 1 13 2195.27
2011 N_Kimura   1 1 14 1624.55
2011 N_Kimura   1 1 15 2919.26
2011 N_Kimura   1 1 16 1694.67
2011 N_Kimura   1 1 17 3055.15
2011 N_Kimura   1 1 18 407.648
2011 N_Kimura   1 1 19 1903.81
2011 N_Kimura   1 1 20 10894.8
2011 avg_wt_age 1 1 1 0
2011 avg_wt_age 1 1 2 0
2011 avg_wt_age 1 1 3 0
2011 avg_wt_age 1 1 4 0
2011 avg_wt_age 1 1 5 0
2011 avg_wt_age 1 1 6 0.149077
2011 avg_wt_age 1 1 7 0.201121
2011 avg_wt_age 1 1 8 0.269687
2011 avg_wt_age 1 1 9 0.332013
2011 avg_wt_age 1 1 10 0.396951
2011 avg_wt_age 1 1 11 0.464093
2011 avg_wt_age 1 1 12 0.534572
2011 avg_wt_age 1 1 13 0.596616
2011 avg_wt_age 1 1 14 0.595683
2011 avg_wt_age 1 1 15 0.62614
2011 avg_wt_age 1 1 16 0.672657
2011 avg_wt_age 1 1 17 0.647248
2011 avg_wt_age 1 1 18 0.577368
2011 avg_wt_age 1 1 19 0.704291
2011 avg_wt_age 1 1 20 0.641678
2011 N 1 2 1 0
2011 N 1 2 2 0
2011 N 1 2 3 0
2011 N 1 2 4 0
2011 N 1 2 5 0
2011 N 1 2 6 2619.5
2011 N 1 2 7 3113.55
