year type stratum sex age value 
2009 N 1 1 1 0
2009 N 1 1 2 0
2009 N 1 1 3 0
2009 N 1 1 4 0
2009 N 1 1 5 118.109
2009 N 1 1 6 1404.51
2009 N 1 1 7 4925.06
2009 N 1 1 8 7663.39
2009 N 1 1 9 8130.49
2009 N 1 1 10 4078.49
2009 N 1 1 11 5852.41
2009 N 1 1 12 4003.59
2009 N 1 1 13 5375.62
2009 N 1 1 14 3403.96
2009 N 1 1 15 3032.9
2009 N 1 1 16 3108.57
2009 N 1 1 17 2820.05
2009 N 1 1 18 2293.84
2009 N 1 1 19 8157.72
2009 N 1 1 20 6886.43
2009 Biomass 1 1 1 0
2009 Biomass 1 1 2 0
2009 Biomass 1 1 3 0
2009 Biomass 1 1 4 0
2009 Biomass 1 1 5 8.85817
2009 Biomass 1 1 6 230.692
2009 Biomass 1 1 7 1010.77
2009 Biomass 1 1 8 2240.77
2009 Biomass 1 1 9 2808.53
2009 Biomass 1 1 10 1711.16
2009 Biomass 1 1 11 2670.8
2009 Biomass 1 1 12 1971.14
2009 Biomass 1 1 13 2888.62
2009 Biomass 1 1 14 1763.06
2009 Biomass 1 1 15 1651.07
2009 Biomass 1 1 16 1893.29
2009 Biomass 1 1 17 1730.27
2009 Biomass 1 1 18 1276.37
2009 Biomass 1 1 19 5002.89
2009 Biomass 1 1 20 4462.27
2009 N_Kimura   1 1 1 0
2009 N_Kimura   1 1 2 0
2009 N_Kimura   1 1 3 0
2009 N_Kimura   1 1 4 0
2009 N_Kimura   1 1 5 93.2441
2009 N_Kimura   1 1 6 1108.82
2009 N_Kimura   1 1 7 3888.21
2009 N_Kimura   1 1 8 6050.06
2009 N_Kimura   1 1 9 6418.82
2009 N_Kimura   1 1 10 3219.86
2009 N_Kimura   1 1 11 4620.34
2009 N_Kimura   1 1 12 3160.74
2009 N_Kimura   1 1 13 4243.92
2009 N_Kimura   1 1 14 2687.34
2009 N_Kimura   1 1 15 2394.4
2009 N_Kimura   1 1 16 2454.14
2009 N_Kimura   1 1 17 2226.36
2009 N_Kimura   1 1 18 1810.93
2009 N_Kimura   1 1 19 6440.32
2009 N_Kimura   1 1 20 5436.67
2009 avg_wt_age 1 1 1 0
2009 avg_wt_age 1 1 2 0
2009 avg_wt_age 1 1 3 0
2009 avg_wt_age 1 1 4 0
2009 avg_wt_age 1 1 5 0.075
2009 avg_wt_age 1 1 6 0.164251
2009 avg_wt_age 1 1 7 0.205229
2009 avg_wt_age 1 1 8 0.292399
2009 avg_wt_age 1 1 9 0.345432
2009 avg_wt_age 1 1 10 0.419558
2009 avg_wt_age 1 1 11 0.456359
2009 avg_wt_age 1 1 12 0.492343
2009 avg_wt_age 1 1 13 0.537355
2009 avg_wt_age 1 1 14 0.517943
2009 avg_wt_age 1 1 15 0.544385
2009 avg_wt_age 1 1 16 0.609053
2009 avg_wt_age 1 1 17 0.613561
2009 avg_wt_age 1 1 18 0.556434
2009 avg_wt_age 1 1 19 0.613271
2009 avg_wt_age 1 1 20 0.64798
2009 N 1 2 1 0
2009 N 1 2 2 0
2009 N 1 2 3 0
2009 N 1 2 4 217.911
2009 N 1 2 5 518.17
2009 N 1 2 6 3576.05
2009 N 1 2 7 7474.47
2009 N 1 2 8 8518.95
2009 N 1 2 9 9392.33
2009 N 1 2 10 3507.86
2009 N 1 2 11 5387.76
2009 N 1 2 12 2446.88
2009 N 1 2 13 602.773
2009 N 1 2 14 1381.33
2009 N 1 2 15 1572.77
2009 N 1 2 16 2190.56
2009 N 1 2 17 1128.95
2009 N 1 2 18 1605.02
2009 N 1 2 19 2195.57
2009 N 1 2 20 1377.35
2009 Biomass 1 2 1 0
2009 Biomass 1 2 2 0
2009 Biomass 1 2 3 0
2009 Biomass 1 2 4 23.7721
2009 Biomass 1 2 5 57.6722
2009 Biomass 1 2 6 626.823
2009 Biomass 1 2 7 1358.26
2009 Biomass 1 2 8 2029.23
2009 Biomass 1 2 9 2655.19
2009 Biomass 1 2 10 982.388
2009 Biomass 1 2 11 1670.92
2009 Biomass 1 2 12 750.799
2009 Biomass 1 2 13 183.288
2009 Biomass 1 2 14 435.492
2009 Biomass 1 2 15 517.255
2009 Biomass 1 2 16 888.059
2009 Biomass 1 2 17 379.032
2009 Biomass 1 2 18 541.827
2009 Biomass 1 2 19 722.99
2009 Biomass 1 2 20 609.459
2009 N_Kimura   1 2 1 0
2009 N_Kimura   1 2 2 0
2009 N_Kimura   1 2 3 0
2009 N_Kimura   1 2 4 305.504
2009 N_Kimura   1 2 5 726.457
2009 N_Kimura   1 2 6 5013.49
2009 N_Kimura   1 2 7 10478.9
2009 N_Kimura   1 2 8 11943.3
2009 N_Kimura   1 2 9 13167.7
2009 N_Kimura   1 2 10 4917.9
2009 N_Kimura   1 2 11 7553.45
2009 N_Kimura   1 2 12 3430.44
2009 N_Kimura   1 2 13 845.066
2009 N_Kimura   1 2 14 1936.57
2009 N_Kimura   1 2 15 2204.97
2009 N_Kimura   1 2 16 3071.09
2009 N_Kimura   1 2 17 1582.75
2009 N_Kimura   1 2 18 2250.19
2009 N_Kimura   1 2 19 3078.11
2009 N_Kimura   1 2 20 1930.99
2009 avg_wt_age 1 2 1 0
2009 avg_wt_age 1 2 2 0
2009 avg_wt_age 1 2 3 0
2009 avg_wt_age 1 2 4 0.109091
2009 avg_wt_age 1 2 5 0.1113
2009 avg_wt_age 1 2 6 0.175284
2009 avg_wt_age 1 2 7 0.18172
2009 avg_wt_age 1 2 8 0.238202
2009 avg_wt_age 1 2 9 0.282697
2009 avg_wt_age 1 2 10 0.280053
2009 avg_wt_age 1 2 11 0.310132
2009 avg_wt_age 1 2 12 0.30684
2009 avg_wt_age 1 2 13 0.304074
2009 avg_wt_age 1 2 14 0.315271
2009 avg_wt_age 1 2 15 0.328882
2009 avg_wt_age 1 2 16 0.405402
2009 avg_wt_age 1 2 17 0.335737
2009 avg_wt_age 1 2 18 0.337582
2009 avg_wt_age 1 2 19 0.329295
2009 avg_wt_age 1 2 20 0.442487
2009 p 1 1 1 0
2009 p 1 1 2 0
2009 p 1 1 3 0
2009 p 1 1 4 0
2009 p 1 1 5 0.000949812
2009 p 1 1 6 0.0112948
2009 p 1 1 7 0.0396065
2009 p 1 1 8 0.0616276
2009 p 1 1 9 0.065384
2009 p 1 1 10 0.0327985
2009 p 1 1 11 0.0470641
2009 p 1 1 12 0.0321962
2009 p 1 1 13 0.0432298
2009 p 1 1 14 0.027374
2009 p 1 1 15 0.0243901
2009 p 1 1 16 0.0249986
2009 p 1 1 17 0.0226783
2009 p 1 1 18 0.0184467
2009 p 1 1 19 0.065603
2009 p 1 1 20 0.0553795
