year type stratum sex age value 
2019 N 1 1 1 0
2019 N 1 1 2 5.74902
2019 N 1 1 3 367.937
2019 N 1 1 4 750.007
2019 N 1 1 5 891.337
2019 N 1 1 6 531.476
2019 N 1 1 7 1193.81
2019 N 1 1 8 956.861
2019 N 1 1 9 506.435
2019 N 1 1 10 492.228
2019 N 1 1 11 1004.06
2019 N 1 1 12 865.941
2019 N 1 1 13 2437.25
2019 N 1 1 14 7220.5
2019 N 1 1 15 5487.15
2019 N 1 1 16 3721.81
2019 N 1 1 17 4981.47
2019 N 1 1 18 1604.82
2019 N 1 1 19 541.665
2019 N 1 1 20 1226.8
2019 Biomass 1 1 1 0
2019 Biomass 1 1 2 0.0574902
2019 Biomass 1 1 3 16.4518
2019 Biomass 1 1 4 115.933
2019 Biomass 1 1 5 190.702
2019 Biomass 1 1 6 117.324
2019 Biomass 1 1 7 379.212
2019 Biomass 1 1 8 365.454
2019 Biomass 1 1 9 206.676
2019 Biomass 1 1 10 267.728
2019 Biomass 1 1 11 573.318
2019 Biomass 1 1 12 493.984
2019 Biomass 1 1 13 1315.39
2019 Biomass 1 1 14 3827.2
2019 Biomass 1 1 15 3115.76
2019 Biomass 1 1 16 2079.37
2019 Biomass 1 1 17 3105.94
2019 Biomass 1 1 18 1058.14
2019 Biomass 1 1 19 365.506
2019 Biomass 1 1 20 874.818
2019 N_Kimura   1 1 1 0
2019 N_Kimura   1 1 2 4.58507
2019 N_Kimura   1 1 3 293.444
2019 N_Kimura   1 1 4 598.16
2019 N_Kimura   1 1 5 710.876
2019 N_Kimura   1 1 6 423.873
2019 N_Kimura   1 1 7 952.111
2019 N_Kimura   1 1 8 763.134
2019 N_Kimura   1 1 9 403.901
2019 N_Kimura   1 1 10 392.571
2019 N_Kimura   1 1 11 800.78
2019 N_Kimura   1 1 12 690.622
2019 N_Kimura   1 1 13 1943.8
2019 N_Kimura   1 1 14 5758.63
2019 N_Kimura   1 1 15 4376.22
2019 N_Kimura   1 1 16 2968.29
2019 N_Kimura   1 1 17 3972.92
2019 N_Kimura   1 1 18 1279.9
2019 N_Kimura   1 1 19 431.999
2019 N_Kimura   1 1 20 978.421
2019 avg_wt_age 1 1 1 0
2019 avg_wt_age 1 1 2 0.01
2019 avg_wt_age 1 1 3 0.0447135
2019 avg_wt_age 1 1 4 0.154575
2019 avg_wt_age 1 1 5 0.213951
2019 avg_wt_age 1 1 6 0.22075
2019 avg_wt_age 1 1 7 0.317648
2019 avg_wt_age 1 1 8 0.38193
2019 avg_wt_age 1 1 9 0.4081
2019 avg_wt_age 1 1 10 0.543912
2019 avg_wt_age 1 1 11 0.570998
2019 avg_wt_age 1 1 12 0.570459
2019 avg_wt_age 1 1 13 0.539702
2019 avg_wt_age 1 1 14 0.530047
2019 avg_wt_age 1 1 15 0.567829
2019 avg_wt_age 1 1 16 0.558699
2019 avg_wt_age 1 1 17 0.623499
2019 avg_wt_age 1 1 18 0.659353
2019 avg_wt_age 1 1 19 0.674783
2019 avg_wt_age 1 1 20 0.713089
2019 N 1 2 1 0
2019 N 1 2 2 35.9314
2019 N 1 2 3 1018.29
2019 N 1 2 4 1953.73
2019 N 1 2 5 2554.58
2019 N 1 2 6 1342.08
2019 N 1 2 7 1366.03
2019 N 1 2 8 1240.15
2019 N 1 2 9 753.161
2019 N 1 2 10 316.674
2019 N 1 2 11 830.806
2019 N 1 2 12 781.54
2019 N 1 2 13 1508.76
2019 N 1 2 14 3555.19
2019 N 1 2 15 2166.23
2019 N 1 2 16 2190.53
2019 N 1 2 17 434.434
2019 N 1 2 18 637.468
2019 N 1 2 19 331.97
2019 N 1 2 20 224.284
2019 Biomass 1 2 1 0
2019 Biomass 1 2 2 0.359314
2019 Biomass 1 2 3 46.6497
2019 Biomass 1 2 4 298.193
2019 Biomass 1 2 5 488.268
2019 Biomass 1 2 6 354.454
2019 Biomass 1 2 7 396.315
2019 Biomass 1 2 8 388.301
