year type stratum sex age value 
2005 N 1 1 1 0
2005 N 1 1 2 0
2005 N 1 1 3 139.537
2005 N 1 1 4 817.156
2005 N 1 1 5 1240.6
2005 N 1 1 6 1031.49
2005 N 1 1 7 2062.11
2005 N 1 1 8 954.447
2005 N 1 1 9 2829.82
2005 N 1 1 10 3290.65
2005 N 1 1 11 2541.21
2005 N 1 1 12 3624.27
2005 N 1 1 13 3095.27
2005 N 1 1 14 4409.81
2005 N 1 1 15 7563.19
2005 N 1 1 16 3625.7
2005 N 1 1 17 3963.9
2005 N 1 1 18 4623.94
2005 N 1 1 19 2207.84
2005 N 1 1 20 3120.65
2005 Biomass 1 1 1 0
2005 Biomass 1 1 2 0
2005 Biomass 1 1 3 8.41324
2005 Biomass 1 1 4 106.259
2005 Biomass 1 1 5 207.535
2005 Biomass 1 1 6 254.223
2005 Biomass 1 1 7 550.937
2005 Biomass 1 1 8 347.454
2005 Biomass 1 1 9 1190.03
2005 Biomass 1 1 10 1484.67
2005 Biomass 1 1 11 1125.67
2005 Biomass 1 1 12 1886.5
2005 Biomass 1 1 13 1537.19
2005 Biomass 1 1 14 2223.54
2005 Biomass 1 1 15 4202.76
2005 Biomass 1 1 16 1880.59
2005 Biomass 1 1 17 2240.08
2005 Biomass 1 1 18 2744.72
2005 Biomass 1 1 19 1291.13
2005 Biomass 1 1 20 2014.52
2005 N_Kimura   1 1 1 0
2005 N_Kimura   1 1 2 0
2005 N_Kimura   1 1 3 109.696
2005 N_Kimura   1 1 4 642.404
2005 N_Kimura   1 1 5 975.292
2005 N_Kimura   1 1 6 810.9
2005 N_Kimura   1 1 7 1621.12
2005 N_Kimura   1 1 8 750.334
2005 N_Kimura   1 1 9 2224.65
2005 N_Kimura   1 1 10 2586.93
2005 N_Kimura   1 1 11 1997.76
2005 N_Kimura   1 1 12 2849.21
2005 N_Kimura   1 1 13 2433.33
2005 N_Kimura   1 1 14 3466.75
2005 N_Kimura   1 1 15 5945.77
2005 N_Kimura   1 1 16 2850.33
2005 N_Kimura   1 1 17 3116.2
2005 N_Kimura   1 1 18 3635.09
2005 N_Kimura   1 1 19 1735.68
2005 N_Kimura   1 1 20 2453.29
2005 avg_wt_age 1 1 1 0
2005 avg_wt_age 1 1 2 0
2005 avg_wt_age 1 1 3 0.0602941
2005 avg_wt_age 1 1 4 0.130036
2005 avg_wt_age 1 1 5 0.167286
2005 avg_wt_age 1 1 6 0.246463
2005 avg_wt_age 1 1 7 0.267171
2005 avg_wt_age 1 1 8 0.364037
2005 avg_wt_age 1 1 9 0.42053
2005 avg_wt_age 1 1 10 0.451178
2005 avg_wt_age 1 1 11 0.442966
2005 avg_wt_age 1 1 12 0.520519
2005 avg_wt_age 1 1 13 0.496626
2005 avg_wt_age 1 1 14 0.504226
2005 avg_wt_age 1 1 15 0.555686
2005 avg_wt_age 1 1 16 0.518683
2005 avg_wt_age 1 1 17 0.56512
2005 avg_wt_age 1 1 18 0.593589
2005 avg_wt_age 1 1 19 0.584794
2005 avg_wt_age 1 1 20 0.645543
2005 N 1 2 1 0
2005 N 1 2 2 0
2005 N 1 2 3 476.066
2005 N 1 2 4 1718.67
2005 N 1 2 5 3519.24
2005 N 1 2 6 2344.18
2005 N 1 2 7 3807.23
2005 N 1 2 8 1718.78
2005 N 1 2 9 3115.38
2005 N 1 2 10 5996.77
2005 N 1 2 11 2670.5
2005 N 1 2 12 2998.38
2005 N 1 2 13 1774.92
2005 N 1 2 14 2699.52
2005 N 1 2 15 2484.37
2005 N 1 2 16 1789.04
2005 N 1 2 17 851.341
2005 N 1 2 18 2148.95
2005 N 1 2 19 581.8
2005 N 1 2 20 607.716
2005 Biomass 1 2 1 0
2005 Biomass 1 2 2 0
2005 Biomass 1 2 3 28.3177
2005 Biomass 1 2 4 160.41
2005 Biomass 1 2 5 616.437
2005 Biomass 1 2 6 456.995
2005 Biomass 1 2 7 917.613
2005 Biomass 1 2 8 470.544
2005 Biomass 1 2 9 824.806
2005 Biomass 1 2 10 1677.47
2005 Biomass 1 2 11 791.962
2005 Biomass 1 2 12 860.583
2005 Biomass 1 2 13 506.803
2005 Biomass 1 2 14 854.344
2005 Biomass 1 2 15 857.121
2005 Biomass 1 2 16 616.595
2005 Biomass 1 2 17 323.934
2005 Biomass 1 2 18 787.353
2005 Biomass 1 2 19 186.736
2005 Biomass 1 2 20 276.004
2005 N_Kimura   1 2 1 0
2005 N_Kimura   1 2 2 0
2005 N_Kimura   1 2 3 675.681
2005 N_Kimura   1 2 4 2439.31
2005 N_Kimura   1 2 5 4994.86
2005 N_Kimura   1 2 6 3327.09
2005 N_Kimura   1 2 7 5403.6
2005 N_Kimura   1 2 8 2439.47
2005 N_Kimura   1 2 9 4421.67
2005 N_Kimura   1 2 10 8511.22
2005 N_Kimura   1 2 11 3790.25
2005 N_Kimura   1 2 12 4255.6
2005 N_Kimura   1 2 13 2519.15
2005 N_Kimura   1 2 14 3831.43
2005 N_Kimura   1 2 15 3526.07
2005 N_Kimura   1 2 16 2539.18
2005 N_Kimura   1 2 17 1208.31
2005 N_Kimura   1 2 18 3050
2005 N_Kimura   1 2 19 825.749
2005 N_Kimura   1 2 20 862.532
2005 avg_wt_age 1 2 1 0
2005 avg_wt_age 1 2 2 0
2005 avg_wt_age 1 2 3 0.0594828
2005 avg_wt_age 1 2 4 0.0933339
2005 avg_wt_age 1 2 5 0.175162
2005 avg_wt_age 1 2 6 0.194949
2005 avg_wt_age 1 2 7 0.241019
2005 avg_wt_age 1 2 8 0.273766
2005 avg_wt_age 1 2 9 0.264753
2005 avg_wt_age 1 2 10 0.279729
2005 avg_wt_age 1 2 11 0.296559
2005 avg_wt_age 1 2 12 0.287016
2005 avg_wt_age 1 2 13 0.285535
2005 avg_wt_age 1 2 14 0.31648
2005 avg_wt_age 1 2 15 0.345005
2005 avg_wt_age 1 2 16 0.344652
2005 avg_wt_age 1 2 17 0.380499
2005 avg_wt_age 1 2 18 0.36639
2005 avg_wt_age 1 2 19 0.320962
