year type stratum sex age value 
1994 N 1 1 1 0
1994 N 1 1 2 0
1994 N 1 1 3 0
1994 N 1 1 4 69.7247
1994 N 1 1 5 0
1994 N 1 1 6 300.028
1994 N 1 1 7 4549.96
1994 N 1 1 8 7497.25
1994 N 1 1 9 9743.28
1994 N 1 1 10 12111.4
1994 N 1 1 11 10565.5
1994 N 1 1 12 3496.69
1994 N 1 1 13 5440.09
1994 N 1 1 14 4462.07
1994 N 1 1 15 1566.22
1994 N 1 1 16 1340.11
1994 N 1 1 17 473.442
1994 N 1 1 18 139.449
1994 N 1 1 19 864.164
1994 N 1 1 20 538.624
1994 Biomass 1 1 1 0
1994 Biomass 1 1 2 0
1994 Biomass 1 1 3 0
1994 Biomass 1 1 4 5.22936
1994 Biomass 1 1 5 0
1994 Biomass 1 1 6 30.0028
1994 Biomass 1 1 7 750.316
1994 Biomass 1 1 8 2025.38
1994 Biomass 1 1 9 3618.92
1994 Biomass 1 1 10 5733.79
1994 Biomass 1 1 11 6017.37
1994 Biomass 1 1 12 2072
1994 Biomass 1 1 13 3609.16
1994 Biomass 1 1 14 2993.04
1994 Biomass 1 1 15 1422.67
1994 Biomass 1 1 16 1057.18
1994 Biomass 1 1 17 454.099
1994 Biomass 1 1 18 209.174
1994 Biomass 1 1 19 885.707
1994 Biomass 1 1 20 465.264
1994 N_Kimura   1 1 1 0
1994 N_Kimura   1 1 2 0
1994 N_Kimura   1 1 3 0
1994 N_Kimura   1 1 4 42.3511
1994 N_Kimura   1 1 5 0
1994 N_Kimura   1 1 6 182.238
1994 N_Kimura   1 1 7 2763.66
1994 N_Kimura   1 1 8 4553.85
1994 N_Kimura   1 1 9 5918.11
1994 N_Kimura   1 1 10 7356.48
1994 N_Kimura   1 1 11 6417.51
1994 N_Kimura   1 1 12 2123.9
1994 N_Kimura   1 1 13 3304.33
1994 N_Kimura   1 1 14 2710.28
1994 N_Kimura   1 1 15 951.327
1994 N_Kimura   1 1 16 813.989
1994 N_Kimura   1 1 17 287.57
1994 N_Kimura   1 1 18 84.7021
1994 N_Kimura   1 1 19 524.896
1994 N_Kimura   1 1 20 327.162
1994 avg_wt_age 1 1 1 0
1994 avg_wt_age 1 1 2 0
1994 avg_wt_age 1 1 3 0
1994 avg_wt_age 1 1 4 0.075
1994 avg_wt_age 1 1 5 0
1994 avg_wt_age 1 1 6 0.1
1994 avg_wt_age 1 1 7 0.164906
1994 avg_wt_age 1 1 8 0.27015
1994 avg_wt_age 1 1 9 0.371427
1994 avg_wt_age 1 1 10 0.473423
1994 avg_wt_age 1 1 11 0.569531
1994 avg_wt_age 1 1 12 0.59256
1994 avg_wt_age 1 1 13 0.663439
1994 avg_wt_age 1 1 14 0.670775
1994 avg_wt_age 1 1 15 0.908348
1994 avg_wt_age 1 1 16 0.788871
1994 avg_wt_age 1 1 17 0.959146
1994 avg_wt_age 1 1 18 1.5
1994 avg_wt_age 1 1 19 1.02493
1994 avg_wt_age 1 1 20 0.863803
1994 N 1 2 1 0
1994 N 1 2 2 0
1994 N 1 2 3 0
1994 N 1 2 4 630.692
1994 N 1 2 5 0
1994 N 1 2 6 1744.39
1994 N 1 2 7 14000.5
1994 N 1 2 8 30479.2
1994 N 1 2 9 13653.2
1994 N 1 2 10 15233.4
1994 N 1 2 11 19842.2
1994 N 1 2 12 3568.36
1994 N 1 2 13 5246.75
1994 N 1 2 14 2274.82
1994 N 1 2 15 1603
1994 N 1 2 16 1306.95
1994 N 1 2 17 40.2502
1994 N 1 2 18 9.50792
1994 N 1 2 19 1030.73
1994 N 1 2 20 27.256
1994 Biomass 1 2 1 0
1994 Biomass 1 2 2 0
1994 Biomass 1 2 3 0
1994 Biomass 1 2 4 43.7364
1994 Biomass 1 2 5 0
1994 Biomass 1 2 6 215.887
1994 Biomass 1 2 7 2014.36
1994 Biomass 1 2 8 6775.42
1994 Biomass 1 2 9 3140.03
1994 Biomass 1 2 10 4217.55
1994 Biomass 1 2 11 5553.25
1994 Biomass 1 2 12 1170.87
1994 Biomass 1 2 13 2068.37
1994 Biomass 1 2 14 1040.97
1994 Biomass 1 2 15 730.987
1994 Biomass 1 2 16 479.655
1994 Biomass 1 2 17 41.0568
1994 Biomass 1 2 18 14.2619
1994 Biomass 1 2 19 413.457
1994 Biomass 1 2 20 28.9072
1994 N_Kimura   1 2 1 0
1994 N_Kimura   1 2 2 0
1994 N_Kimura   1 2 3 0
1994 N_Kimura   1 2 4 794.835
1994 N_Kimura   1 2 5 0
1994 N_Kimura   1 2 6 2198.39
1994 N_Kimura   1 2 7 17644.3
1994 N_Kimura   1 2 8 38411.6
1994 N_Kimura   1 2 9 17206.5
1994 N_Kimura   1 2 10 19198.1
1994 N_Kimura   1 2 11 25006.3
1994 N_Kimura   1 2 12 4497.06
1994 N_Kimura   1 2 13 6612.27
1994 N_Kimura   1 2 14 2866.87
1994 N_Kimura   1 2 15 2020.2
1994 N_Kimura   1 2 16 1647.1
1994 N_Kimura   1 2 17 50.7257
1994 N_Kimura   1 2 18 11.9824
1994 N_Kimura   1 2 19 1298.99
1994 N_Kimura   1 2 20 34.3497
1994 avg_wt_age 1 2 1 0
1994 avg_wt_age 1 2 2 0
1994 avg_wt_age 1 2 3 0
1994 avg_wt_age 1 2 4 0.0693467
1994 avg_wt_age 1 2 5 0
1994 avg_wt_age 1 2 6 0.12376
1994 avg_wt_age 1 2 7 0.143878
1994 avg_wt_age 1 2 8 0.222297
1994 avg_wt_age 1 2 9 0.229986
1994 avg_wt_age 1 2 10 0.276861
1994 avg_wt_age 1 2 11 0.279871
1994 avg_wt_age 1 2 12 0.328125
1994 avg_wt_age 1 2 13 0.39422
1994 avg_wt_age 1 2 14 0.457605
1994 avg_wt_age 1 2 15 0.456012
1994 avg_wt_age 1 2 16 0.367003
1994 avg_wt_age 1 2 17 1.02004
1994 avg_wt_age 1 2 18 1.5
1994 avg_wt_age 1 2 19 0.40113
1994 avg_wt_age 1 2 20 1.06058
1994 p 1 1 1 0
1994 p 1 1 2 0
1994 p 1 1 3 0
1994 p 1 1 4 0.000401065
1994 p 1 1 5 0
1994 p 1 1 6 0.00172579
1994 p 1 1 7 0.0261719
1994 p 1 1 8 0.043125
1994 p 1 1 9 0.0560445
1994 p 1 1 10 0.0696659
1994 p 1 1 11 0.0607739
1994 p 1 1 12 0.0201133
1994 p 1 1 13 0.031292
1994 p 1 1 14 0.0256663
1994 p 1 1 15 0.00900907
1994 p 1 1 16 0.00770848
1994 p 1 1 17 0.00272329
1994 p 1 1 18 0.000802129
1994 p 1 1 19 0.00497077
1994 p 1 1 20 0.00309822
1994 p 1 2 1 0
1994 p 1 2 2 0
1994 p 1 2 3 0
1994 p 1 2 4 0.00362781
1994 p 1 2 5 0
1994 p 1 2 6 0.010034
1994 p 1 2 7 0.0805325
1994 p 1 2 8 0.17532
1994 p 1 2 9 0.0785345
1994 p 1 2 10 0.0876245
1994 p 1 2 11 0.114135
1994 p 1 2 12 0.0205256
1994 p 1 2 13 0.0301799
1994 p 1 2 14 0.013085
1994 p 1 2 15 0.00922064
1994 p 1 2 16 0.00751773
1994 p 1 2 17 0.000231524
1994 p 1 2 18 5.46906e-005
1994 p 1 2 19 0.00592887
1994 p 1 2 20 0.00015678
1994 N  1 99 1 0
1994 N  1 99 2 0
1994 N  1 99 3 0
1994 N  1 99 4 700.417
1994 N  1 99 5 0
1994 N  1 99 6 2044.42
