year type stratum sex age value 
2003 N 1 1 1 0
2003 N 1 1 2 19.6132
2003 N 1 1 3 0
2003 N 1 1 4 429.856
2003 N 1 1 5 924
2003 N 1 1 6 894.852
2003 N 1 1 7 1807.12
2003 N 1 1 8 1096.42
2003 N 1 1 9 1573.72
2003 N 1 1 10 3645.81
2003 N 1 1 11 1733.41
2003 N 1 1 12 5982.03
2003 N 1 1 13 7461.14
2003 N 1 1 14 3072.99
2003 N 1 1 15 4427.81
2003 N 1 1 16 5232.33
2003 N 1 1 17 3926.97
2003 N 1 1 18 1152.35
2003 N 1 1 19 602.526
2003 N 1 1 20 709.034
2003 Biomass 1 1 1 0
2003 Biomass 1 1 2 0.196132
2003 Biomass 1 1 3 0
2003 Biomass 1 1 4 56.3716
2003 Biomass 1 1 5 204.728
2003 Biomass 1 1 6 163.427
2003 Biomass 1 1 7 567.981
2003 Biomass 1 1 8 464.685
2003 Biomass 1 1 9 532.232
2003 Biomass 1 1 10 1560.04
2003 Biomass 1 1 11 806.245
2003 Biomass 1 1 12 2784.44
2003 Biomass 1 1 13 3473.81
2003 Biomass 1 1 14 1669.8
2003 Biomass 1 1 15 2398.55
2003 Biomass 1 1 16 3132.82
2003 Biomass 1 1 17 2214.59
2003 Biomass 1 1 18 733.501
2003 Biomass 1 1 19 371.021
2003 Biomass 1 1 20 532.629
2003 N_Kimura   1 1 1 0
2003 N_Kimura   1 1 2 14.9151
2003 N_Kimura   1 1 3 0
2003 N_Kimura   1 1 4 326.889
2003 N_Kimura   1 1 5 702.667
2003 N_Kimura   1 1 6 680.501
2003 N_Kimura   1 1 7 1374.24
2003 N_Kimura   1 1 8 833.787
2003 N_Kimura   1 1 9 1196.75
2003 N_Kimura   1 1 10 2772.5
2003 N_Kimura   1 1 11 1318.19
2003 N_Kimura   1 1 12 4549.1
2003 N_Kimura   1 1 13 5673.91
2003 N_Kimura   1 1 14 2336.89
2003 N_Kimura   1 1 15 3367.18
2003 N_Kimura   1 1 16 3978.98
2003 N_Kimura   1 1 17 2986.31
2003 N_Kimura   1 1 18 876.315
2003 N_Kimura   1 1 19 458.198
2003 N_Kimura   1 1 20 539.193
2003 avg_wt_age 1 1 1 0
2003 avg_wt_age 1 1 2 0.01
2003 avg_wt_age 1 1 3 0
2003 avg_wt_age 1 1 4 0.131141
2003 avg_wt_age 1 1 5 0.221567
2003 avg_wt_age 1 1 6 0.18263
2003 avg_wt_age 1 1 7 0.314302
2003 avg_wt_age 1 1 8 0.42382
2003 avg_wt_age 1 1 9 0.3382
2003 avg_wt_age 1 1 10 0.4279
2003 avg_wt_age 1 1 11 0.465121
2003 avg_wt_age 1 1 12 0.465467
2003 avg_wt_age 1 1 13 0.465587
2003 avg_wt_age 1 1 14 0.543379
2003 avg_wt_age 1 1 15 0.541701
2003 avg_wt_age 1 1 16 0.598744
2003 avg_wt_age 1 1 17 0.563945
2003 avg_wt_age 1 1 18 0.636528
2003 avg_wt_age 1 1 19 0.615776
2003 avg_wt_age 1 1 20 0.751204
2003 N 1 2 1 0
2003 N 1 2 2 94.7972
2003 N 1 2 3 22.8821
2003 N 1 2 4 934.896
2003 N 1 2 5 388.826
2003 N 1 2 6 2311.44
2003 N 1 2 7 2730.66
2003 N 1 2 8 3597.38
2003 N 1 2 9 4024.23
2003 N 1 2 10 4066.71
2003 N 1 2 11 3336.69
2003 N 1 2 12 4108.22
2003 N 1 2 13 6690.46
2003 N 1 2 14 3053.39
2003 N 1 2 15 2662.11
2003 N 1 2 16 3010.06
2003 N 1 2 17 1592.35
2003 N 1 2 18 667.823
2003 N 1 2 19 362.471
2003 N 1 2 20 680.251
2003 Biomass 1 2 1 0
2003 Biomass 1 2 2 0.947972
2003 Biomass 1 2 3 0.457641
2003 Biomass 1 2 4 168.452
2003 Biomass 1 2 5 82.9188
2003 Biomass 1 2 6 518.095
2003 Biomass 1 2 7 631.321
2003 Biomass 1 2 8 1020.79
2003 Biomass 1 2 9 1101.67
2003 Biomass 1 2 10 1194.16
2003 Biomass 1 2 11 929.418
2003 Biomass 1 2 12 1175.5
2003 Biomass 1 2 13 2003.08
2003 Biomass 1 2 14 899.561
2003 Biomass 1 2 15 799.937
2003 Biomass 1 2 16 957.078
2003 Biomass 1 2 17 737.578
2003 Biomass 1 2 18 281.285
2003 Biomass 1 2 19 208.055
2003 Biomass 1 2 20 355.436
2003 N_Kimura   1 2 1 0
2003 N_Kimura   1 2 2 125.058
2003 N_Kimura   1 2 3 30.1865
2003 N_Kimura   1 2 4 1233.34
2003 N_Kimura   1 2 5 512.948
2003 N_Kimura   1 2 6 3049.31
2003 N_Kimura   1 2 7 3602.35
2003 N_Kimura   1 2 8 4745.74
2003 N_Kimura   1 2 9 5308.86
2003 N_Kimura   1 2 10 5364.89
2003 N_Kimura   1 2 11 4401.83
2003 N_Kimura   1 2 12 5419.66
2003 N_Kimura   1 2 13 8826.2
2003 N_Kimura   1 2 14 4028.1
2003 N_Kimura   1 2 15 3511.92
2003 N_Kimura   1 2 16 3970.93
2003 N_Kimura   1 2 17 2100.66
2003 N_Kimura   1 2 18 881.007
2003 N_Kimura   1 2 19 478.179
2003 N_Kimura   1 2 20 897.403
2003 avg_wt_age 1 2 1 0
2003 avg_wt_age 1 2 2 0.01
2003 avg_wt_age 1 2 3 0.02
2003 avg_wt_age 1 2 4 0.180183
2003 avg_wt_age 1 2 5 0.213254
2003 avg_wt_age 1 2 6 0.224143
2003 avg_wt_age 1 2 7 0.231197
2003 avg_wt_age 1 2 8 0.28376
2003 avg_wt_age 1 2 9 0.273758
2003 avg_wt_age 1 2 10 0.293643
2003 avg_wt_age 1 2 11 0.278545
2003 avg_wt_age 1 2 12 0.286134
2003 avg_wt_age 1 2 13 0.299393
2003 avg_wt_age 1 2 14 0.29461
2003 avg_wt_age 1 2 15 0.300489
2003 avg_wt_age 1 2 16 0.31796
2003 avg_wt_age 1 2 17 0.463202
2003 avg_wt_age 1 2 18 0.421197
2003 avg_wt_age 1 2 19 0.573991
2003 avg_wt_age 1 2 20 0.522507
2003 p 1 1 1 0
2003 p 1 1 2 0.000220305
2003 p 1 1 3 0
2003 p 1 1 4 0.00482835
2003 p 1 1 5 0.0103788
2003 p 1 1 6 0.0100514
2003 p 1 1 7 0.0202984
2003 p 1 1 8 0.0123155
2003 p 1 1 9 0.0176767
2003 p 1 1 10 0.0409514
2003 p 1 1 11 0.0194705
2003 p 1 1 12 0.0671929
2003 p 1 1 13 0.083807
2003 p 1 1 14 0.0345172
2003 p 1 1 15 0.0497352
2003 p 1 1 16 0.058772
2003 p 1 1 17 0.0441095
2003 p 1 1 18 0.0129437
2003 p 1 1 19 0.00676786
2003 p 1 1 20 0.00796421
2003 p 1 2 1 0
2003 p 1 2 2 0.00106481
2003 p 1 2 3 0.000257022
2003 p 1 2 4 0.0105012
2003 p 1 2 5 0.00436748
2003 p 1 2 6 0.0259632
2003 p 1 2 7 0.0306721
2003 p 1 2 8 0.0404075
2003 p 1 2 9 0.0452021
2003 p 1 2 10 0.0456792
2003 p 1 2 11 0.0374792
2003 p 1 2 12 0.0461455
2003 p 1 2 13 0.0751504
2003 p 1 2 14 0.0342972
2003 p 1 2 15 0.0299021
2003 p 1 2 16 0.0338104
2003 p 1 2 17 0.017886
2003 p 1 2 18 0.00750131
2003 p 1 2 19 0.00407144
2003 p 1 2 20 0.0076409
2003 N  1 99 1 0
2003 N  1 99 2 114.41
2003 N  1 99 3 22.8821
2003 N  1 99 4 1364.75
2003 N  1 99 5 1312.83
2003 N  1 99 6 3206.3
2003 N  1 99 7 4537.78
2003 N  1 99 8 4693.8
2003 N  1 99 9 5597.95
2003 N  1 99 10 7712.52
2003 N  1 99 11 5070.1
2003 N  1 99 12 10090.2
2003 N  1 99 13 14151.6
2003 N  1 99 14 6126.38
2003 N  1 99 15 7089.92
2003 N  1 99 16 8242.38
2003 N  1 99 17 5519.31
2003 N  1 99 18 1820.17
2003 N  1 99 19 964.997
2003 N  1 99 20 1389.29
2003 a  1 99 1 0
2003 a  1 99 2 0.01
2003 a  1 99 3 0.02
2003 a  1 99 4 0.164736
2003 a  1 99 5 0.219105
2003 a  1 99 6 0.212557
2003 a  1 99 7 0.264293
2003 a  1 99 8 0.316477
2003 a  1 99 9 0.291874
2003 a  1 99 10 0.357108
2003 a  1 99 11 0.342333
2003 a  1 99 12 0.392452
2003 a  1 99 13 0.387015
2003 a  1 99 14 0.419392
2003 a  1 99 15 0.451131
2003 a  1 99 16 0.496204
2003 a  1 99 17 0.53488
2003 a  1 99 18 0.557523
2003 a  1 99 19 0.600081
2003 a  1 99 20 0.639224
2003 N 99 1 1 0
2003 N 99 1 2 19.6132
2003 N 99 1 3 0
2003 N 99 1 4 429.856
2003 N 99 1 5 924
2003 N 99 1 6 894.852
2003 N 99 1 7 1807.12
2003 N 99 1 8 1096.42
2003 N 99 1 9 1573.72
2003 N 99 1 10 3645.81
2003 N 99 1 11 1733.41
2003 N 99 1 12 5982.03
2003 N 99 1 13 7461.14
2003 N 99 1 14 3072.99
2003 N 99 1 15 4427.81
2003 N 99 1 16 5232.33
2003 N 99 1 17 3926.97
2003 N 99 1 18 1152.35
2003 N 99 1 19 602.526
2003 N 99 1 20 709.034
2003 a 99 1 1 0
2003 a 99 1 2 0.01
2003 a 99 1 3 0
2003 a 99 1 4 0.131141
2003 a 99 1 5 0.221567
2003 a 99 1 6 0.18263
2003 a 99 1 7 0.314302
2003 a 99 1 8 0.42382
2003 a 99 1 9 0.3382
2003 a 99 1 10 0.4279
2003 a 99 1 11 0.465121
2003 a 99 1 12 0.465467
2003 a 99 1 13 0.465587
2003 a 99 1 14 0.543379
2003 a 99 1 15 0.541701
2003 a 99 1 16 0.598744
2003 a 99 1 17 0.563945
2003 a 99 1 18 0.636528
2003 a 99 1 19 0.615776
2003 a 99 1 20 0.751204
2003 N 99 2 1 0
2003 N 99 2 2 94.7972
2003 N 99 2 3 22.8821
2003 N 99 2 4 934.896
2003 N 99 2 5 388.826
2003 N 99 2 6 2311.44
2003 N 99 2 7 2730.66
2003 N 99 2 8 3597.38
2003 N 99 2 9 4024.23
2003 N 99 2 10 4066.71
2003 N 99 2 11 3336.69
2003 N 99 2 12 4108.22
2003 N 99 2 13 6690.46
2003 N 99 2 14 3053.39
2003 N 99 2 15 2662.11
2003 N 99 2 16 3010.06
2003 N 99 2 17 1592.35
2003 N 99 2 18 667.823
2003 N 99 2 19 362.471
2003 N 99 2 20 680.251
2003 a 99 2 1 0
2003 a 99 2 2 0.01
2003 a 99 2 3 0.02
