year type stratum sex age value 
2008 N 1 1 1 0
2008 N 1 1 2 0
2008 N 1 1 3 0
2008 N 1 1 4 318.558
2008 N 1 1 5 615.548
2008 N 1 1 6 3761.46
2008 N 1 1 7 5933.16
2008 N 1 1 8 7435.9
2008 N 1 1 9 4920.12
2008 N 1 1 10 9220.24
2008 N 1 1 11 4280.56
2008 N 1 1 12 5649.35
2008 N 1 1 13 4368.9
2008 N 1 1 14 2295.99
2008 N 1 1 15 4325.62
2008 N 1 1 16 4626.48
2008 N 1 1 17 5628.6
2008 N 1 1 18 6086.8
2008 N 1 1 19 2489.9
2008 N 1 1 20 9786.85
2008 Biomass 1 1 1 0
2008 Biomass 1 1 2 0
2008 Biomass 1 1 3 0
2008 Biomass 1 1 4 43.7486
2008 Biomass 1 1 5 112.935
2008 Biomass 1 1 6 626.163
2008 Biomass 1 1 7 1335.96
2008 Biomass 1 1 8 2343.71
2008 Biomass 1 1 9 1796.03
2008 Biomass 1 1 10 3629.51
2008 Biomass 1 1 11 1991.05
2008 Biomass 1 1 12 2834.42
2008 Biomass 1 1 13 2166.48
2008 Biomass 1 1 14 1260.29
2008 Biomass 1 1 15 2448.6
2008 Biomass 1 1 16 2660.67
2008 Biomass 1 1 17 3221.37
2008 Biomass 1 1 18 3680.7
2008 Biomass 1 1 19 1371.24
2008 Biomass 1 1 20 6262.34
2008 N_Kimura   1 1 1 0
2008 N_Kimura   1 1 2 0
2008 N_Kimura   1 1 3 0
2008 N_Kimura   1 1 4 262.255
2008 N_Kimura   1 1 5 506.755
2008 N_Kimura   1 1 6 3096.65
2008 N_Kimura   1 1 7 4884.52
2008 N_Kimura   1 1 8 6121.66
2008 N_Kimura   1 1 9 4050.53
2008 N_Kimura   1 1 10 7590.64
2008 N_Kimura   1 1 11 3524.01
2008 N_Kimura   1 1 12 4650.88
2008 N_Kimura   1 1 13 3596.73
2008 N_Kimura   1 1 14 1890.19
2008 N_Kimura   1 1 15 3561.1
2008 N_Kimura   1 1 16 3808.79
2008 N_Kimura   1 1 17 4633.79
2008 N_Kimura   1 1 18 5011.01
2008 N_Kimura   1 1 19 2049.83
