year type stratum sex age value 
2006 N 1 1 1 0
2006 N 1 1 2 0
2006 N 1 1 3 0
2006 N 1 1 4 282.233
2006 N 1 1 5 1250.44
2006 N 1 1 6 2805.79
2006 N 1 1 7 2158.45
2006 N 1 1 8 2206.15
2006 N 1 1 9 2314.62
2006 N 1 1 10 3750.51
2006 N 1 1 11 3300.7
2006 N 1 1 12 2819.12
2006 N 1 1 13 3462.92
2006 N 1 1 14 2329.71
2006 N 1 1 15 3364.57
2006 N 1 1 16 8818.91
2006 N 1 1 17 3210.58
2006 N 1 1 18 1772.3
2006 N 1 1 19 4445.28
2006 N 1 1 20 4069.15
2006 Biomass 1 1 1 0
2006 Biomass 1 1 2 0
2006 Biomass 1 1 3 0
2006 Biomass 1 1 4 25.874
2006 Biomass 1 1 5 198.699
2006 Biomass 1 1 6 667.178
2006 Biomass 1 1 7 581.361
2006 Biomass 1 1 8 708.523
2006 Biomass 1 1 9 834.327
2006 Biomass 1 1 10 1519.75
2006 Biomass 1 1 11 1472.68
2006 Biomass 1 1 12 1303.03
2006 Biomass 1 1 13 1833.8
2006 Biomass 1 1 14 1264.73
2006 Biomass 1 1 15 1627.84
2006 Biomass 1 1 16 4614.18
2006 Biomass 1 1 17 1703.1
2006 Biomass 1 1 18 1116.14
2006 Biomass 1 1 19 2608.54
2006 Biomass 1 1 20 2611.26
2006 N_Kimura   1 1 1 0
2006 N_Kimura   1 1 2 0
2006 N_Kimura   1 1 3 0
2006 N_Kimura   1 1 4 225.316
2006 N_Kimura   1 1 5 998.266
2006 N_Kimura   1 1 6 2239.96
2006 N_Kimura   1 1 7 1723.16
2006 N_Kimura   1 1 8 1761.25
2006 N_Kimura   1 1 9 1847.84
2006 N_Kimura   1 1 10 2994.16
2006 N_Kimura   1 1 11 2635.06
2006 N_Kimura   1 1 12 2250.6
2006 N_Kimura   1 1 13 2764.57
2006 N_Kimura   1 1 14 1859.89
2006 N_Kimura   1 1 15 2686.05
2006 N_Kimura   1 1 16 7040.44
2006 N_Kimura   1 1 17 2563.11
2006 N_Kimura   1 1 18 1414.89
2006 N_Kimura   1 1 19 3548.82
2006 N_Kimura   1 1 20 3248.54
2006 avg_wt_age 1 1 1 0
2006 avg_wt_age 1 1 2 0
2006 avg_wt_age 1 1 3 0
2006 avg_wt_age 1 1 4 0.0916761
2006 avg_wt_age 1 1 5 0.158904
2006 avg_wt_age 1 1 6 0.237786
2006 avg_wt_age 1 1 7 0.269342
2006 avg_wt_age 1 1 8 0.321158
2006 avg_wt_age 1 1 9 0.360459
2006 avg_wt_age 1 1 10 0.405212
2006 avg_wt_age 1 1 11 0.446173
2006 avg_wt_age 1 1 12 0.462213
2006 avg_wt_age 1 1 13 0.529551
2006 avg_wt_age 1 1 14 0.542868
2006 avg_wt_age 1 1 15 0.483818
2006 avg_wt_age 1 1 16 0.523214
2006 avg_wt_age 1 1 17 0.530464
2006 avg_wt_age 1 1 18 0.629771
2006 avg_wt_age 1 1 19 0.586811
2006 avg_wt_age 1 1 20 0.641721
2006 N 1 2 1 0
2006 N 1 2 2 0
2006 N 1 2 3 0
2006 N 1 2 4 747.838
2006 N 1 2 5 2927.25
2006 N 1 2 6 2732.15
2006 N 1 2 7 2144.53
2006 N 1 2 8 3142.43
2006 N 1 2 9 2986.27
2006 N 1 2 10 2001.43
2006 N 1 2 11 1226.23
2006 N 1 2 12 1679.37
2006 N 1 2 13 2844.98
2006 N 1 2 14 1895
2006 N 1 2 15 2980.65
2006 N 1 2 16 5099.03
2006 N 1 2 17 1096.26
2006 N 1 2 18 1747.52
2006 N 1 2 19 2061.88
2006 N 1 2 20 1354.73
2006 Biomass 1 2 1 0
2006 Biomass 1 2 2 0
2006 Biomass 1 2 3 0
2006 Biomass 1 2 4 68.3113
2006 Biomass 1 2 5 396.566
2006 Biomass 1 2 6 612.434
2006 Biomass 1 2 7 518.318
2006 Biomass 1 2 8 805.654
2006 Biomass 1 2 9 852.576
2006 Biomass 1 2 10 596.451
2006 Biomass 1 2 11 364.505
2006 Biomass 1 2 12 510.4
2006 Biomass 1 2 13 926.896
2006 Biomass 1 2 14 604.617
2006 Biomass 1 2 15 928.227
2006 Biomass 1 2 16 1641.57
2006 Biomass 1 2 17 329.562
2006 Biomass 1 2 18 700.71
2006 Biomass 1 2 19 780.592
2006 Biomass 1 2 20 521.108
2006 N_Kimura   1 2 1 0
2006 N_Kimura   1 2 2 0
2006 N_Kimura   1 2 3 0
2006 N_Kimura   1 2 4 995.753
2006 N_Kimura   1 2 5 3897.66
2006 N_Kimura   1 2 6 3637.88
2006 N_Kimura   1 2 7 2855.46
2006 N_Kimura   1 2 8 4184.17
2006 N_Kimura   1 2 9 3976.25
2006 N_Kimura   1 2 10 2664.92
2006 N_Kimura   1 2 11 1632.74
2006 N_Kimura   1 2 12 2236.09
2006 N_Kimura   1 2 13 3788.11
2006 N_Kimura   1 2 14 2523.21
2006 N_Kimura   1 2 15 3968.76
2006 N_Kimura   1 2 16 6789.4
2006 N_Kimura   1 2 17 1459.67
2006 N_Kimura   1 2 18 2326.83
2006 N_Kimura   1 2 19 2745.41
2006 N_Kimura   1 2 20 1803.83
2006 avg_wt_age 1 2 1 0
2006 avg_wt_age 1 2 2 0
2006 avg_wt_age 1 2 3 0
2006 avg_wt_age 1 2 4 0.0913451
2006 avg_wt_age 1 2 5 0.135474
2006 avg_wt_age 1 2 6 0.224159
2006 avg_wt_age 1 2 7 0.241693
2006 avg_wt_age 1 2 8 0.256379
2006 avg_wt_age 1 2 9 0.285498
2006 avg_wt_age 1 2 10 0.298013
2006 avg_wt_age 1 2 11 0.297256
2006 avg_wt_age 1 2 12 0.303924
2006 avg_wt_age 1 2 13 0.325801
2006 avg_wt_age 1 2 14 0.319059
2006 avg_wt_age 1 2 15 0.311417
2006 avg_wt_age 1 2 16 0.321938
2006 avg_wt_age 1 2 17 0.300625
2006 avg_wt_age 1 2 18 0.400974
2006 avg_wt_age 1 2 19 0.378583
2006 avg_wt_age 1 2 20 0.384659
2006 p 1 1 1 0
2006 p 1 1 2 0
2006 p 1 1 3 0
2006 p 1 1 4 0.00310048
2006 p 1 1 5 0.0137367
2006 p 1 1 6 0.030823
2006 p 1 1 7 0.0237117
2006 p 1 1 8 0.0242357
2006 p 1 1 9 0.0254273
2006 p 1 1 10 0.0412013
2006 p 1 1 11 0.0362599
2006 p 1 1 12 0.0309694
2006 p 1 1 13 0.038042
2006 p 1 1 14 0.0255931
2006 p 1 1 15 0.0369615
2006 p 1 1 16 0.0968803
2006 p 1 1 17 0.0352698
2006 p 1 1 18 0.0194696
2006 p 1 1 19 0.0488337
2006 p 1 1 20 0.0447017
2006 p 1 2 1 0
2006 p 1 2 2 0
2006 p 1 2 3 0
2006 p 1 2 4 0.00821539
2006 p 1 2 5 0.0321574
2006 p 1 2 6 0.0300141
2006 p 1 2 7 0.0235588
2006 p 1 2 8 0.0345212
2006 p 1 2 9 0.0328057
2006 p 1 2 10 0.0219867
2006 p 1 2 11 0.0134708
2006 p 1 2 12 0.0184487
2006 p 1 2 13 0.0312535
2006 p 1 2 14 0.0208176
2006 p 1 2 15 0.032744
