year type stratum sex age value 
2014 N 1 1 1 0
2014 N 1 1 2 0
2014 N 1 1 3 0
2014 N 1 1 4 64.8579
2014 N 1 1 5 0
2014 N 1 1 6 0
2014 N 1 1 7 167.1
2014 N 1 1 8 911.5
2014 N 1 1 9 5475.68
2014 N 1 1 10 6448.96
2014 N 1 1 11 11861.1
2014 N 1 1 12 13487.2
2014 N 1 1 13 11317.9
2014 N 1 1 14 4189.82
2014 N 1 1 15 539.914
2014 N 1 1 16 2731.97
2014 N 1 1 17 329.985
2014 N 1 1 18 847.784
2014 N 1 1 19 1020.62
2014 N 1 1 20 4579.52
2014 Biomass 1 1 1 0
2014 Biomass 1 1 2 0
2014 Biomass 1 1 3 0
2014 Biomass 1 1 4 9.85663
2014 Biomass 1 1 5 0
2014 Biomass 1 1 6 0
2014 Biomass 1 1 7 101.055
2014 Biomass 1 1 8 311.389
2014 Biomass 1 1 9 2043.17
2014 Biomass 1 1 10 2834.89
2014 Biomass 1 1 11 5669.38
2014 Biomass 1 1 12 7034.51
2014 Biomass 1 1 13 6251.53
2014 Biomass 1 1 14 2354.64
2014 Biomass 1 1 15 376.985
2014 Biomass 1 1 16 1669.72
2014 Biomass 1 1 17 228.53
2014 Biomass 1 1 18 604.888
2014 Biomass 1 1 19 738.384
2014 Biomass 1 1 20 3249.46
2014 N_Kimura   1 1 1 0
2014 N_Kimura   1 1 2 0
2014 N_Kimura   1 1 3 0
2014 N_Kimura   1 1 4 50.5515
2014 N_Kimura   1 1 5 0
2014 N_Kimura   1 1 6 0
2014 N_Kimura   1 1 7 130.241
2014 N_Kimura   1 1 8 710.44
2014 N_Kimura   1 1 9 4267.85
2014 N_Kimura   1 1 10 5026.44
2014 N_Kimura   1 1 11 9244.77
2014 N_Kimura   1 1 12 10512.2
2014 N_Kimura   1 1 13 8821.35
2014 N_Kimura   1 1 14 3265.62
2014 N_Kimura   1 1 15 420.819
2014 N_Kimura   1 1 16 2129.35
2014 N_Kimura   1 1 17 257.196
2014 N_Kimura   1 1 18 660.778
2014 N_Kimura   1 1 19 795.493
2014 N_Kimura   1 1 20 3569.36
2014 avg_wt_age 1 1 1 0
2014 avg_wt_age 1 1 2 0
2014 avg_wt_age 1 1 3 0
2014 avg_wt_age 1 1 4 0.151973
2014 avg_wt_age 1 1 5 0
2014 avg_wt_age 1 1 6 0
2014 avg_wt_age 1 1 7 0.604756
2014 avg_wt_age 1 1 8 0.341623
2014 avg_wt_age 1 1 9 0.373135
2014 avg_wt_age 1 1 10 0.439588
2014 avg_wt_age 1 1 11 0.47798
2014 avg_wt_age 1 1 12 0.521569
2014 avg_wt_age 1 1 13 0.55236
2014 avg_wt_age 1 1 14 0.56199
2014 avg_wt_age 1 1 15 0.698232
2014 avg_wt_age 1 1 16 0.611177
2014 avg_wt_age 1 1 17 0.692547
2014 avg_wt_age 1 1 18 0.713493
2014 avg_wt_age 1 1 19 0.723463
2014 avg_wt_age 1 1 20 0.709563
2014 N 1 2 1 0
2014 N 1 2 2 0
2014 N 1 2 3 0
2014 N 1 2 4 394.034
2014 N 1 2 5 0
2014 N 1 2 6 0
2014 N 1 2 7 0
2014 N 1 2 8 1091.21
2014 N 1 2 9 10053.7
2014 N 1 2 10 7529.87
2014 N 1 2 11 6543.61
2014 N 1 2 12 14049.2
2014 N 1 2 13 6058.52
2014 N 1 2 14 5255.32
2014 N 1 2 15 1033.49
2014 N 1 2 16 1873.25
2014 N 1 2 17 593.748
2014 N 1 2 18 1478.13
2014 N 1 2 19 1033.49
2014 N 1 2 20 1504.49
2014 Biomass 1 2 1 0
2014 Biomass 1 2 2 0
2014 Biomass 1 2 3 0
2014 Biomass 1 2 4 69.2718
2014 Biomass 1 2 5 0
2014 Biomass 1 2 6 0
2014 Biomass 1 2 7 0
2014 Biomass 1 2 8 256.275
2014 Biomass 1 2 9 2574.91
2014 Biomass 1 2 10 1976.45
2014 Biomass 1 2 11 2112.25
2014 Biomass 1 2 12 4144.92
2014 Biomass 1 2 13 1930.24
2014 Biomass 1 2 14 1919.22
2014 Biomass 1 2 15 376.367
2014 Biomass 1 2 16 596.226
2014 Biomass 1 2 17 164.557
2014 Biomass 1 2 18 507.833
2014 Biomass 1 2 19 376.367
2014 Biomass 1 2 20 639.944
2014 N_Kimura   1 2 1 0
2014 N_Kimura   1 2 2 0
2014 N_Kimura   1 2 3 0
2014 N_Kimura   1 2 4 539.269
2014 N_Kimura   1 2 5 0
2014 N_Kimura   1 2 6 0
2014 N_Kimura   1 2 7 0
2014 N_Kimura   1 2 8 1493.42
2014 N_Kimura   1 2 9 13759.4
2014 N_Kimura   1 2 10 10305.3
2014 N_Kimura   1 2 11 8955.49
2014 N_Kimura   1 2 12 19227.6
2014 N_Kimura   1 2 13 8291.6
2014 N_Kimura   1 2 14 7192.35
2014 N_Kimura   1 2 15 1414.42
2014 N_Kimura   1 2 16 2563.7
2014 N_Kimura   1 2 17 812.595
2014 N_Kimura   1 2 18 2022.95
2014 N_Kimura   1 2 19 1414.42
2014 N_Kimura   1 2 20 2059.02
2014 avg_wt_age 1 2 1 0
2014 avg_wt_age 1 2 2 0
2014 avg_wt_age 1 2 3 0
2014 avg_wt_age 1 2 4 0.175802
2014 avg_wt_age 1 2 5 0
2014 avg_wt_age 1 2 6 0
2014 avg_wt_age 1 2 7 0
2014 avg_wt_age 1 2 8 0.234854
2014 avg_wt_age 1 2 9 0.256115
2014 avg_wt_age 1 2 10 0.262481
2014 avg_wt_age 1 2 11 0.322795
2014 avg_wt_age 1 2 12 0.295028
2014 avg_wt_age 1 2 13 0.3186
2014 avg_wt_age 1 2 14 0.365196
2014 avg_wt_age 1 2 15 0.364172
2014 avg_wt_age 1 2 16 0.318284
2014 avg_wt_age 1 2 17 0.277149
2014 avg_wt_age 1 2 18 0.343565
2014 avg_wt_age 1 2 19 0.364172
2014 avg_wt_age 1 2 20 0.425356
2014 p 1 1 1 0
2014 p 1 1 2 0
2014 p 1 1 3 0
2014 p 1 1 4 0.0005296
2014 p 1 1 5 0
2014 p 1 1 6 0
2014 p 1 1 7 0.00136446
2014 p 1 1 8 0.00744288
2014 p 1 1 9 0.0447119
2014 p 1 1 10 0.0526592
2014 p 1 1 11 0.0968523
2014 p 1 1 12 0.11013
2014 p 1 1 13 0.0924164
2014 p 1 1 14 0.0342121
2014 p 1 1 15 0.00440869
2014 p 1 1 16 0.022308
2014 p 1 1 17 0.0026945
2014 p 1 1 18 0.00692261
2014 p 1 1 19 0.00833394
2014 p 1 1 20 0.0373942
2014 p 1 2 1 0
2014 p 1 2 2 0
2014 p 1 2 3 0
2014 p 1 2 4 0.0032175
2014 p 1 2 5 0
2014 p 1 2 6 0
2014 p 1 2 7 0
