year type stratum sex age value 
2010 N 1 1 1 0
2010 N 1 1 2 0
2010 N 1 1 3 0
2010 N 1 1 4 0
2010 N 1 1 5 193.156
2010 N 1 1 6 2798.36
2010 N 1 1 7 2887.26
2010 N 1 1 8 6002.91
2010 N 1 1 9 10192.4
2010 N 1 1 10 5830.83
2010 N 1 1 11 4138.25
2010 N 1 1 12 8796.73
2010 N 1 1 13 5013.97
2010 N 1 1 14 3103.18
2010 N 1 1 15 2729.6
2010 N 1 1 16 1747.37
2010 N 1 1 17 2220.01
2010 N 1 1 18 2952.68
2010 N 1 1 19 3361.59
2010 N 1 1 20 12087.4
2010 Biomass 1 1 1 0
2010 Biomass 1 1 2 0
2010 Biomass 1 1 3 0
2010 Biomass 1 1 4 0
2010 Biomass 1 1 5 18.9418
2010 Biomass 1 1 6 560.496
2010 Biomass 1 1 7 643.862
2010 Biomass 1 1 8 1707.91
2010 Biomass 1 1 9 3354.76
2010 Biomass 1 1 10 2706.7
2010 Biomass 1 1 11 1855.53
2010 Biomass 1 1 12 4222.94
2010 Biomass 1 1 13 2624.98
2010 Biomass 1 1 14 1680.12
2010 Biomass 1 1 15 1653.82
2010 Biomass 1 1 16 1148.37
2010 Biomass 1 1 17 1406.27
2010 Biomass 1 1 18 1870.97
2010 Biomass 1 1 19 2124.68
2010 Biomass 1 1 20 7934.7
2010 N_Kimura   1 1 1 0
2010 N_Kimura   1 1 2 0
2010 N_Kimura   1 1 3 0
2010 N_Kimura   1 1 4 0
2010 N_Kimura   1 1 5 154.619
2010 N_Kimura   1 1 6 2240.05
2010 N_Kimura   1 1 7 2311.22
2010 N_Kimura   1 1 8 4805.26
2010 N_Kimura   1 1 9 8158.91
2010 N_Kimura   1 1 10 4667.51
2010 N_Kimura   1 1 11 3312.62
2010 N_Kimura   1 1 12 7041.68
2010 N_Kimura   1 1 13 4013.63
2010 N_Kimura   1 1 14 2484.06
2010 N_Kimura   1 1 15 2185.02
2010 N_Kimura   1 1 16 1398.75
2010 N_Kimura   1 1 17 1777.09
2010 N_Kimura   1 1 18 2363.59
2010 N_Kimura   1 1 19 2690.91
2010 N_Kimura   1 1 20 9675.81
2010 avg_wt_age 1 1 1 0
2010 avg_wt_age 1 1 2 0
2010 avg_wt_age 1 1 3 0
2010 avg_wt_age 1 1 4 0
2010 avg_wt_age 1 1 5 0.0980645
2010 avg_wt_age 1 1 6 0.200295
2010 avg_wt_age 1 1 7 0.223001
2010 avg_wt_age 1 1 8 0.284513
2010 avg_wt_age 1 1 9 0.329143
2010 avg_wt_age 1 1 10 0.464205
2010 avg_wt_age 1 1 11 0.448386
2010 avg_wt_age 1 1 12 0.480058
2010 avg_wt_age 1 1 13 0.523533
2010 avg_wt_age 1 1 14 0.541418
2010 avg_wt_age 1 1 15 0.605882
2010 avg_wt_age 1 1 16 0.657202
2010 avg_wt_age 1 1 17 0.633451
2010 avg_wt_age 1 1 18 0.633651
2010 avg_wt_age 1 1 19 0.632048
2010 avg_wt_age 1 1 20 0.656445
2010 N 1 2 1 0
2010 N 1 2 2 0
2010 N 1 2 3 0
2010 N 1 2 4 0
2010 N 1 2 5 1400.07
2010 N 1 2 6 1984.66
2010 N 1 2 7 7011.05
2010 N 1 2 8 9566.35
2010 N 1 2 9 12094
2010 N 1 2 10 10011
2010 N 1 2 11 3373.56
2010 N 1 2 12 3563.26
2010 N 1 2 13 559.591
2010 N 1 2 14 3105.81
2010 N 1 2 15 260.816
2010 N 1 2 16 693.701
2010 N 1 2 17 1138.6
2010 N 1 2 18 713.38
2010 N 1 2 19 2072.83
2010 N 1 2 20 2454.38
2010 Biomass 1 2 1 0
2010 Biomass 1 2 2 0
