#Strata	Haul	Sex	Len	Freq
1	343	3	41	1
1	343	3	42	3
1	343	3	44	1
1	343	3	45	1
1	343	3	40	1
1	343	3	42	1
1	344	3	33	1
1	344	3	34	1
1	344	3	35	2
1	344	3	36	1
1	344	3	37	1
1	344	3	38	1
1	344	3	39	1
1	344	3	45	1
1	344	3	36	1
1	344	3	38	1
1	344	3	40	1
1	344	3	41	3
1	344	3	42	2
1	344	3	43	4
1	344	3	44	1
1	344	3	45	1
1	345	3	34	1
1	345	3	36	1
1	345	3	38	2
1	345	3	40	1
1	345	3	33	1
1	345	3	41	2
1	345	3	42	2
1	345	3	43	2
1	345	3	45	2
1	346	3	35	2
1	346	3	45	1
1	346	3	41	1
1	346	3	42	4
1	346	3	43	1
1	346	3	45	2
1	346	3	44	5
1	347	3	35	1
1	347	3	37	1
1	347	3	38	1
1	347	3	40	1
1	347	3	41	2
1	347	3	43	1
1	347	3	37	1
1	347	3	40	1
1	347	3	41	1
1	347	3	42	4
1	347	3	43	2
1	347	3	39	1
1	347	3	44	1
1	348	3	28	1
1	348	3	34	3
1	348	3	36	2
1	348	3	38	1
1	348	3	41	1
1	348	3	37	1
1	348	3	40	1
1	348	3	41	1
1	348	3	42	5
1	348	3	43	1
1	348	3	44	1
1	349	3	35	1
1	349	3	36	2
1	349	3	39	1
1	349	3	40	2
1	349	3	32	1
1	349	3	34	2
1	349	3	35	2
1	349	3	39	1
1	349	3	41	3
1	349	3	42	2
1	349	3	43	6
1	350	3	34	1
1	350	3	35	1
1	350	3	36	1
1	350	3	37	1
1	350	3	42	2
1	350	3	35	1
1	350	3	36	1
1	350	3	37	3
1	350	3	38	2
1	350	3	40	1
1	350	3	41	2
1	350	3	42	2
1	350	3	43	2
1	350	3	44	1
1	350	3	45	1
1	351	3	36	2
1	351	3	37	2
1	351	3	34	2
1	351	3	35	1
1	351	3	36	1
1	351	3	37	1
1	351	3	39	1
1	351	3	41	2
1	351	3	42	5
1	351	3	43	2
1	351	3	45	1
1	352	3	34	1
1	352	3	35	1
1	352	3	37	1
1	352	3	38	1
1	352	3	40	1
1	352	3	35	1
1	352	3	37	2
1	352	3	38	1
1	352	3	40	2
1	352	3	42	1
1	352	3	43	5
1	352	3	44	2
1	352	3	45	1
1	353	3	33	1
1	353	3	34	1
1	353	3	36	1
1	353	3	38	1
1	353	3	36	1
1	353	3	40	1
1	353	3	41	1
1	353	3	42	5
1	353	3	43	3
1	353	3	44	3
1	353	3	45	1
1	354	3	35	1
1	354	3	41	1
1	355	3	33	2
1	355	3	34	1
1	355	3	35	2
1	355	3	37	1
1	355	3	40	1
1	355	3	36	1
1	355	3	40	2
1	355	3	41	3
1	355	3	42	4
1	355	3	43	8
1	356	3	35	1
1	356	3	36	1
1	356	3	37	1
1	356	3	34	2
1	356	3	35	1
1	356	3	36	1
1	356	3	40	2
1	356	3	41	1
1	356	3	42	3
1	356	3	43	2
1	356	3	44	1
1	357	3	34	1
1	357	3	35	1
1	357	3	34	1
1	357	3	36	2
1	357	3	37	1
1	357	3	40	2
1	357	3	41	1
1	357	3	42	4
1	357	3	43	2
1	357	3	44	1
1	357	3	45	1
1	358	3	35	1
1	358	3	37	3
1	358	3	40	1
1	358	3	41	1
1	358	3	35	1
1	358	3	36	1
1	358	3	37	3
1	358	3	41	2
1	358	3	42	1
1	358	3	43	3
1	358	3	44	1
1	358	3	46	1
1	359	3	34	2
1	359	3	35	4
1	359	3	36	1
1	359	3	38	1
1	359	3	29	1
1	359	3	32	1
1	359	3	33	1
1	359	3	36	1
1	359	3	41	4
1	359	3	42	1
1	359	3	43	4
1	359	3	44	2
1	359	3	45	1
1	360	3	33	1
1	360	3	38	1
1	360	3	30	1
1	360	3	36	2
1	360	3	37	2
1	360	3	40	1
1	360	3	42	6
1	360	3	43	4
1	360	3	44	1
1	361	3	31	1
1	361	3	35	1
1	361	3	37	1
1	361	3	42	1
1	361	3	30	1
1	361	3	35	1
1	361	3	38	2
1	361	3	40	1
1	361	3	41	2
1	361	3	42	2
1	361	3	43	7
1	361	3	44	2
1	361	3	45	2
1	362	3	36	1
1	362	3	38	1
1	362	3	36	1
1	362	3	37	1
1	362	3	39	3
1	362	3	40	1
1	362	3	41	3
1	362	3	42	3
1	362	3	44	2
1	362	3	43	4
1	363	3	34	1
1	363	3	35	1
1	363	3	36	3
1	363	3	40	1
1	363	3	42	1
1	363	3	32	1
1	363	3	34	1
1	363	3	35	1
1	363	3	36	1
1	363	3	42	2
1	363	3	43	3
1	363	3	44	1
1	364	3	34	1
1	364	3	35	2
1	364	3	37	2
1	364	3	41	1
1	364	3	36	1
1	364	3	38	2
1	364	3	39	1
1	364	3	41	2
1	364	3	42	3
1	364	3	43	1
1	364	3	44	3
1	364	3	45	2
1	365	3	34	1
1	365	3	36	1
1	365	3	35	1
1	365	3	34	1
1	365	3	35	2
1	365	3	41	4
1	365	3	42	3
1	365	3	43	3
1	365	3	44	5
1	365	3	45	1
2	366	3	21	1
2	366	3	24	2
2	366	3	25	2
2	366	3	26	1
2	366	3	27	1
2	366	3	29	1
2	366	3	31	1
2	366	3	32	1
2	366	3	35	1
2	366	3	24	2
2	366	3	27	1
2	366	3	29	1
2	366	3	30	2
2	366	3	21	1
2	366	3	32	2
2	367	3	29	1
2	367	3	32	2
2	367	3	34	1
2	367	3	37	1
2	367	3	38	1
2	367	3	28	1
2	367	3	30	2
2	367	3	31	1
2	367	3	33	2
2	367	3	34	3
2	367	3	35	1
2	367	3	36	3
2	367	3	37	2
2	367	3	38	3
2	368	3	30	2
2	368	3	33	5
2	368	3	34	2
2	368	3	35	1
2	368	3	36	1
2	368	3	31	1
2	368	3	36	2
2	368	3	37	1
2	368	3	38	1
2	369	3	23	1
2	369	3	25	2
2	369	3	30	1
2	369	3	32	3
2	369	3	33	2
2	369	3	35	1
2	369	3	25	1
2	369	3	26	1
2	369	3	28	2
2	369	3	30	1
2	369	3	32	2
2	369	3	33	2
2	369	3	34	1
2	370	3	28	1
2	370	3	30	1
2	370	3	31	1
2	370	3	32	1
2	370	3	33	1
2	370	3	26	1
2	370	3	28	1
2	370	3	30	1
2	370	3	31	1
2	370	3	32	3
2	370	3	33	3
2	370	3	37	2
2	370	3	40	1
2	371	3	27	1
2	371	3	28	1
2	371	3	30	1
2	371	3	31	1
2	371	3	32	1
2	371	3	33	1
2	371	3	38	1
2	371	3	39	1
2	371	3	25	2
2	371	3	28	1
2	371	3	31	1
2	371	3	32	1
2	371	3	34	1
2	371	3	36	2
2	372	3	23	1
2	372	3	24	1
2	372	3	25	1
2	372	3	29	1
2	372	3	30	1
2	372	3	32	2
2	372	3	33	2
2	372	3	35	2
2	372	3	37	1
2	372	3	27	1
2	372	3	29	1
2	372	3	31	1
2	372	3	32	1
2	372	3	36	1
2	372	3	37	1
2	373	3	32	1
2	373	3	33	2
2	373	3	36	1
2	373	3	38	1
2	373	3	31	1
2	373	3	32	1
2	373	3	33	1
2	373	3	34	4
2	373	3	35	1
2	373	3	36	2
2	373	3	37	1
2	373	3	38	1
2	374	3	30	2
2	374	3	33	1
2	374	3	34	1
2	374	3	35	4
2	374	3	36	1
2	374	3	37	1
2	374	3	39	1
2	374	3	40	1
2	374	3	33	1
2	374	3	34	1
2	374	3	35	3
2	374	3	36	1
2	374	3	37	1
2	374	3	39	2
2	375	3	29	1
2	375	3	31	1
2	375	3	33	1
2	375	3	34	1
2	375	3	35	1
2	375	3	36	1
2	375	3	37	1
2	375	3	39	1
2	375	3	31	2
2	375	3	33	2
2	375	3	36	2
2	375	3	37	3
2	375	3	38	1
2	375	3	39	1
2	375	3	40	1
2	376	3	31	2
2	376	3	32	1
2	376	3	33	4
2	376	3	34	3
2	376	3	35	1
2	376	3	36	1
2	376	3	37	1
2	376	3	38	1
2	376	3	30	1
2	376	3	31	1
2	376	3	36	3
2	377	3	30	2
2	377	3	31	1
2	377	3	33	2
2	377	3	38	2
2	377	3	39	1
2	377	3	27	1
2	377	3	30	1
2	377	3	32	2
2	377	3	33	1
2	377	3	34	1
2	377	3	35	1
2	377	3	36	2
2	377	3	37	1
2	378	3	30	1
2	378	3	31	2
2	378	3	33	1
2	378	3	34	2
2	378	3	35	1
2	378	3	37	4
2	378	3	34	3
2	378	3	35	2
2	378	3	36	1
2	378	3	37	2
2	379	3	29	2
2	379	3	31	1
2	379	3	33	1
2	379	3	34	1
2	379	3	35	2
2	379	3	37	2
2	379	3	30	1
2	379	3	32	1
2	379	3	33	1
2	379	3	34	2
2	379	3	37	3
2	379	3	23	1
2	379	3	25	1
2	380	3	28	1
2	380	3	33	3
2	380	3	34	1
2	380	3	35	1
2	380	3	39	1
2	380	3	29	1
2	380	3	30	2
2	380	3	32	4
2	380	3	33	1
2	380	3	34	1
2	380	3	35	1
2	380	3	37	1
2	380	3	41	1
3	381	3	24	1
3	381	3	25	1
3	381	3	29	1
3	381	3	30	4
3	381	3	32	1
3	381	3	33	1
3	381	3	35	1
3	381	3	36	1
3	381	3	23	1
3	381	3	25	2
3	381	3	26	1
3	381	3	28	1
3	381	3	29	2
3	381	3	30	1
3	381	3	31	2
3	381	3	32	1
3	382	3	25	1
3	382	3	27	1
3	382	3	29	3
3	382	3	31	1
3	382	3	32	1
3	382	3	34	1
3	382	3	35	4
3	382	3	37	1
3	382	3	27	1
3	382	3	30	1
3	382	3	31	2
3	382	3	33	1
3	382	3	35	1
3	382	3	38	1
3	383	3	30	1
3	383	3	31	2
3	383	3	32	2
3	383	3	34	1
3	383	3	35	2
3	383	3	36	3
3	383	3	37	1
3	383	3	26	3
3	383	3	29	1
3	383	3	34	2
3	383	3	36	1
3	383	3	38	1
3	384	3	34	2
3	384	3	36	1
3	384	3	38	1
3	384	3	39	1
3	384	3	41	1
3	384	3	32	1
3	384	3	34	2
3	384	3	36	2
3	384	3	37	5
3	384	3	38	4
3	384	3	39	2
3	385	3	33	1
3	385	3	36	1
3	385	3	37	2
3	385	3	38	2
3	385	3	39	1
3	385	3	33	1
3	385	3	37	2
3	385	3	38	4
3	385	3	39	3
3	385	3	40	1
3	385	3	41	1
3	386	3	27	1
3	386	3	29	1
3	386	3	32	1
3	386	3	35	1
3	386	3	36	2
3	386	3	37	1
3	386	3	29	1
3	386	3	33	2
3	386	3	34	2
3	386	3	36	3
3	386	3	37	1
3	386	3	38	2
3	386	3	39	4
3	387	3	33	1
3	387	3	37	2
3	387	3	38	1
3	387	3	36	2
3	387	3	37	3
3	387	3	38	5
3	387	3	39	3
3	387	3	41	1
3	388	3	24	1
3	388	3	25	1
3	388	3	27	1
3	388	3	29	1
3	388	3	30	1
3	388	3	32	3
3	388	3	34	1
3	388	3	35	1
3	388	3	37	1
3	388	3	38	1
3	388	3	25	2
3	388	3	26	2
3	388	3	27	2
3	388	3	28	1
3	388	3	29	1
3	388	3	31	1
3	388	3	32	1
3	388	3	33	1
3	388	3	36	1
3	388	3	37	1
3	388	3	39	1
3	389	3	22	1
3	389	3	24	1
3	389	3	30	2
3	389	3	31	2
3	389	3	33	1
3	389	3	34	1
3	389	3	35	1
3	389	3	23	2
3	389	3	25	2
3	389	3	26	1
3	389	3	28	1
3	389	3	29	1
3	389	3	30	3
3	389	3	31	1
3	389	3	32	2
3	389	3	34	1
3	390	3	24	2
3	390	3	26	2
3	390	3	28	1
3	390	3	31	1
3	390	3	34	1
3	390	3	37	1
3	390	3	26	2
3	390	3	27	1
3	390	3	28	1
3	390	3	29	2
3	390	3	30	2
3	390	3	31	1
3	390	3	32	1
3	390	3	33	1
3	390	3	35	1
3	390	3	38	1
3	391	3	24	1
3	391	3	25	1
3	391	3	26	3
3	391	3	27	1
3	391	3	28	1
3	391	3	29	1
3	391	3	31	1
3	391	3	32	1
3	391	3	25	1
3	391	3	26	1
3	391	3	29	2
3	391	3	31	1
3	391	3	32	2
3	391	3	33	1
3	391	3	34	1
3	391	3	35	1
3	392	3	25	1
3	392	3	30	1
3	392	3	31	1
3	392	3	32	2
3	392	3	33	1
3	392	3	34	1
3	392	3	35	1
3	392	3	36	2
3	392	3	28	1
3	392	3	29	1
3	392	3	32	4
3	392	3	35	2
3	392	3	36	2
3	392	3	37	2
3	392	3	40	1
3	393	3	30	1
3	393	3	32	1
3	393	3	35	1
3	393	3	36	1
3	393	3	37	1
3	393	3	38	2
3	393	3	34	2
3	393	3	35	1
3	393	3	37	2
3	393	3	38	2
3	393	3	39	1
3	393	3	40	1
3	394	3	33	1
3	394	3	34	1
3	394	3	37	1
3	394	3	30	1
3	394	3	32	1
3	394	3	34	1
3	394	3	35	2
3	394	3	36	3
3	394	3	37	2
3	394	3	38	3
3	394	3	40	1
3	394	3	41	1
2	395	3	20	4
2	395	3	26	2
2	395	3	18	1
2	395	3	22	1
2	395	3	19	3
2	395	3	30	1
2	395	3	25	1
2	395	3	17	1
2	395	3	32	1
2	395	3	21	4
2	395	3	30	1
2	395	3	20	2
2	395	3	23	1
2	395	3	26	1
2	396	3	33	3
2	396	3	35	1
2	396	3	18	3
2	396	3	30	1
2	396	3	39	1
2	396	3	35	1
2	396	3	34	2
2	396	3	28	1
2	396	3	29	1
2	396	3	33	1
1	397	3	42	2
1	397	3	42	5
1	397	3	41	1
1	397	3	40	1
1	397	3	44	4
1	397	3	43	2
1	397	3	41	2
1	397	3	39	1
1	398	3	40	3
1	398	3	41	2
1	398	3	41	1
1	398	3	43	6
1	398	3	40	3
1	398	3	42	2
1	398	3	47	1
1	399	3	38	1
1	399	3	40	1
1	399	3	41	2
1	399	3	42	3
1	399	3	43	1
1	399	3	38	1
1	399	3	40	1
1	399	3	41	7
1	399	3	42	6
1	399	3	43	3
1	399	3	44	2
2	400	3	29	1
2	400	3	33	1
2	400	3	34	2
2	400	3	35	1
2	400	3	38	1
2	400	3	39	3
2	400	3	40	1
2	400	3	36	1
2	400	3	37	4
2	400	3	38	4
2	400	3	39	1
2	401	3	29	1
2	401	3	33	1
2	401	3	36	1
2	401	3	37	2
2	401	3	38	3
2	401	3	39	2
2	401	3	29	1
2	401	3	33	2
2	401	3	35	1
2	401	3	37	1
2	401	3	38	4
2	401	3	39	1
2	402	3	27	2
2	402	3	28	2
2	402	3	30	1
2	402	3	32	1
2	402	3	33	1
2	402	3	39	3
2	402	3	41	1
2	402	3	29	2
2	402	3	33	2
2	402	3	35	1
2	402	3	37	1
2	402	3	38	3
2	403	3	29	1
2	403	3	32	3
2	403	3	33	2
2	403	3	35	2
2	403	3	36	1
2	403	3	37	2
2	403	3	38	3
2	403	3	39	3
2	403	3	26	1
2	403	3	30	1
2	403	3	32	1
2	403	3	38	2
2	404	3	27	1
2	404	3	30	1
2	404	3	33	1
2	404	3	36	3
2	404	3	37	1
2	404	3	38	6
2	404	3	39	1
2	404	3	29	1
2	404	3	33	2
2	404	3	34	1
2	404	3	37	2
2	405	3	25	1
2	405	3	26	1
2	405	3	27	1
2	405	3	28	4
2	405	3	29	1
2	405	3	30	2
2	405	3	32	1
2	405	3	35	2
2	405	3	36	1
2	405	3	26	2
2	405	3	30	4
2	405	3	38	2
3	406	3	33	2
3	406	3	34	1
3	406	3	35	1
3	406	3	29	1
3	406	3	33	1
3	406	3	34	3
3	406	3	35	3
3	406	3	36	2
3	406	3	37	4
3	406	3	38	1
3	406	3	39	1
3	407	3	29	1
3	407	3	30	1
3	407	3	32	2
3	407	3	33	1
3	407	3	34	5
3	407	3	30	1
3	407	3	32	1
3	407	3	34	3
3	407	3	37	3
3	407	3	38	1
3	407	3	40	1
3	408	3	31	3
3	408	3	34	2
3	408	3	35	1
3	408	3	29	1
3	408	3	31	1
3	408	3	32	3
3	408	3	33	1
3	408	3	35	1
3	408	3	36	3
3	408	3	37	1
3	408	3	38	1
3	408	3	39	2
1	409	3	39	1
1	409	3	40	1
1	409	3	41	2
1	409	3	40	2
1	409	3	41	6
1	409	3	42	6
1	409	3	43	2
3	410	3	29	1
3	410	3	30	1
3	410	3	31	1
3	410	3	32	1
3	410	3	33	3
3	410	3	34	1
3	410	3	35	1
3	410	3	37	1
3	410	3	29	2
3	410	3	30	1
3	410	3	31	1
3	410	3	34	1
3	410	3	35	1
3	410	3	36	2
3	410	3	37	1
3	411	3	30	1
3	411	3	32	1
3	411	3	33	1
3	411	3	34	3
3	411	3	35	1
3	411	3	36	2
3	411	3	38	2
3	411	3	32	1
3	411	3	33	1
3	411	3	34	1
3	411	3	35	1
3	411	3	36	1
3	411	3	37	2
3	411	3	38	2
2	412	3	28	3
2	412	3	29	1
2	412	3	30	1
2	412	3	20	1
2	412	3	25	3
2	412	3	26	3
2	412	3	27	2
2	412	3	28	2
2	412	3	29	2
2	412	3	30	2
2	412	3	31	1
2	412	3	32	2
1	413	3	33	1
1	413	3	38	2
1	413	3	39	1
1	413	3	40	1
1	413	3	41	1
1	413	3	42	5
1	413	3	44	1
1	413	3	40	1
1	413	3	41	4
1	413	3	43	1
1	413	3	44	1
1	413	3	45	1
1	414	3	36	1
1	414	3	39	1
1	414	3	40	1
1	414	3	41	1
1	414	3	42	4
1	414	3	40	1
1	414	3	41	3
1	414	3	42	6
1	414	3	43	2
1	414	3	44	1
1	414	3	45	1
1	415	3	35	1
1	415	3	36	1
1	415	3	39	1
1	415	3	40	3
1	415	3	41	2
1	415	3	42	1
1	415	3	33	1
1	415	3	39	2
1	415	3	40	1
1	415	3	41	5
1	415	3	42	1
1	415	3	43	2
1	416	3	30	1
1	416	3	32	1
1	416	3	37	1
1	416	3	39	2
1	416	3	40	3
1	416	3	41	1
1	416	3	42	2
1	416	3	43	1
1	416	3	39	1
1	416	3	40	3
1	416	3	42	2
1	416	3	43	5
1	417	3	40	1
1	417	3	42	1
1	417	3	37	1
1	417	3	39	2
1	417	3	40	2
1	417	3	41	5
1	417	3	42	5
1	417	3	43	3
1	417	3	44	2
1	418	3	42	1
1	418	3	43	1
1	418	3	40	3
1	418	3	41	1
1	418	3	42	8
1	418	3	43	5
1	419	3	38	1
1	419	3	40	2
1	419	3	41	3
1	419	3	42	3
1	419	3	44	2
1	419	3	45	1
1	419	3	37	1
1	419	3	41	3
1	419	3	43	2
1	419	3	44	2
1	420	3	30	1
1	420	3	36	1
1	420	3	40	1
1	420	3	40	1
1	420	3	41	3
1	420	3	42	8
1	420	3	43	4
1	420	3	44	1
1	420	3	46	1
1	421	3	41	1
1	421	3	42	2
1	421	3	38	1
1	421	3	39	1
1	421	3	41	7
1	421	3	42	3
1	421	3	43	3
1	421	3	44	2
1	422	3	39	1
1	422	3	40	3
1	422	3	41	1
1	422	3	42	1
1	422	3	40	1
1	422	3	41	9
1	422	3	42	3
1	422	3	43	3
1	422	3	44	1
1	422	3	46	1
1	423	3	39	1
1	423	3	41	3
1	423	3	43	2
1	423	3	39	1
1	423	3	40	3
1	423	3	41	3
1	423	3	42	2
1	423	3	43	3
1	423	3	44	2
1	424	3	37	1
1	424	3	40	3
1	424	3	41	2
1	424	3	42	2
1	424	3	41	3
1	424	3	42	2
1	424	3	43	5
1	424	3	44	2
2	425	3	34	1
2	425	3	35	1
2	425	3	36	4
2	425	3	41	1
2	425	3	30	1
2	425	3	31	1
2	425	3	34	1
2	425	3	36	4
2	425	3	37	2
2	425	3	41	2
2	425	3	42	1
2	425	3	38	1
2	426	3	34	1
2	426	3	35	1
2	426	3	36	1
2	426	3	37	2
2	426	3	38	3
2	426	3	39	4
2	426	3	40	1
2	426	3	34	1
2	426	3	35	2
2	426	3	37	1
2	426	3	38	1
2	426	3	39	2
2	426	3	40	1
2	426	3	41	1
2	427	3	28	1
2	427	3	29	1
2	427	3	31	1
2	427	3	35	2
2	427	3	36	2
2	427	3	37	1
2	427	3	39	1
2	427	3	28	1
2	427	3	29	1
2	427	3	31	1
2	427	3	33	1
2	427	3	34	1
2	427	3	35	1
2	427	3	37	2
2	427	3	39	1
2	428	3	29	1
2	428	3	31	1
2	428	3	34	1
2	428	3	35	5
2	428	3	36	2
2	428	3	38	2
2	428	3	29	2
2	428	3	34	1
2	428	3	35	1
2	428	3	36	1
2	428	3	37	4
2	428	3	38	2
2	428	3	39	1
2	428	3	41	1
3	429	3	27	1
3	429	3	28	1
3	429	3	30	1
3	429	3	31	2
3	429	3	38	4
3	429	3	27	2
3	429	3	28	1
3	429	3	29	2
3	429	3	31	2
3	429	3	32	1
3	429	3	34	1
3	429	3	38	1
3	429	3	39	2
3	429	3	40	1
3	429	3	41	1
2	430	3	27	1
2	430	3	28	1
2	430	3	29	2
2	430	3	30	2
2	430	3	35	1
2	430	3	36	2
2	430	3	38	1
2	430	3	39	3
2	430	3	40	1
2	430	3	30	1
2	430	3	36	1
2	430	3	37	1
2	430	3	38	3
2	430	3	40	1
2	431	3	42	1
2	431	3	39	1
2	431	3	38	2
2	431	3	35	2
2	431	3	40	4
2	431	3	36	1
2	431	3	41	1
2	431	3	42	1
2	431	3	37	1
2	431	3	40	1
2	431	3	39	2
2	431	3	36	2
2	431	3	40	2
2	431	3	41	1
3	432	3	37	1
3	432	3	38	1
3	432	3	39	3
3	432	3	33	1
3	432	3	36	1
3	432	3	37	2
3	432	3	38	3
3	432	3	39	3
3	432	3	40	2
3	432	3	41	5
3	432	3	43	2
3	433	3	35	1
3	433	3	39	1
3	433	3	37	1
3	433	3	38	4
3	433	3	41	1
3	433	3	34	1
3	433	3	40	5
3	433	3	42	1
3	433	3	38	2
3	433	3	39	3
3	433	3	41	1
3	433	3	39	1
1	434	3	38	1
1	434	3	40	2
1	434	3	41	3
1	434	3	32	1
1	434	3	36	2
1	434	3	37	1
1	434	3	43	1
1	434	3	42	1
1	434	3	39	1
1	434	3	38	1
1	434	3	41	1
1	434	3	42	2
1	434	3	43	1
1	435	3	37	2
1	435	3	35	4
1	435	3	38	3
1	435	3	36	1
1	435	3	41	1
1	435	3	34	3
1	435	3	42	1
1	435	3	38	1
1	435	3	36	1
1	435	3	42	1
1	435	3	43	1
1	436	3	34	2
1	436	3	38	2
1	436	3	39	1
1	436	3	40	3
1	436	3	35	2
1	436	3	41	2
1	436	3	43	2
1	436	3	42	1
1	436	3	36	1
1	436	3	36	1
1	436	3	37	1
1	436	3	38	1
1	436	3	39	1
1	436	3	41	1
1	437	3	39	1
1	437	3	41	4
1	437	3	42	1
1	437	3	43	1
1	437	3	44	1
1	437	3	47	1
1	437	3	40	2
1	437	3	43	3
1	437	3	45	1
1	437	3	42	1
1	438	3	39	1
1	438	3	40	1
1	438	3	41	3
1	438	3	42	1
1	438	3	33	1
1	438	3	36	1
1	438	3	42	1
1	438	3	45	1
1	438	3	28	1
1	438	3	35	3
1	438	3	36	1
1	438	3	37	4
1	438	3	38	1
2	439	3	33	1
2	439	3	38	1
2	439	3	31	1
2	439	3	32	1
2	439	3	36	1
2	439	3	37	1
2	439	3	34	1
2	439	3	39	3
2	439	3	40	3
2	439	3	34	2
2	439	3	37	2
2	439	3	36	1
2	439	3	35	1
2	440	3	33	2
2	440	3	38	1
2	440	3	39	1
2	440	3	41	1
2	440	3	33	2
2	440	3	35	4
2	440	3	36	2
2	440	3	38	2
2	440	3	39	1
2	440	3	40	3
2	440	3	42	1
2	441	3	32	2
2	441	3	34	1
2	441	3	38	1
2	441	3	33	1
2	441	3	36	2
2	441	3	37	4
2	441	3	35	1
2	441	3	39	5
2	441	3	40	4
2	441	3	33	2
2	441	3	38	3
2	442	3	32	2
2	442	3	33	1
2	442	3	30	1
2	442	3	42	1
2	442	3	34	1
2	442	3	38	1
2	442	3	36	4
2	442	3	33	1
2	442	3	39	1
2	442	3	31	1
2	442	3	34	2
2	442	3	37	1
2	442	3	40	1
2	443	3	32	2
2	443	3	35	1
2	443	3	33	3
2	443	3	36	1
2	443	3	34	2
2	443	3	39	3
2	443	3	33	2
2	443	3	38	5
2	443	3	36	2
2	443	3	37	3
2	444	3	29	1
2	444	3	30	1
2	444	3	33	1
2	444	3	31	1
2	444	3	38	1
2	444	3	32	2
2	444	3	31	2
2	444	3	34	2
2	444	3	33	1
2	444	3	35	1
2	444	3	39	2
2	444	3	30	2
2	444	3	40	1
2	444	3	36	2
2	445	3	31	1
2	445	3	29	1
2	445	3	36	1
2	445	3	32	1
2	445	3	32	1
2	445	3	31	2
2	445	3	35	2
2	445	3	39	1
2	445	3	37	3
2	445	3	30	2
2	445	3	34	2
2	445	3	33	1
2	445	3	36	1
2	445	3	29	1
2	446	3	33	1
2	446	3	31	2
2	446	3	29	1
2	446	3	39	2
2	446	3	36	1
2	446	3	39	3
2	446	3	30	1
2	446	3	32	2
2	446	3	40	2
2	446	3	38	1
2	446	3	36	2
2	446	3	31	1
2	446	3	34	1
2	446	3	37	2
2	447	3	27	1
2	447	3	28	1
2	447	3	29	1
2	447	3	34	1
2	447	3	36	1
2	447	3	37	2
2	447	3	38	1
2	447	3	39	1
2	447	3	30	1
2	447	3	32	2
2	447	3	29	2
2	447	3	35	2
2	447	3	36	3
2	447	3	37	2
2	447	3	33	2
2	447	3	38	1
2	447	3	34	1
2	448	3	29	1
2	448	3	33	1
2	448	3	34	1
2	448	3	35	1
2	448	3	36	1
2	448	3	38	1
2	448	3	33	2
2	448	3	31	1
2	448	3	34	1
2	448	3	35	1
2	448	3	37	4
2	448	3	38	1
2	448	3	40	1
2	448	3	42	1
2	448	3	36	1
2	448	3	29	1
2	449	3	30	1
2	449	3	33	1
2	449	3	36	2
2	449	3	35	1
2	449	3	37	1
2	449	3	38	1
2	449	3	40	1
2	449	3	37	2
2	449	3	39	1
2	449	3	38	2
2	449	3	41	1
2	449	3	33	2
2	449	3	36	4
2	449	3	35	1
2	449	3	32	1
2	449	3	30	1
2	450	3	30	1
2	450	3	36	2
2	450	3	37	1
2	450	3	38	4
2	450	3	41	1
2	450	3	36	2
2	450	3	27	1
2	450	3	37	5
2	450	3	31	1
2	450	3	35	2
2	450	3	34	1
2	450	3	30	1
2	450	3	39	2
2	451	3	32	1
2	451	3	33	1
2	451	3	35	1
2	451	3	36	2
2	451	3	37	1
2	451	3	34	1
2	451	3	35	1
2	451	3	36	5
2	451	3	37	2
2	451	3	38	1
2	451	3	39	3
2	451	3	40	1
2	452	3	30	1
2	452	3	33	1
2	452	3	33	2
2	452	3	37	2
2	452	3	31	1
2	452	3	38	3
2	452	3	39	3
2	452	3	35	2
2	452	3	36	4
2	452	3	30	1
2	452	3	40	2
2	452	3	32	2
2	453	3	34	1
2	453	3	35	2
2	453	3	37	1
2	453	3	37	2
2	453	3	36	5
2	453	3	39	2
2	453	3	33	3
2	453	3	31	1
2	453	3	35	1
2	453	3	32	1
2	453	3	41	1
2	454	3	36	2
2	454	3	38	2
2	454	3	32	1
2	454	3	35	1
2	454	3	33	3
2	454	3	35	4
2	454	3	37	4
2	454	3	39	3
2	454	3	41	2
2	454	3	36	2
2	454	3	38	2
2	455	3	36	1
2	455	3	36	2
2	455	3	37	5
2	455	3	38	3
2	455	3	40	4
2	455	3	41	4
2	455	3	43	1
3	456	3	27	2
3	456	3	28	2
3	456	3	29	2
3	456	3	30	1
3	456	3	34	2
3	456	3	39	1
3	456	3	27	1
3	456	3	28	1
3	456	3	30	2
3	456	3	31	1
3	456	3	33	1
3	456	3	34	1
3	456	3	32	1
3	456	3	36	1
3	456	3	29	1
3	457	3	26	2
3	457	3	31	3
3	457	3	33	3
3	457	3	32	1
3	457	3	29	2
3	457	3	27	1
3	457	3	35	1
3	457	3	34	2
3	457	3	31	1
3	457	3	30	1
3	457	3	38	1
3	457	3	36	1
3	457	3	33	1
3	457	3	37	1
3	457	3	39	1
3	458	3	27	1
3	458	3	30	1
3	458	3	34	1
3	458	3	36	1
3	458	3	37	1
3	458	3	38	1
3	458	3	39	1
3	458	3	41	1
3	458	3	30	1
3	458	3	31	4
3	458	3	32	1
3	458	3	33	1
3	458	3	35	2
3	458	3	40	1
3	458	3	41	1
3	458	3	30	1
3	459	3	29	1
3	459	3	33	3
