#Strata	Haul	Sex	Len	Freq
2	616	3	28	1
2	616	3	32	1
2	616	3	31	1
2	616	3	35	2
2	617	3	28	1
2	617	3	31	2
2	617	3	33	4
2	617	3	34	2
2	617	3	36	1
2	617	3	29	2
2	617	3	30	1
2	617	3	31	2
2	617	3	33	2
2	617	3	34	2
2	617	3	35	3
2	617	3	36	1
2	617	3	37	2
2	618	3	28	1
2	618	3	30	4
2	618	3	31	1
2	618	3	32	1
2	618	3	34	1
2	618	3	35	3
2	618	3	36	2
2	618	3	28	1
2	618	3	29	1
2	618	3	30	5
2	618	3	31	4
2	618	3	33	2
2	618	3	34	1
2	618	3	35	1
2	618	3	38	1
2	619	3	33	1
2	619	3	38	2
2	619	3	28	1
2	619	3	27	1
2	619	3	39	1
2	619	3	25	1
2	619	3	31	1
2	619	3	27	2
2	619	3	24	1
2	619	3	26	1
2	619	3	34	1
2	619	3	33	1
2	620	3	30	1
2	620	3	38	1
2	620	3	35	1
2	620	3	35	3
2	620	3	38	3
2	620	3	37	2
2	620	3	36	3
2	620	3	31	2
2	620	3	34	1
2	620	3	32	1
2	621	3	30	1
2	621	3	31	1
2	621	3	32	2
2	621	3	33	2
2	621	3	34	1
2	621	3	35	1
2	621	3	37	3
2	621	3	38	2
2	621	3	39	1
2	621	3	41	1
2	621	3	42	1
2	621	3	29	1
2	621	3	32	1
2	621	3	33	1
2	621	3	37	2
2	621	3	38	1
2	621	3	39	2
2	621	3	41	1
2	622	3	37	1
2	622	3	38	1
2	622	3	39	1
2	622	3	40	3
2	622	3	41	1
2	622	3	42	2
2	622	3	43	1
2	622	3	37	1
2	622	3	39	4
2	622	3	40	4
2	622	3	41	2
2	622	3	42	1
2	623	3	31	1
2	623	3	38	5
2	623	3	39	1
2	623	3	40	1
2	623	3	41	1
2	623	3	42	2
2	623	3	43	2
2	623	3	31	1
2	623	3	35	1
2	623	3	37	2
2	623	3	39	1
2	623	3	42	1
2	623	3	30	2
2	624	3	29	1
2	624	3	30	4
2	624	3	31	5
2	624	3	32	2
2	624	3	35	1
2	624	3	38	1
2	624	3	44	1
2	624	3	30	1
2	624	3	31	1
2	624	3	33	2
2	624	3	36	1
2	624	3	39	1
2	624	3	41	1
2	625	3	31	2
2	625	3	39	1
2	625	3	40	1
2	625	3	41	1
2	625	3	43	1
2	625	3	36	2
2	625	3	42	3
2	625	3	43	1
2	626	3	38	2
2	626	3	39	2
2	626	3	40	2
2	626	3	41	1
2	626	3	43	1
2	626	3	37	3
2	626	3	38	5
2	626	3	39	1
2	626	3	40	1
2	626	3	41	1
2	627	3	31	1
2	627	3	36	1
2	627	3	38	2
2	627	3	39	2
2	627	3	40	1
2	627	3	41	2
2	627	3	42	3
2	627	3	36	1
2	627	3	38	4
2	627	3	39	1
2	627	3	40	1
2	627	3	41	2
2	627	3	42	1
2	627	3	44	1
2	628	3	35	1
2	628	3	36	1
2	628	3	37	4
2	628	3	39	2
2	628	3	40	1
2	628	3	43	1
2	628	3	35	1
2	628	3	37	1
2	628	3	38	2
2	628	3	39	2
2	628	3	40	1
2	628	3	41	1
2	629	3	33	2
2	629	3	34	2
2	629	3	35	2
2	629	3	38	2
2	629	3	39	3
2	629	3	40	1
2	629	3	41	2
2	629	3	34	2
2	629	3	36	3
2	629	3	37	1
2	629	3	38	1
2	629	3	39	3
2	630	3	34	1
2	630	3	35	1
2	630	3	36	1
2	630	3	37	4
2	630	3	38	2
2	630	3	39	3
2	630	3	40	2
2	630	3	41	1
2	630	3	36	2
2	630	3	37	2
2	630	3	39	2
2	630	3	40	2
2	631	3	34	1
2	631	3	35	1
2	631	3	36	1
2	631	3	38	2
2	631	3	39	3
2	631	3	40	2
2	631	3	41	1
2	631	3	42	1
2	631	3	36	1
2	631	3	37	1
2	631	3	38	3
2	631	3	39	2
2	631	3	41	2
2	632	3	37	1
2	632	3	38	2
2	632	3	39	5
2	632	3	40	2
2	632	3	42	1
2	632	3	30	1
2	632	3	34	1
2	632	3	38	1
2	632	3	39	1
2	632	3	40	1
2	632	3	41	2
2	633	3	34	1
2	633	3	36	2
2	633	3	37	4
2	633	3	38	2
2	633	3	39	1
2	633	3	40	1
2	633	3	35	2
2	633	3	36	2
2	633	3	39	1
2	633	3	40	1
2	633	3	41	2
2	634	3	36	1
2	634	3	37	2
2	634	3	38	3
2	634	3	39	2
2	634	3	40	1
2	634	3	42	1
2	634	3	41	1
2	634	3	36	1
2	634	3	37	3
2	634	3	38	3
2	634	3	39	2
2	634	3	40	2
2	634	3	41	1
2	634	3	42	1
2	635	3	34	1
2	635	3	36	1
2	635	3	37	2
2	635	3	38	1
2	635	3	39	1
2	635	3	35	3
2	635	3	36	3
2	635	3	37	3
2	635	3	38	7
2	635	3	42	1
2	636	3	35	2
2	636	3	36	3
2	636	3	38	6
2	636	3	39	3
2	636	3	40	1
2	636	3	36	2
2	636	3	37	3
2	636	3	38	1
2	636	3	41	1
2	637	3	35	1
2	637	3	36	1
2	637	3	37	1
2	637	3	38	4
2	637	3	39	3
2	637	3	40	2
2	637	3	41	2
2	637	3	34	1
2	637	3	37	1
2	637	3	39	4
2	637	3	40	3
2	637	3	41	2
2	638	3	34	1
2	638	3	37	3
2	638	3	38	1
2	638	3	39	3
2	638	3	35	2
2	638	3	36	2
2	638	3	38	4
2	638	3	40	4
2	639	3	35	1
2	639	3	37	1
2	639	3	38	2
2	639	3	40	1
2	639	3	43	1
2	639	3	35	1
2	639	3	36	2
2	639	3	37	6
2	639	3	38	1
2	639	3	39	3
2	640	3	32	1
2	640	3	33	2
2	640	3	34	2
2	640	3	35	2
2	640	3	36	2
2	640	3	37	1
2	640	3	38	2
2	640	3	34	2
2	640	3	35	1
2	640	3	36	1
2	640	3	37	1
2	640	3	38	1
2	640	3	41	1
2	641	3	36	1
2	641	3	37	2
2	641	3	38	3
2	641	3	39	3
2	641	3	40	3
2	641	3	43	2
2	641	3	38	2
2	641	3	39	1
2	641	3	40	2
2	641	3	41	3
2	641	3	42	2
3	642	3	29	1
3	642	3	37	1
3	642	3	38	2
3	642	3	39	6
3	642	3	40	3
3	642	3	42	1
3	642	3	31	1
3	642	3	38	2
3	642	3	39	2
3	642	3	40	3
3	642	3	41	1
3	643	3	26	1
3	643	3	27	2
3	643	3	29	3
3	643	3	40	1
3	643	3	41	1
3	643	3	38	5
3	643	3	39	1
2	644	3	30	1
2	644	3	31	1
2	644	3	33	1
2	644	3	34	3
2	644	3	36	2
2	644	3	39	1
2	644	3	40	1
2	644	3	27	1
2	644	3	29	2
2	644	3	30	1
2	644	3	32	1
2	644	3	34	2
2	644	3	35	3
2	644	3	36	1
2	644	3	38	1
2	645	3	26	1
2	645	3	28	1
2	645	3	29	1
2	645	3	32	1
2	645	3	33	2
2	645	3	34	1
2	645	3	35	3
2	645	3	39	1
2	645	3	28	2
2	645	3	29	2
2	645	3	31	3
2	645	3	32	1
2	645	3	33	1
2	645	3	34	1
2	645	3	35	1
2	646	3	29	1
2	646	3	30	1
2	646	3	31	2
2	646	3	32	1
2	646	3	33	1
2	646	3	35	3
2	646	3	26	1
2	646	3	28	4
2	646	3	29	3
2	646	3	31	2
2	646	3	38	1
2	647	3	20	1
2	647	3	27	1
2	647	3	28	2
2	647	3	29	2
2	647	3	32	1
2	647	3	33	2
2	647	3	35	1
2	647	3	38	1
2	647	3	41	1
2	647	3	30	2
2	647	3	32	2
2	647	3	33	2
2	647	3	34	2
2	647	3	35	1
2	647	3	36	1
2	647	3	38	2
2	648	3	27	1
2	648	3	29	2
2	648	3	32	3
2	648	3	33	3
2	648	3	34	1
2	648	3	36	1
2	648	3	37	2
2	648	3	21	1
2	648	3	29	3
2	648	3	30	2
2	648	3	31	1
2	648	3	32	4
2	648	3	36	1
1	649	3	41	1
1	649	3	43	1
1	649	3	40	3
1	649	3	41	2
1	649	3	42	3
1	649	3	43	5
1	649	3	44	5
1	649	3	45	2
1	649	3	46	1
2	650	3	32	1
2	650	3	37	1
2	650	3	38	3
2	650	3	39	4
2	650	3	40	1
2	650	3	41	1
2	650	3	37	1
2	650	3	38	2
2	650	3	39	1
2	650	3	40	1
2	650	3	41	2
1	651	3	40	2
1	651	3	42	1
1	651	3	43	2
1	651	3	44	2
1	651	3	45	1
1	651	3	39	1
1	651	3	42	2
1	651	3	43	3
1	651	3	44	5
1	651	3	45	1
1	652	3	36	1
1	652	3	39	3
1	652	3	40	2
1	652	3	41	1
1	652	3	42	2
1	652	3	43	1
1	652	3	44	1
1	652	3	35	1
1	652	3	40	4
1	652	3	42	6
1	652	3	43	2
1	653	3	39	1
1	653	3	40	4
1	653	3	41	1
1	653	3	42	3
1	653	3	43	1
1	653	3	40	3
1	653	3	41	3
1	653	3	42	2
1	653	3	43	1
1	653	3	44	1
1	654	3	38	1
1	654	3	39	2
1	654	3	40	2
1	654	3	41	1
1	654	3	43	1
1	654	3	45	1
1	654	3	39	1
1	654	3	40	1
1	654	3	41	6
1	654	3	42	1
1	654	3	43	2
1	654	3	44	2
1	655	3	39	1
1	655	3	40	1
1	655	3	41	1
1	655	3	42	2
1	655	3	43	3
1	655	3	44	1
1	655	3	40	3
1	655	3	42	3
1	655	3	43	3
1	655	3	44	2
1	655	3	45	2
1	656	3	41	1
1	656	3	42	1
1	656	3	39	1
1	656	3	41	3
1	656	3	42	4
1	656	3	43	3
1	656	3	44	5
1	657	3	32	1
1	657	3	41	4
1	657	3	42	3
1	657	3	43	1
1	657	3	39	3
1	657	3	40	3
1	657	3	41	4
1	657	3	43	3
1	657	3	44	1
1	658	3	39	2
1	658	3	40	3
1	658	3	41	4
1	658	3	42	2
1	658	3	43	1
1	658	3	40	2
1	658	3	41	3
1	658	3	43	1
1	658	3	44	2
1	658	3	45	2
1	659	3	40	1
1	659	3	41	2
1	659	3	42	3
1	659	3	43	3
1	659	3	44	2
1	659	3	46	1
1	659	3	37	1
1	659	3	39	1
1	659	3	42	1
1	659	3	43	5
1	659	3	44	4
2	660	3	32	1
2	660	3	34	1
2	660	3	37	1
2	660	3	38	1
2	660	3	39	2
2	660	3	40	2
2	660	3	29	1
2	660	3	30	1
2	660	3	33	1
2	660	3	37	2
2	660	3	38	1
2	660	3	39	3
2	660	3	40	3
2	660	3	43	2
1	661	3	41	2
1	661	3	42	5
1	661	3	43	2
1	661	3	42	3
1	661	3	43	6
1	661	3	44	1
1	662	3	35	1
1	662	3	40	1
1	662	3	41	2
1	662	3	42	1
1	662	3	43	1
1	662	3	39	1
1	662	3	40	2
1	662	3	41	5
1	662	3	42	2
1	662	3	44	1
1	663	3	40	1
1	663	3	41	3
1	663	3	42	3
1	663	3	43	1
1	663	3	39	1
1	663	3	40	3
1	663	3	41	2
1	663	3	42	1
1	663	3	43	4
1	663	3	44	1
1	664	3	39	3
1	664	3	41	1
1	664	3	42	1
1	664	3	43	2
1	664	3	44	1
1	664	3	38	1
1	664	3	39	1
1	664	3	41	2
1	664	3	42	3
1	664	3	43	5
1	664	3	45	2
1	665	3	35	1
1	665	3	39	1
1	665	3	41	2
1	665	3	42	4
1	665	3	43	2
1	665	3	40	1
1	665	3	42	4
1	665	3	43	2
1	665	3	44	4
1	665	3	45	1
1	665	3	46	1
1	666	3	39	2
1	666	3	40	1
1	666	3	41	4
1	666	3	42	2
1	666	3	44	1
1	666	3	38	1
1	666	3	39	2
1	666	3	40	1
1	666	3	41	2
1	666	3	42	4
1	666	3	43	1
1	667	3	33	1
1	667	3	41	4
1	667	3	42	2
1	667	3	44	1
1	667	3	45	1
1	667	3	35	1
1	667	3	38	1
1	667	3	41	1
1	667	3	42	2
1	667	3	43	3
1	667	3	44	3
1	667	3	45	1
1	668	3	39	1
1	668	3	40	1
1	668	3	41	2
1	668	3	42	1
1	668	3	40	1
1	668	3	41	4
1	668	3	42	3
1	668	3	43	2
1	668	3	44	1
1	669	3	36	1
1	669	3	38	1
1	669	3	39	2
1	669	3	40	1
1	669	3	41	1
1	669	3	41	1
1	669	3	42	3
1	669	3	43	2
1	669	3	44	1
2	670	3	39	1
2	670	3	40	5
2	670	3	41	4
2	670	3	42	2
2	670	3	43	1
2	670	3	37	1
2	670	3	40	1
2	670	3	42	1
2	670	3	43	2
2	670	3	34	1
1	671	3	40	2
1	671	3	41	1
1	671	3	42	5
1	671	3	43	3
1	671	3	44	2
1	671	3	40	1
1	671	3	41	3
1	671	3	42	1
1	671	3	43	3
1	671	3	44	1
1	671	3	45	1
1	672	3	40	1
1	672	3	41	1
1	672	3	42	4
1	672	3	44	2
1	672	3	39	1
1	672	3	40	1
1	672	3	41	1
1	672	3	42	4
1	672	3	43	5
1	672	3	45	2
1	673	3	39	1
1	673	3	40	3
1	673	3	41	3
1	673	3	42	1
1	673	3	45	1
1	673	3	38	1
1	673	3	41	3
1	673	3	42	5
1	673	3	43	3
1	674	3	40	1
1	674	3	42	1
1	674	3	44	1
1	674	3	39	1
1	674	3	40	2
1	674	3	41	1
1	674	3	42	3
1	674	3	43	3
1	674	3	44	1
1	675	3	40	1
1	675	3	42	3
1	675	3	43	3
1	675	3	44	3
1	675	3	39	1
1	675	3	41	2
1	675	3	42	2
1	675	3	43	4
1	675	3	32	1
2	676	3	36	1
2	676	3	40	4
2	676	3	41	3
2	676	3	42	1
2	676	3	43	1
2	676	3	30	2
2	676	3	36	1
2	676	3	38	1
2	676	3	39	2
2	676	3	40	4
2	676	3	41	3
2	676	3	42	1
2	676	3	43	1
2	676	3	45	1
1	677	3	40	2
1	677	3	41	1
1	677	3	42	1
1	677	3	40	2
1	677	3	41	2
1	677	3	42	8
1	677	3	43	4
1	677	3	44	1
1	677	3	45	1
1	678	3	36	1
1	678	3	40	3
1	678	3	41	2
1	678	3	42	2
1	678	3	43	1
1	678	3	40	2
1	678	3	42	1
1	678	3	43	4
1	678	3	44	2
2	679	3	29	1
2	679	3	34	1
2	679	3	37	1
2	679	3	38	3
2	679	3	39	1
2	679	3	40	5
2	679	3	41	1
2	679	3	35	1
2	679	3	39	2
2	679	3	40	1
2	679	3	41	3
2	679	3	42	1
2	680	3	29	1
2	680	3	30	3
2	680	3	31	2
2	680	3	34	3
2	680	3	35	1
2	680	3	39	1
2	680	3	40	1
2	680	3	41	1
2	680	3	30	1
2	680	3	33	1
2	680	3	35	1
2	680	3	36	1
2	680	3	37	1
3	681	3	21	1
3	681	3	27	1
3	681	3	35	2
3	681	3	37	1
3	681	3	23	1
3	681	3	28	2
3	681	3	30	1
3	681	3	32	1
3	681	3	33	1
3	681	3	36	1
3	681	3	38	1
3	681	3	39	1
1	682	3	36	1
1	682	3	40	3
1	682	3	41	8
1	682	3	42	3
1	682	3	43	2
1	682	3	45	1
1	682	3	42	1
1	682	3	43	2
1	683	3	38	2
1	683	3	40	2
1	683	3	41	3
1	683	3	42	2
1	683	3	44	1
1	683	3	45	1
1	683	3	46	1
1	684	3	35	1
1	684	3	40	4
1	684	3	41	7
1	684	3	42	5
1	684	3	43	5
1	684	3	45	1
1	684	3	44	1
1	685	3	40	2
1	685	3	41	4
1	685	3	42	8
1	685	3	43	4
1	685	3	44	1
1	685	3	41	1
2	686	3	32	1
2	686	3	33	4
2	686	3	34	6
2	686	3	35	2
2	686	3	36	2
2	686	3	39	1
2	686	3	40	1
2	686	3	42	1
2	686	3	33	1
2	686	3	35	1
2	687	3	33	3
2	687	3	34	2
2	687	3	38	1
2	687	3	39	1
2	687	3	33	1
2	687	3	32	2
2	687	3	34	2
2	687	3	35	1
2	687	3	37	1
2	688	3	35	1
2	688	3	37	1
2	688	3	38	4
2	688	3	39	2
2	688	3	36	2
2	688	3	37	3
2	688	3	38	1
2	688	3	39	1
2	688	3	40	1
2	688	3	41	1
2	689	3	31	1
2	689	3	32	1
2	689	3	36	4
2	689	3	37	3
2	689	3	38	5
2	689	3	39	2
2	689	3	40	1
2	689	3	36	1
2	689	3	37	2
2	689	3	38	4
2	689	3	41	2
2	689	3	42	2
2	690	3	36	1
2	690	3	37	2
2	690	3	38	2
2	690	3	39	1
2	690	3	40	2
2	690	3	36	1
2	690	3	37	3
2	690	3	38	2
2	690	3	40	2
2	690	3	41	2
2	691	3	34	1
2	691	3	35	2
2	691	3	36	1
2	691	3	37	4
2	691	3	38	1
2	691	3	39	3
2	691	3	41	1
2	691	3	35	1
2	691	3	38	3
2	691	3	39	2
2	691	3	40	2
2	691	3	41	1
2	692	3	36	1
2	692	3	37	2
2	692	3	38	2
2	692	3	39	2
2	692	3	40	2
2	692	3	41	1
2	692	3	42	1
2	692	3	34	1
2	692	3	38	2
2	693	3	32	4
2	693	3	33	1
2	693	3	34	2
2	693	3	35	4
2	693	3	36	3
2	693	3	37	3
2	693	3	38	2
2	693	3	39	1
2	693	3	40	1
2	693	3	28	1
2	693	3	29	1
2	693	3	32	1
2	693	3	34	1
2	693	3	35	1
2	693	3	36	1
2	693	3	37	1
2	693	3	38	1
2	693	3	39	1
2	693	3	40	1
2	694	3	33	2
2	694	3	35	2
2	694	3	36	2
2	694	3	37	3
2	694	3	38	2
2	694	3	40	1
2	694	3	41	1
2	694	3	26	1
2	694	3	29	1
2	694	3	30	2
2	694	3	37	2
2	694	3	38	2
2	694	3	39	2
2	695	3	31	1
2	695	3	32	1
2	695	3	33	1
2	695	3	37	1
2	695	3	39	2
2	695	3	40	1
2	695	3	30	1
2	695	3	32	1
2	695	3	33	1
2	695	3	34	2
2	695	3	39	1
2	695	3	40	2
2	696	3	35	1
2	696	3	36	3
2	696	3	37	2
2	696	3	38	5
2	696	3	39	3
2	696	3	35	2
2	696	3	36	1
2	696	3	37	1
2	696	3	40	1
2	696	3	41	1
2	697	3	32	1
2	697	3	36	1
2	697	3	37	2
2	697	3	39	1
2	697	3	32	2
2	697	3	33	3
2	697	3	34	1
2	697	3	35	1
2	697	3	36	1
2	697	3	37	3
2	697	3	38	2
2	697	3	41	1
2	698	3	37	1
2	698	3	38	4
2	698	3	39	1
2	698	3	41	1
2	698	3	33	2
2	698	3	34	1
2	698	3	35	1
2	698	3	36	4
2	698	3	37	1
2	698	3	38	3
2	699	3	32	1
2	699	3	33	1
2	699	3	35	1
2	699	3	37	1
2	699	3	38	4
2	699	3	39	3
2	699	3	40	2
2	699	3	41	1
2	699	3	31	1
2	699	3	33	1
2	699	3	34	2
2	699	3	35	2
2	699	3	36	2
2	699	3	37	1
2	699	3	38	1
2	699	3	39	1
2	699	3	40	1
2	699	3	41	1
2	700	3	35	1
2	700	3	36	1
2	700	3	37	5
2	700	3	38	3
2	700	3	39	3
2	700	3	41	2
2	700	3	36	2
2	700	3	37	1
2	700	3	38	2
2	700	3	39	1
2	700	3	40	3
2	701	3	33	1
2	701	3	34	1
2	701	3	36	2
2	701	3	37	3
2	701	3	38	3
2	701	3	39	5
2	701	3	40	3
2	701	3	32	1
2	701	3	33	1
2	701	3	38	2
2	701	3	40	1
2	702	3	33	1
2	702	3	34	2
2	702	3	36	2
2	702	3	37	1
2	702	3	38	2
2	702	3	41	4
2	702	3	36	1
2	702	3	37	1
2	702	3	38	2
2	702	3	40	3
2	703	3	32	1
2	703	3	36	2
2	703	3	37	2
2	703	3	39	1
2	703	3	40	2
2	703	3	41	1
2	703	3	32	1
2	703	3	33	1
2	703	3	35	1
2	703	3	36	2
2	703	3	37	3
2	703	3	38	1
2	703	3	40	2
2	704	3	32	1
2	704	3	33	4
2	704	3	35	3
2	704	3	36	2
2	704	3	40	1
2	704	3	33	1
2	704	3	34	2
2	704	3	35	4
2	704	3	36	1
2	704	3	37	1
2	704	3	39	1
2	704	3	34	4
2	705	3	34	1
2	705	3	37	3
2	705	3	38	2
2	705	3	39	1
2	705	3	41	1
2	705	3	36	1
2	705	3	37	1
2	705	3	38	3
2	705	3	39	4
2	705	3	40	1
2	706	3	32	1
2	706	3	35	1
2	706	3	36	2
2	706	3	37	1
2	706	3	38	1
2	706	3	39	1
2	706	3	40	1
2	706	3	41	1
2	706	3	42	1
2	706	3	35	2
2	706	3	36	1
2	706	3	38	2
2	706	3	39	1
2	707	3	32	1
2	707	3	34	2
2	707	3	36	2
2	707	3	38	1
2	707	3	40	1
2	707	3	35	1
2	707	3	36	1
2	707	3	37	3
2	707	3	38	3
2	707	3	39	1
2	708	3	35	2
2	708	3	36	3
2	708	3	37	1
2	708	3	38	5
2	708	3	39	3
2	708	3	43	1
2	708	3	36	1
2	708	3	37	1
2	708	3	38	3
2	708	3	39	2
2	708	3	40	1
2	709	3	39	1
2	709	3	32	1
2	710	3	33	1
2	710	3	36	3
2	710	3	37	2
2	710	3	38	4
2	710	3	39	1
2	710	3	33	1
2	710	3	35	1
2	710	3	37	6
2	710	3	38	5
2	710	3	40	1
2	711	3	32	1
2	711	3	36	2
2	711	3	37	3
2	711	3	38	3
2	711	3	39	1
2	711	3	40	1
2	711	3	41	1
2	711	3	34	1
2	711	3	35	1
2	711	3	36	3
2	711	3	37	2
2	711	3	38	1
2	711	3	39	1
2	711	3	40	3
2	711	3	43	1
2	712	3	35	1
2	712	3	36	3
2	712	3	37	2
2	712	3	38	5
2	712	3	39	1
2	712	3	35	2
2	712	3	38	2
2	712	3	40	1
2	712	3	41	2
2	713	3	35	1
2	713	3	37	4
2	713	3	38	3
2	713	3	39	2
2	713	3	41	1
2	713	3	33	1
2	713	3	37	2
2	713	3	39	1
2	714	3	31	1
2	714	3	35	1
2	714	3	36	1
2	714	3	37	2
2	714	3	38	1
2	714	3	41	1
2	714	3	32	1
2	714	3	34	2
2	714	3	36	1
2	714	3	37	3
2	714	3	38	3
2	714	3	39	1
2	714	3	40	1
2	714	3	41	1
2	715	3	31	1
2	715	3	34	1
2	715	3	36	1
2	715	3	37	1
2	715	3	39	3
2	715	3	30	1
2	715	3	32	1
2	715	3	33	1
2	715	3	36	3
2	715	3	37	3
2	715	3	38	3
2	715	3	39	3
3	716	3	23	1
3	716	3	25	1
3	716	3	26	3
3	716	3	27	3
3	716	3	28	2
3	716	3	29	1
3	716	3	30	1
3	716	3	31	1
3	716	3	33	2
3	716	3	34	1
3	716	3	36	1
3	716	3	37	1
3	716	3	38	1
3	716	3	26	1
3	716	3	28	2
3	716	3	37	1
3	716	3	39	1
3	717	3	33	1
3	717	3	34	2
3	717	3	35	1
3	717	3	37	2
3	717	3	38	1
3	717	3	39	1
3	717	3	41	1
3	717	3	32	1
3	717	3	33	2
3	717	3	34	1
3	717	3	38	4
3	717	3	39	1
3	717	3	40	1
3	717	3	41	1
3	718	3	31	1
3	718	3	33	1
3	718	3	34	2
3	718	3	36	1
3	718	3	37	1
3	718	3	38	3
3	718	3	39	1
3	718	3	43	1
3	718	3	33	1
3	718	3	34	1
3	718	3	35	2
3	718	3	36	2
3	718	3	37	1
3	718	3	39	4
3	718	3	40	1
3	719	3	32	2
3	719	3	34	1
3	719	3	35	1
3	719	3	36	2
3	719	3	37	4
3	719	3	38	1
3	719	3	39	1
3	719	3	36	1
3	719	3	37	1
3	719	3	39	3
3	720	3	29	1
3	720	3	30	1
3	720	3	31	1
3	720	3	33	1
3	720	3	34	3
3	720	3	36	2
3	720	3	37	1
3	720	3	38	3
3	720	3	39	2
3	720	3	40	2
3	720	3	36	1
3	720	3	37	1
3	720	3	38	2
3	720	3	41	1
3	721	3	23	1
3	721	3	28	2
3	721	3	29	1
3	721	3	30	3
3	721	3	32	1
3	721	3	34	2
3	721	3	35	1
3	721	3	39	1
3	721	3	27	1
3	721	3	28	2
3	721	3	31	1
3	721	3	34	1
3	721	3	35	1
3	721	3	38	2
3	721	3	40	1
3	722	3	26	1
3	722	3	28	1
3	722	3	29	1
3	722	3	31	1
3	722	3	32	4
3	722	3	34	1
3	722	3	35	1
3	722	3	39	1
3	722	3	29	1
3	722	3	31	1
3	722	3	34	1
3	722	3	35	1
3	722	3	36	2
3	722	3	37	1
3	722	3	38	1
3	722	3	39	1
3	723	3	32	1
3	723	3	33	2
3	723	3	35	2
3	723	3	38	1
3	723	3	28	1
3	723	3	31	1
3	723	3	34	2
3	723	3	36	1
3	723	3	37	3
3	723	3	38	1
3	723	3	39	3
3	723	3	40	4
3	723	3	42	2
3	724	3	29	1
3	724	3	31	1
3	724	3	34	2
3	724	3	35	1
3	724	3	36	2
3	724	3	37	3
3	724	3	38	2
3	724	3	39	1
3	724	3	40	1
3	724	3	29	1
3	724	3	30	1
3	724	3	34	2
3	724	3	35	3
3	724	3	37	1
3	724	3	38	4
3	724	3	39	1
3	725	3	33	2
3	725	3	34	2
3	725	3	36	2
3	725	3	37	1
3	725	3	29	1
3	725	3	32	1
3	725	3	36	2
3	725	3	37	1
3	725	3	38	3
3	725	3	39	1
3	725	3	40	1
3	726	3	28	1
3	726	3	29	1
3	726	3	30	1
3	726	3	32	2
3	726	3	33	1
3	726	3	34	1
3	726	3	35	1
3	726	3	36	1
3	726	3	37	1
3	726	3	38	1
3	726	3	39	2
3	726	3	29	1
3	726	3	33	1
3	726	3	36	1
3	726	3	37	3
3	726	3	38	3
3	726	3	39	4
3	726	3	41	1
3	727	3	31	1
3	727	3	33	1
3	727	3	35	2
3	727	3	36	1
3	727	3	37	4
3	727	3	38	6
3	727	3	39	1
3	727	3	31	1
3	727	3	34	1
3	727	3	35	2
3	727	3	37	1
3	727	3	38	3
3	727	3	39	2
3	727	3	41	1
3	728	3	31	1
3	728	3	32	1
3	728	3	33	4
3	728	3	34	1
3	728	3	35	1
3	728	3	38	2
3	728	3	30	1
3	728	3	31	1
3	728	3	35	1
3	728	3	36	3
3	728	3	37	3
3	728	3	38	5
3	728	3	39	3
3	728	3	41	2
3	729	3	26	1
3	729	3	30	1
3	729	3	35	1
3	729	3	36	2
3	729	3	37	3
3	729	3	38	1
3	729	3	28	2
3	729	3	33	1
3	729	3	34	1
3	729	3	37	3
3	729	3	38	2
3	729	3	39	3
3	729	3	40	1
3	730	3	29	1
3	730	3	30	1
3	730	3	31	1
3	730	3	34	1
3	730	3	36	1
3	730	3	37	2
3	730	3	38	1
3	730	3	39	1
3	730	3	29	2
3	730	3	32	1
3	730	3	33	1
3	730	3	35	1
3	730	3	37	1
3	730	3	38	1
3	730	3	39	1
3	730	3	40	2
3	731	3	37	2
3	731	3	38	1
3	731	3	39	4
3	731	3	40	5
3	731	3	30	1
3	731	3	32	1
3	731	3	34	1
3	731	3	37	2
3	731	3	38	2
3	731	3	39	2
3	731	3	31	1
3	731	3	35	1
2	732	3	24	1
2	732	3	27	1
2	732	3	28	1
2	732	3	35	1
2	732	3	25	1
2	732	3	26	1
2	732	3	28	2
2	732	3	29	1
2	732	3	30	3
2	732	3	31	2
2	732	3	32	3
2	732	3	34	2
2	732	3	38	1
2	733	3	24	1
2	733	3	25	1
2	733	3	26	1
2	733	3	28	2
2	733	3	29	2
2	733	3	30	2
2	733	3	31	2
2	733	3	34	1
2	733	3	26	1
2	733	3	29	2
2	733	3	30	3
2	733	3	32	2
2	733	3	33	1
2	733	3	35	1
3	734	3	30	2
3	734	3	33	1
3	734	3	34	1
3	734	3	36	1
3	734	3	37	1
3	734	3	38	1
3	734	3	30	1
3	734	3	31	1
3	734	3	32	1
3	734	3	34	2
3	734	3	37	2
3	734	3	38	2
3	734	3	39	2
3	734	3	40	1
3	735	3	30	1
3	735	3	34	1
3	735	3	36	1
3	735	3	38	3
3	735	3	39	2
3	735	3	30	1
3	735	3	32	1
3	735	3	37	1
3	735	3	38	1
3	735	3	39	3
3	735	3	41	1
3	736	3	30	1
3	736	3	36	1
3	736	3	37	1
3	736	3	38	1
3	736	3	39	3
3	736	3	40	4
3	736	3	36	1
3	736	3	37	1
3	736	3	38	1
3	736	3	39	1
3	736	3	40	1
3	737	3	29	1
3	737	3	31	4
3	737	3	33	1
3	737	3	36	1
3	737	3	38	1
3	737	3	28	1
3	737	3	30	1
3	737	3	32	1
3	737	3	33	1
3	737	3	35	1
3	737	3	38	1
3	737	3	39	2
3	737	3	40	1
