1 541 90 4 12 1990 5213 17249 4 1 204 0.95 41 11 1 2978
1 541 90 4 12 1990 5213 17249 4 2 204 0.8 40 1 1 2978
1 541 90 4 12 1990 5213 17249 4 2 204 0.9 40 9 1 2978
1 541 90 4 12 1990 5213 17249 5 1 204 0.75 38 2 1 2978
1 541 90 4 12 1990 5213 17249 5 1 204 0.8 39 12 1 2978
1 541 90 4 12 1990 5213 17249 5 1 204 0.85 40 3 1 2978
1 541 90 4 12 1990 5213 17249 5 1 204 0.9 42 8 1 2978
1 541 90 4 12 1990 5213 17249 5 1 204 1 41 6 1 2978
1 541 90 4 12 1990 5213 17249 5 2 204 0.85 41 4 1 2978
1 541 90 4 12 1990 5213 17249 5 2 204 1 42 5 1 2978
1 541 90 4 12 1990 5213 17249 5 2 204 1.1 43 10 1 2978
1 541 90 4 12 1990 5213 17249 5 2 204 1.11 43 7 1 2978
1 541 83 4 13 1990 5213 17250 3 1 204 0.4 32 13 1 2979
1 541 83 4 13 1990 5213 17250 3 1 204 0.7 37 17 1 2979
1 541 83 4 13 1990 5213 17250 3 2 204 0.7 37 20 1 2979
1 541 83 4 13 1990 5213 17250 3 2 204 0.7 37 21 1 2979
1 541 83 4 13 1990 5213 17250 4 1 204 0.7 39 16 1 2979
1 541 83 4 13 1990 5213 17250 4 1 204 1 39 15 1 2979
1 541 83 4 13 1990 5213 17250 4 1 204 1 40 19 1 2979
1 541 83 4 13 1990 5213 17250 4 1 204 1 41 14 1 2979
1 541 83 4 13 1990 5213 17250 4 1 204 1 41 18 1 2979
1 541 83 4 13 1990 5213 17250 4 2 204 0.7 38 25 1 2979
1 541 83 4 13 1990 5213 17250 4 2 204 0.8 39 23 1 2979
1 541 83 4 13 1990 5213 17250 4 2 204 0.8 39 24 1 2979
1 541 83 4 13 1990 5213 17250 5 2 204 0.9 41 22 1 2979
1 541 106 4 13 1990 5215 17251 -8 2 204 0.7 27 36 1 2980
1 541 106 4 13 1990 5215 17251 4 1 204 0.8 38 28 1 2980
1 541 106 4 13 1990 5215 17251 4 1 204 0.8 40 29 1 2980
