3 591 1 -9 4.2 70
2 1009 2 -9 3.91 69
2 1013 2 -9 3.25 67
1 435 2 -9 1.54 54
1 149 2 -9 3 60
2 1 1 -9 4.3 72
1 1 2 -9 2.76 59
3 1 2 -9 4.9 72
1 374 2 -9 2.2 62
1 418 2 -9 1.15 46
1 342 1 -9 2.31 57
3 1 2 -9 4.44 69
1 56 1 -9 2.36 56
1 1 2 -9 1.73 54
1 1 1 -9 1.94 52
1 1 1 -9 2.65 61
3 1 2 -9 5.1 73
3 1 2 -9 3.62 66
1 1 2 -9 1.94 57
3 593 1 -9 6.55 76
2 467 1 -9 1.79 55
3 1 2 -9 5.51 76
3 1 1 -9 7.76 83
3 1 1 -9 1.38 50
3 1 2 -9 4.18 72
1 1 2 -9 4.49 68
2 553 1 -9 4.2 71
1 103 2 -9 2.2 57
3 602 1 -9 2.35 59
2 895 1 -9 2.1 54
2 750 1 -9 2.43 56
3 912 2 -9 2 56
1 214 1 -9 3.2 63
1 438 1 -9 1.15 48
1 1 2 -9 2.96 59
3 1 1 -9 6.12 77
3 1 2 -9 3.88 67
1 133 1 -9 3.6 65
1 406 2 -9 2.9 63
1 1 1 -9 3.57 65
3 491 2 -9 4.6 65
1 345 2 -9 3.7 70
3 1 2 -9 4.7 75
2 856 1 -9 2.1 55
1 185 1 -9 3.2 60
3 1 1 -9 2.86 62
1 1 2 -9 3.27 63
1 1 1 -9 5.51 74
3 844 2 -9 1.6 55
3 659 1 -9 3.25 66
3 1 2 -9 4.39 75
2 699 2 -9 3.2 62
3 903 2 -9 1.68 53
2 630 1 -9 4.4 69
2 1026 2 -9 2.8 58
1 181 1 -9 7.1 79
1 1 2 -9 5.61 71
1 1 1 -9 4.49 67
1 1 2 -9 2.76 61
1 234 2 -9 2.5 61
1 1 2 -9 3.78 72
1 1 1 -9 2.45 57
3 981 1 -9 7.9 87
1 318 2 -9 7.4 86
3 707 2 -9 5.7 77
1 131 2 -9 7.3 79
1 201 2 -9 5 61
1 1 2 -9 3.98 73
3 1 2 -9 2.96 66
1 1 2 -9 3.88 77
1 289 1 -9 5.87 79
1 1 2 -9 1.94 58
2 811 1 -9 6 71
1 1 1 -9 4.29 66
1 1 1 -9 4.18 67
3 794 2 -9 4 68
1 350 2 -9 2.44 63
1 185 2 -9 6.2 82
3 1 1 -9 6.94 83
3 663 2 -9 1.94 56
1 1 2 -9 4.49 67
1 1 1 -9 4.29 68
3 1 1 -9 2.14 59
3 1 2 -9 5.1 75
1 161 1 -9 9 86
