1 1054 1 39 1
1 1055 1 37 1
1 398 1 37 1
1 403 1 36 1
1 405 2 30 2
1 400 1 35 2
1 1359 1 31 1
1 1355 1 35 1
1 1356 2 24 2
1 1019 2 28 2
1 864 1 31 1
1 1363 1 32 1
1 1364 1 27 3
1 4871 1 31 1
1 2708 1 35 1
1 2710 2 30 3
1 2710 2 31 2
1 410 2 29 1
1 413 2 30 3
1 4398 1 29 2
1 4406 2 31 1
1 858 2 27 1
1 667 2 22 1
1 2503 2 28 4
1 42 1 42 1
1 417 2 28 1
1 418 1 39 1
1 418 1 33 2
1 2180 2 24 1
1 2180 2 31 1
1 2183 1 38 1
1 431 2 33 1
1 2848 1 40 1
1 1332 1 41 1
1 1335 2 29 1
1 1337 2 26 1
1 2854 2 28 1
1 1338 1 38 2
1 1349 2 22 2
1 2862 1 39 1
1 2865 1 33 1
1 2865 1 34 1
1 2865 1 38 3
1 2865 2 34 1
1 388 2 28 1
1 389 1 35 2
1 314 1 39 1
1 897 1 36 3
1 900 1 39 1
1 901 1 35 1
1 902 2 29 3
1 903 1 40 1
1 903 2 28 2
1 1463 1 36 1
1 1464 1 34 1
1 1465 1 39 1
1 1467 1 33 1
1 1467 1 38 1
1 1471 1 33 1
1 1471 1 37 2
1 1473 1 33 1
1 1473 1 31 2
1 1473 2 22 1
1 1476 1 35 1
1 1478 1 37 1
1 1478 1 32 3
1 1479 1 29 1
1 1481 2 31 1
1 1432 1 37 1
1 5401 1 32 2
1 1433 2 30 1
1 1434 2 27 2
1 1437 1 34 1
1 5375 2 19 1
1 5376 2 29 1
1 1447 1 27 1
1 1449 1 32 1
1 1449 2 26 2
1 1450 1 27 2
1 1451 1 30 1
1 1455 1 29 1
1 1456 1 35 2
1 1456 2 29 5
1 1459 1 24 1
1 1460 1 39 2
1 5384 1 42 1
1 4525 1 25 1
1 4525 1 34 1
1 1486 1 35 1
1 2494 1 34 1
1 2494 1 35 2
1 887 2 28 1
1 887 2 31 2
1 888 1 36 1
1 889 1 39 2
1 890 2 29 1
1 891 1 35 3
1 892 2 28 3
1 876 2 32 1
1 882 1 29 1
