1 1 1991 1  0 0 1.01946 1.52831 2.49327 3.66666 5.20184 7.3038 8.27545 9.96469 11.0633 10.8206 12.2695 13.3291 14.6251
1 1 1991 2  0 0 1.15208 1.40258 1.73591 0 0 0 0 0 0 0 0 0 0
1 1 1991 3  0 0 0 0 3.19632 4.14169 5.38539 7.29691 6.83547 9.93521 9.78022 9.88843 9.131 0 0
1 1 1991 4  0 0 1.08141 1.56522 2.50079 3.45655 4.66698 6.46215 6.28738 7.89242 10.0858 10.2704 11.8002 14.4066 14.0502
1 1 1991 5  0 0 0 2.03524 2.57978 3.19307 4.25155 5.95072 5.28122 7.4 7.4 7.00125 6.93869 0 0
1 1 1991 6  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1991 7  0 0 1.19908 1.52959 2.55293 3.30494 4.61651 6.1658 7.17949 8.09654 9.85696 8.31841 11.0105 11.5989 12.0213
1 1 1991 8  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1991 9  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 1991 1  0 0 0 1.48176 2.52673 3.63173 5.17991 7.52965 8.24265 10.2487 11.4318 11.128 12.5541 12.031 14.4726
2 1 1991 2  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 1991 3  0 0 0 1.57882 2.44818 3.33761 4.81682 6.88588 6.20895 6.79158 0 6.75653 0 0 0
2 1 1991 4  0 0 0 1.52662 2.45036 3.44993 4.61124 5.91732 6.48167 8.52699 10.8525 9.59257 11.8999 11.4002 14.428
2 1 1991 5  0 0 0 2.006 2.5496 3.09875 4.21601 5.27742 4.37878 7.98177 7.98177 7.98177 0 0 0
2 1 1991 6  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 1991 7  0 0 0 1.51066 2.59172 3.38213 4.41704 5.74946 6.51511 8.22512 9.54971 8.0719 9.01443 10.4841 12.9457
2 1 1991 8  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 1991 9  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 1991 1  0 0 1.06831 1.57781 2.44027 3.60108 5.08308 7.27926 8.45487 9.92346 10.9581 11.1734 12.0944 14.0207 14.0332
3 1 1991 2  0 0 1.16 1.16 0 0 0 0 0 0 0 0 0 0 0
3 1 1991 3  0 0 0 1.58813 2.99098 4.08755 5.05862 7.28097 7.40899 6.45248 0 10.2031 0 0 11.6459
3 1 1991 4  0 0 1.26918 1.57459 2.32394 3.46 4.72652 6.66467 7.18656 9.31498 11.013 10.4913 11.5074 13.6381 13.7871
3 1 1991 5  0 0 0 1.86654 2.36654 3.03782 4.27459 5.53769 5.63509 4.05 0 6.1625 6.96541 0 0
3 1 1991 6  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 1991 7  0 0 1.35943 1.55773 2.55003 3.2865 4.36697 6.07752 6.41223 8.09488 9.92668 8.07273 9.1198 11.7466 12.7964
3 1 1991 8  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 1991 9  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 1991 1  0 0 1.01572 1.59902 2.54301 3.60809 5.08773 7.05312 8.49741 9.69521 11.2085 10.0885 11.7158 13.6169 14.2127
4 1 1991 2  0 0 1.15 1.70001 1.93131 0 0 0 0 0 0 0 0 0 0
4 1 1991 3  0 0 0 1.57964 2.33929 3.38749 4.92264 6.26879 7.01394 8.21688 8.38968 10.0919 0 0 0
4 1 1991 4  0 0 1.15935 1.62526 2.3764 3.35341 4.71061 6.63873 7.10306 7.78572 9.88496 9.44101 10.6987 13.3306 13.7301
4 1 1991 5  0 0 0 2.26333 2.50424 3.16736 4.36671 4.66074 5.05527 0 0 0 0 0 0
4 1 1991 6  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 1991 7  0 0 1.08889 1.61426 2.58718 3.34312 4.53081 5.65043 7.57275 8.35019 8.66898 8.3784 9.52661 10.7642 9.60455
4 1 1991 8  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 1991 9  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 1 1991 1  0 0 1.01837 1.54333 2.48282 3.69427 5.23201 7.38547 8.57657 10.1921 11.1203 11.0976 12.4876 12.8241 15.7915
5 1 1991 2  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
