1 630 72 3 23 88 5816 15058 60 1 1 202 -9 1
1 630 72 3 23 88 5816 15058 58 1 1 202 -9 1
1 630 72 3 23 88 5816 15058 67 1 1 202 -9 1
1 630 72 3 23 88 5816 15058 66 1 1 202 -9 1
1 630 72 3 23 88 5816 15058 68 1 1 202 -9 1
1 630 72 3 23 88 5816 15058 64 2 1 202 -9 1
1 630 72 3 23 88 5816 15058 63 1 1 202 -9 1
1 630 72 3 23 88 5816 15058 47 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 48 2 2 202 -9 1
1 630 72 3 23 88 5816 15058 49 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 50 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 51 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 52 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 57 4 1 202 -9 1
1 630 72 3 23 88 5816 15058 56 2 1 202 -9 1
1 630 72 3 23 88 5816 15058 46 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 54 2 1 202 -9 1
1 630 72 3 23 88 5816 15058 53 3 1 202 -9 1
1 630 72 3 23 88 5816 15058 55 3 1 202 -9 1
1 630 72 3 23 88 5816 15058 51 3 1 202 -9 1
1 630 72 3 23 88 5816 15058 50 2 1 202 -9 1
1 630 72 3 23 88 5816 15058 52 2 1 202 -9 1
1 630 72 3 23 88 5816 15058 48 1 1 202 -9 1
1 630 72 3 23 88 5816 15058 80 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 49 1 1 202 -9 1
1 630 72 3 23 88 5816 15058 71 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 70 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 77 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 66 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 65 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 68 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 60 2 2 202 -9 1
1 630 72 3 23 88 5816 15058 59 2 2 202 -9 1
1 630 72 3 23 88 5816 15058 63 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 57 2 2 202 -9 1
1 630 72 3 23 88 5816 15058 56 3 2 202 -9 1
1 630 72 3 23 88 5816 15058 58 4 2 202 -9 1
1 630 72 3 23 88 5816 15058 55 2 2 202 -9 1
1 630 72 3 23 88 5816 15058 54 1 2 202 -9 1
1 630 72 3 23 88 5816 15058 65 1 1 202 -9 1
1 630 72 3 23 88 5816 15058 53 1 2 202 -9 1
1 630 68 3 23 88 5810 15053 55 1 1 202 -9 2
1 630 68 3 23 88 5810 15053 54 3 1 202 -9 2
1 630 68 3 23 88 5810 15053 43 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 50 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 53 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 51 3 2 202 -9 2
1 630 68 3 23 88 5810 15053 52 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 56 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 54 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 55 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 59 2 2 202 -9 2
1 630 68 3 23 88 5810 15053 57 3 2 202 -9 2
1 630 68 3 23 88 5810 15053 58 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 62 2 2 202 -9 2
1 630 68 3 23 88 5810 15053 60 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 61 2 2 202 -9 2
1 630 68 3 23 88 5810 15053 69 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 63 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 64 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 40 1 1 202 -9 2
1 630 68 3 23 88 5810 15053 82 1 2 202 -9 2
1 630 68 3 23 88 5810 15053 39 1 1 202 -9 2
