2 7547 1 52 2
2 7547 1 53 1
2 7547 1 54 1
2 7548 2 45 1
2 7548 2 46 3
2 7548 2 47 1
2 7548 2 48 2
2 7548 2 49 2
2 7548 2 50 1
2 7548 2 52 1
2 7548 2 54 1
2 7548 2 55 1
2 7548 1 49 1
2 7548 1 54 1
2 7548 1 56 1
2 7549 2 40 1
2 7549 2 47 2
2 7549 2 50 1
2 7549 2 52 1
2 7549 2 53 1
2 7549 2 54 1
2 7549 1 45 2
2 7549 1 46 1
2 7549 1 48 1
2 7549 1 50 1
2 7549 1 52 1
2 7549 1 55 1
2 7549 1 56 1
2 7549 1 58 1
2 7549 1 61 1
2 7550 2 45 1
2 7550 2 46 1
2 7550 2 47 6
2 7550 2 49 1
2 7550 2 51 1
2 7550 2 55 1
2 7550 2 57 1
2 7550 1 38 1
2 7550 1 44 1
2 7550 1 46 2
2 7550 1 48 1
2 7550 1 50 1
2 7550 1 51 1
2 7550 1 52 1
2 7550 1 53 1
2 7551 2 45 1
2 7551 2 46 2
2 7551 2 47 3
2 7546 2 47 2
2 7546 2 48 2
2 7546 2 49 1
2 7546 2 50 1
2 7546 2 54 1
2 7546 1 43 1
2 7546 1 45 2
2 7546 1 46 2
2 7546 1 49 1
2 7546 1 52 1
2 7547 2 42 3
2 7547 2 44 1
2 7547 2 45 1
2 7547 2 46 1
2 7547 2 48 2
2 7547 2 49 3
2 7547 2 53 1
2 7547 1 45 1
2 7547 1 46 1
2 7547 1 47 1
2 7547 1 49 1
2 7308 1 47 1
2 7308 1 48 1
2 7308 1 49 4
2 7308 1 55 1
2 7309 2 44 2
2 7309 2 45 1
2 7309 2 46 1
2 7309 2 47 1
2 7309 2 48 2
2 7309 2 50 1
2 7309 2 51 3
2 7309 2 53 1
2 7309 1 46 2
2 7309 1 47 1
2 7309 1 48 1
2 7309 1 51 1
2 7309 1 52 1
2 7309 1 53 1
2 7309 1 55 1
2 7306 2 44 1
2 7306 2 47 1
2 7306 2 48 1
2 7306 2 49 3
2 7306 2 50 1
2 7306 2 51 1
2 7306 2 55 1
2 7306 1 47 1
2 7306 1 48 1
2 7306 1 49 1
2 7306 1 50 3
2 7306 1 51 1
2 7306 1 54 1
2 7306 1 57 3
2 7307 2 45 1
2 7307 2 47 2
2 7307 2 48 2
2 7307 2 49 2
2 7307 2 50 3
2 7307 2 51 1
2 7307 2 54 1
2 7307 2 56 1
2 7307 1 48 1
2 7307 1 49 2
2 7307 1 51 1
2 7307 1 52 1
2 7307 1 53 1
2 7307 1 59 1
2 7308 2 47 2
2 7308 2 48 2
2 7308 2 49 2
2 7308 2 50 4
2 7308 2 52 1
2 7308 2 53 1
2 7308 1 44 1
1 3095 2 49 2
1 3095 2 50 2
1 3095 2 45 3
1 3095 2 52 2
1 3095 2 53 1
1 3096 1 52 2
1 3096 1 49 2
1 3096 1 47 2
1 3096 1 41 1
1 3096 1 44 1
1 3096 1 48 3
1 3096 1 63 1
1 3096 1 51 1
1 3096 1 61 1
1 3096 1 45 2
1 3096 2 45 3
1 3096 2 51 1
1 3096 2 55 1
1 3096 2 47 1
1 3096 2 44 1
1 3097 1 51 1
1 3097 1 44 1
1 3097 1 46 2
1 3097 1 43 1
1 3097 1 48 1
1 3097 1 36 2
1 3097 1 49 1
1 3097 1 45 1
1 3097 1 52 1
1 3097 1 42 1
1 3073 2 54 2
1 3073 2 58 2
1 3073 2 48 2
1 3073 2 57 1
1 3073 2 45 1
1 3073 2 59 1
1 3073 2 55 2
1 3073 2 50 1
1 3073 2 42 1
1 3073 2 52 2
1 3073 1 53 1
1 3073 1 47 1
1 3073 1 62 2
1 3073 1 57 1
1 3073 1 55 2
1 3073 1 52 2
1 3074 2 53 4
1 3074 2 59 2
1 3074 2 56 1
1 3074 2 62 1
1 3074 2 46 1
1 3074 2 45 1
1 3074 1 67 1
1 3074 1 66 1
1 3074 1 55 4
1 3074 1 56 1
1 3074 1 65 1
1 3074 1 58 1
1 3074 1 52 1
1 3075 1 60 2
1 3075 1 52 1
1 3075 1 50 1
1 3075 1 51 1
1 3075 1 58 1
1 3075 2 54 1
1 3075 2 56 2
1 3075 2 52 1
1 3075 2 46 1
1 3075 2 45 1
1 3075 2 55 1
1 3075 2 47 1
1 3078 2 49 3
1 3078 2 55 1
1 3078 2 50 1
1 3079 1 57 1
1 3079 1 47 1
1 3079 1 53 1
