Sim year stratum sex length freq prop avg_wt nwt_samples nlen_samples naged
1 2009 3 2 21 9.96178 0.000304275 0.08 1 2 1
1 2009 1 1 22 0 0 0.12 0 0 0
1 2009 2 1 22 55.2391 0.000879275 0.12 1 10 0
1 2009 3 1 22 9.96178 0.000304275 0.12 0 2 0
1 2009 1 2 22 0 0 0.12 0 0 0
1 2009 2 2 22 55.2391 0.000879275 0.12 0 10 0
1 2009 3 2 22 9.96178 0.000304275 0.12 0 2 0
1 2009 1 1 23 1.85789 6.18965e-005 0.12 0 0.5 0
1 2009 2 1 23 110.478 0.00175855 0.12 3 20 1
1 2009 3 1 23 42.3375 0.00129317 0.12 0 8.5 0
1 2009 1 2 23 1.85789 6.18965e-005 0.14 0 0.5 0
1 2009 2 2 23 110.478 0.00175855 0.14 1 20 0
1 2009 3 2 23 42.3375 0.00129317 0.14 0 8.5 0
1 2009 1 1 24 0 0 0.16 0 0 0
1 2009 2 1 24 116.002 0.00184648 0.16 1 21 0
1 2009 3 1 24 97.1273 0.00296668 0.14 1 19.5 0
1 2009 1 2 24 0 0 0.15 0 0 0
1 2009 2 2 24 116.002 0.00184648 0.15 0 21 0
1 2009 3 2 24 97.1273 0.00296668 0.145 2 19.5 1
1 2009 1 1 25 1.85789 6.18965e-005 0.16125 0 0.5 0
1 2009 2 1 25 254.1 0.00404467 0.166667 3 46 2
1 2009 3 1 25 146.936 0.00448806 0.158 5 29.5 3
1 2009 1 2 25 1.85789 6.18965e-005 0.168571 0 0.5 0
1 2009 2 2 25 254.1 0.00404467 0.166667 6 46 4
1 2009 3 2 25 146.936 0.00448806 0.18 1 29.5 0
1 2009 1 1 26 1.85789 6.18965e-005 0.186364 0 0.5 0
1 2009 2 1 26 325.911 0.00518773 0.184286 7 59 1
1 2009 3 1 26 313.796 0.00958466 0.188 5 63 4
1 2009 1 2 26 1.85789 6.18965e-005 0.245455 0 0.5 0
1 2009 2 2 26 325.911 0.00518773 0.31 2 59 1
1 2009 3 2 26 313.796 0.00958466 0.226 10 63 3
1 2009 1 1 27 3.71577 0.000123793 0.2 0 1 0
1 2009 2 1 27 475.056 0.00756177 0.197 10 86 3
1 2009 3 1 27 410.923 0.0125513 0.206 5 82.5 2
1 2009 1 2 27 3.71577 0.000123793 0.209444 0 1 0
1 2009 2 2 27 475.056 0.00756177 0.199 10 86 4
1 2009 3 2 27 410.923 0.0125513 0.2225 8 82.5 4
1 2009 1 1 28 9.28943 0.000309483 0.241875 0 2.5 0
1 2009 2 1 28 643.536 0.0102436 0.238333 12 116.5 2
1 2009 3 1 28 450.77 0.0137684 0.2525 4 90.5 4
1 2009 1 2 28 9.28943 0.000309483 0.24625 0 2.5 0
1 2009 2 2 28 643.536 0.0102436 0.24 9 116.5 4
1 2009 3 2 28 450.77 0.0137684 0.254286 7 90.5 5
1 2009 1 1 29 14.8631 0.000495172 0.270435 0 4 0
1 2009 2 1 29 1044.02 0.0166183 0.263 10 189 2
1 2009 3 1 29 590.235 0.0180283 0.276154 13 118.5 6
1 2009 1 2 29 14.8631 0.000495172 0.284211 0 4 0
1 2009 2 2 29 1044.02 0.0166183 0.277273 11 189 3
1 2009 3 2 29 590.235 0.0180283 0.29375 8 118.5 2
1 2009 1 1 30 29.7262 0.000990344 0.310638 0 8 0
1 2009 2 1 30 1549.46 0.0246637 0.308065 31 280.5 8
1 2009 3 1 30 844.26 0.0257873 0.313529 17 169.5 7
1 2009 1 2 30 29.7262 0.000990344 0.316667 0 8 0
1 2009 2 2 30 1549.46 0.0246637 0.3 20 280.5 4
1 2009 3 2 30 844.26 0.0257873 0.329565 23 169.5 7
1 2009 1 1 31 42.7314 0.00142362 0.32413 0 11.5 0
1 2009 2 1 31 1985.85 0.03161 0.320541 37 359.5 11
1 2009 3 1 31 886.598 0.0270805 0.338889 9 178 7
1 2009 1 2 31 42.7314 0.00142362 0.340556 0 11.5 0
1 2009 2 2 31 1985.85 0.03161 0.3275 20 359.5 6
1 2009 3 2 31 886.598 0.0270805 0.356875 16 178 7
1 2009 1 1 32 102.184 0.00340431 0.48 2 27.5 1
1 2009 2 1 32 2413.95 0.0384243 0.34697 33 437 8
1 2009 3 1 32 1085.83 0.033166 0.385333 15 218 6
1 2009 1 2 32 102.184 0.00340431 0.5 2 27.5 2
1 2009 2 2 32 2413.95 0.0384243 0.372 45 437 12
1 2009 3 2 32 1085.83 0.033166 0.402174 23 218 10
1 2009 1 1 33 185.789 0.00618965 0.4875 4 50 1
1 2009 2 1 33 2480.24 0.0394795 0.390278 36 449 12
1 2009 3 1 33 1083.34 0.0330899 0.428947 19 217.5 11
1 2009 1 2 33 185.789 0.00618965 0.52 1 50 0
1 2009 2 2 33 2480.24 0.0394795 0.417941 34 449 11
1 2009 3 2 33 1083.34 0.0330899 0.4335 20 217.5 9
1 2009 1 1 34 403.161 0.0134315 0.503333 6 108.5 6
1 2009 2 1 34 2391.85 0.0380726 0.41027 37 433 14
1 2009 3 1 34 1065.91 0.0325574 0.450526 19 214 11
1 2009 1 2 34 403.161 0.0134315 0.54 10 108.5 6
1 2009 2 2 34 2391.85 0.0380726 0.476857 35 433 8
1 2009 3 2 34 1065.91 0.0325574 0.490588 17 214 8
1 2009 1 1 35 705.997 0.0235207 0.575333 15 190 10
1 2009 2 1 35 2505.09 0.0398751 0.457925 53 453.5 24
1 2009 3 1 35 1145.6 0.0349916 0.48125 16 230 9
1 2009 1 2 35 705.997 0.0235207 0.598947 19 190 9
1 2009 2 2 35 2505.09 0.0398751 0.496739 46 453.5 13
1 2009 3 2 35 1145.6 0.0349916 0.532 30 230 10
1 2009 1 1 36 678.128 0.0225922 0.6 12 182.5 5
1 2009 2 1 36 2985.67 0.0475248 0.48629 62 540.5 19
1 2009 3 1 36 1491.78 0.0455652 0.504483 29 299.5 16
1 2009 1 2 36 678.128 0.0225922 0.651579 19 182.5 8
1 2009 2 2 36 2985.67 0.0475248 0.5785 40 540.5 14
1 2009 3 2 36 1491.78 0.0455652 0.588235 17 299.5 5
1 2009 1 1 37 490.482 0.0163407 0.674 15 132 7
1 2009 2 1 37 3303.3 0.0525807 0.529592 49 598 20
1 2009 3 1 37 1905.19 0.0581926 0.548372 43 382.5 32
1 2009 1 2 37 490.482 0.0163407 0.67375 16 132 8
1 2009 2 2 37 3303.3 0.0525807 0.606735 49 598 24
1 2009 3 2 37 1905.19 0.0581926 0.632121 33 382.5 16
1 2009 1 1 38 432.887 0.0144219 0.655556 9 116.5 3
1 2009 2 1 38 3192.82 0.0508221 0.550526 57 578 17
1 2009 3 1 38 2077.03 0.0634414 0.569344 61 417 31
1 2009 1 2 38 432.887 0.0144219 0.748667 15 116.5 6
1 2009 2 2 38 3192.82 0.0508221 0.641346 52 578 17
1 2009 3 2 38 2077.03 0.0634414 0.681724 29 417 12
1 2009 1 1 39 657.692 0.0219114 0.686 10 177 3
1 2009 2 1 39 2369.76 0.0377209 0.610294 34 429 16
1 2009 3 1 39 1526.64 0.0466302 0.631538 39 306.5 23
1 2009 1 2 39 657.692 0.0219114 0.774615 13 177 4
1 2009 2 2 39 2369.76 0.0377209 0.680233 43 429 14
1 2009 3 2 39 1526.64 0.0466302 0.726 20 306.5 8
1 2009 1 1 40 1300.52 0.0433276 0.794286 35 350 9
1 2009 2 1 40 1557.74 0.0247956 0.652258 31 282 12
1 2009 3 1 40 744.643 0.0227446 0.685882 17 149.5 10
1 2009 1 2 40 1300.52 0.0433276 0.841875 32 350 15
1 2009 2 2 40 1557.74 0.0247956 0.741351 37 282 8
1 2009 3 2 40 744.643 0.0227446 0.755833 12 149.5 4
1 2009 1 1 41 2270.34 0.0756375 0.822877 73 611 23
1 2009 2 1 41 817.539 0.0130133 0.697059 17 148 4
1 2009 3 1 41 276.439 0.00844363 0.6725 8 55.5 2
1 2009 1 2 41 2270.34 0.0756375 0.906727 55 611 27
1 2009 2 2 41 817.539 0.0130133 0.786875 16 148 4
1 2009 3 2 41 276.439 0.00844363 0.71 2 55.5 0
1 2009 1 1 42 2863 0.0953825 0.858947 114 770.5 42.5
1 2009 2 1 42 372.864 0.00593511 0.762857 7 67.5 1
1 2009 3 1 42 92.1464 0.00281454 0.71 2 18.5 2
1 2009 1 2 42 2863 0.0953825 0.965294 34 770.5 17.5
1 2009 2 2 42 372.864 0.00593511 0.911667 6 67.5 2
1 2009 3 2 42 92.1464 0.00281454 0.74 1 18.5 1
1 2009 1 1 43 2426.4 0.0808368 0.904167 72 653 27
1 2009 2 1 43 168.479 0.00268179 0.788333 6 30.5 5
1 2009 3 1 43 39.8471 0.0012171 0.76 2 8 2
1 2009 1 2 43 2426.4 0.0808368 1.00524 21 653 13
1 2009 2 2 43 168.479 0.00268179 0.7575 4 30.5 1
1 2009 3 2 43 39.8471 0.0012171 0.9656 0 8 0
1 2009 1 1 44 1255.93 0.041842 0.958103 58 338 21
1 2009 2 1 44 58.0011 0.000923239 0.68 1 10.5 0
1 2009 3 1 44 9.96178 0.000304275 0.95339 0 2 0
1 2009 1 2 44 1255.93 0.041842 1.09889 9 338 5
1 2009 2 2 44 58.0011 0.000923239 1.09889 0 10.5 0
1 2009 3 2 44 9.96178 0.000304275 1.09889 0 2 0
1 2009 1 1 45 466.329 0.015536 1.08375 16 125.5 5
1 2009 2 1 45 5.52391 8.79275e-005 1.08375 0 1 0
1 2009 3 1 45 2.49044 7.60688e-005 1.08375 0 0.5 0
1 2009 1 2 45 466.329 0.015536 1.14667 6 125.5 3
1 2009 2 2 45 5.52391 8.79275e-005 1.14667 0 1 0
1 2009 3 2 45 2.49044 7.60688e-005 1.14667 0 0.5 0
1 2009 1 1 46 143.057 0.00476603 1.15444 9 38.5 5
1 2009 2 1 46 0 0 1.15444 0 0 0
1 2009 3 1 46 0 0 1.15444 0 0 0
1 2009 1 2 46 143.057 0.00476603 1.45 7 38.5 7
1 2009 2 2 46 0 0 1.45 0 0 0
1 2009 3 2 46 0 0 1.45 0 0 0
1 2009 1 1 47 91.0364 0.00303293 1.364 5 24.5 5
1 2009 2 1 47 0 0 1.364 0 0 0
1 2009 3 1 47 0 0 1.364 0 0 0
1 2009 1 2 47 91.0364 0.00303293 1.57 1 24.5 1
1 2009 2 2 47 0 0 1.57 0 0 0
1 2009 3 2 47 0 0 1.57 0 0 0
1 2009 1 1 48 83.6049 0.00278534 1.515 0 22.5 0
1 2009 2 1 48 2.76196 4.39638e-005 1.515 0 0.5 0
1 2009 3 1 48 2.49044 7.60688e-005 1.515 0 0.5 0
1 2009 1 2 48 83.6049 0.00278534 1.515 2 22.5 2
1 2009 2 2 48 2.76196 4.39638e-005 1.515 0 0.5 0
1 2009 3 2 48 2.49044 7.60688e-005 1.515 0 0.5 0
1 2009 1 1 49 105.9 0.0035281 1.63333 12 28.5 11
1 2009 2 1 49 0 0 1.63333 0 0 0
1 2009 3 1 49 0 0 1.63333 0 0 0
1 2009 1 2 49 105.9 0.0035281 1.63333 0 28.5 0
1 2009 2 2 49 0 0 1.63333 0 0 0
1 2009 3 2 49 0 0 1.63333 0 0 0
1 2009 1 1 50 100.326 0.00334241 1.81333 3 27 3
1 2009 2 1 50 0 0 1.81333 0 0 0
1 2009 3 1 50 0 0 1.81333 0 0 0
1 2009 1 2 50 100.326 0.00334241 2.135 4 27 3
1 2009 2 2 50 0 0 2.135 0 0 0
1 2009 3 2 50 0 0 2.135 0 0 0
1 2009 1 1 51 76.1733 0.00253776 2.02333 3 20.5 3
1 2009 2 1 51 0 0 2.02333 0 0 0
1 2009 3 1 51 0 0 2.02333 0 0 0
1 2009 1 2 51 76.1733 0.00253776 2.02333 0 20.5 0
1 2009 2 2 51 0 0 2.02333 0 0 0
1 2009 3 2 51 0 0 2.02333 0 0 0
1 2009 1 1 52 37.1577 0.00123793 1.905 2 10 2
1 2009 2 1 52 0 0 1.905 0 0 0
1 2009 3 1 52 0 0 1.905 0 0 0
1 2009 1 2 52 37.1577 0.00123793 2.58 1 10 1
1 2009 2 2 52 0 0 2.58 0 0 0
1 2009 3 2 52 0 0 2.58 0 0 0
1 2009 1 1 53 18.5789 0.000618965 2.1 2 5 2
1 2009 2 1 53 0 0 2.1 0 0 0
1 2009 3 1 53 0 0 2.1 0 0 0
1 2009 1 2 53 18.5789 0.000618965 2.1 0 5 0
1 2009 2 2 53 0 0 2.1 0 0 0
1 2009 3 2 53 0 0 2.1 0 0 0
1 2009 1 1 54 3.71577 0.000123793 2.28 1 1 1
1 2009 2 1 54 0 0 2.28 0 0 0
1 2009 3 1 54 0 0 2.28 0 0 0
1 2009 1 2 54 3.71577 0.000123793 2.16 1 1 0
1 2009 2 2 54 0 0 2.16 0 0 0
1 2009 3 2 54 0 0 2.16 0 0 0
1 2009 1 1 55 0 0.000123793 0 0 1 0
1 2009 2 1 55 0 0 0 0 0 0
1 2009 3 1 55 0 0 0 0 0 0
1 2009 1 2 55 0 0.000123793 0 0 1 0
1 2009 2 2 55 0 0 0 0 0 0
1 2009 3 2 55 0 0 0 0 0 0
1 2009 1 1 56 0 0 0 0 0 0
1 2009 2 1 56 0 0 0 0 0 0
1 2009 3 1 56 0 0 0 0 0 0
1 2009 1 2 56 0 0 0 0 0 0
1 2009 2 2 56 0 0 0 0 0 0
1 2009 3 2 56 0 0 0 0 0 0
1 2009 1 1 57 0 0 0 0 0 0
1 2009 2 1 57 0 0 0 0 0 0
1 2009 3 1 57 0 0 0 0 0 0
1 2009 1 2 57 0 0 0 0 0 0
1 2009 2 2 57 0 0 0 0 0 0
1 2009 3 2 57 0 0 0 0 0 0
1 2009 1 1 58 0 0 0 0 0 0
1 2009 2 1 58 0 0 0 0 0 0
1 2009 3 1 58 0 0 0 0 0 0
1 2009 1 2 58 0 0 0 0 0 0
1 2009 2 2 58 0 0 0 0 0 0
1 2009 3 2 58 0 0 0 0 0 0
1 2009 1 1 59 0 0 0 0 0 0
1 2009 2 1 59 0 0 0 0 0 0
1 2009 3 1 59 0 0 0 0 0 0
1 2009 1 2 59 0 0 0 0 0 0
1 2009 2 2 59 0 0 0 0 0 0
1 2009 3 2 59 0 0 0 0 0 0
1 2009 1 1 60 0 0 0 0 0 0
1 2009 2 1 60 0 0 0 0 0 0
1 2009 3 1 60 0 0 0 0 0 0
1 2009 1 2 60 0 0 0 0 0 0
1 2009 2 2 60 0 0 0 0 0 0
1 2009 3 2 60 0 0 0 0 0 0
1 2009 1 1 61 0 0 0 0 0 0
1 2009 2 1 61 0 0 0 0 0 0
1 2009 3 1 61 0 0 0 0 0 0
1 2009 1 2 61 0 0 0 0 0 0
1 2009 2 2 61 0 0 0 0 0 0
1 2009 3 2 61 0 0 0 0 0 0
1 2009 1 1 62 0 0 0 0 0 0
1 2009 2 1 62 0 0 0 0 0 0
1 2009 3 1 62 0 0 0 0 0 0
1 2009 1 2 62 0 0 0 0 0 0
1 2009 2 2 62 0 0 0 0 0 0
1 2009 3 2 62 0 0 0 0 0 0
1 2009 1 1 63 0 0 0 0 0 0
1 2009 2 1 63 0 0 0 0 0 0
1 2009 3 1 63 0 0 0 0 0 0
1 2009 1 2 63 0 0 0 0 0 0
1 2009 2 2 63 0 0 0 0 0 0
1 2009 3 2 63 0 0 0 0 0 0
1 2009 1 1 64 0 0 0 0 0 0
1 2009 2 1 64 0 0 0 0 0 0
1 2009 3 1 64 0 0 0 0 0 0
1 2009 1 2 64 0 0 0 0 0 0
1 2009 2 2 64 0 0 0 0 0 0
1 2009 3 2 64 0 0 0 0 0 0
1 2009 1 1 65 0 0 0 0 0 0
1 2009 2 1 65 0 0 0 0 0 0
1 2009 3 1 65 0 0 0 0 0 0
1 2009 1 2 65 0 0 0 0 0 0
1 2009 2 2 65 0 0 0 0 0 0
1 2009 3 2 65 0 0 0 0 0 0
1 2009 1 1 66 0 0 0 0 0 0
1 2009 2 1 66 0 0 0 0 0 0
1 2009 3 1 66 0 0 0 0 0 0
1 2009 1 2 66 0 0 0 0 0 0
1 2009 2 2 66 0 0 0 0 0 0
1 2009 3 2 66 0 0 0 0 0 0
1 2009 1 1 67 0 0 0 0 0 0
1 2009 2 1 67 0 0 0 0 0 0
1 2009 3 1 67 0 0 0 0 0 0
1 2009 1 2 67 0 0 0 0 0 0
1 2009 2 2 67 0 0 0 0 0 0
1 2009 3 2 67 0 0 0 0 0 0
1 2009 1 1 68 0 0 0 0 0 0
1 2009 2 1 68 0 0 0 0 0 0
1 2009 3 1 68 0 0 0 0 0 0
1 2009 1 2 68 0 0 0 0 0 0
1 2009 2 2 68 0 0 0 0 0 0
1 2009 3 2 68 0 0 0 0 0 0
1 2009 1 1 69 0 0 0 0 0 0
1 2009 2 1 69 0 0 0 0 0 0
1 2009 3 1 69 0 0 0 0 0 0
1 2009 1 2 69 0 0 0 0 0 0
1 2009 2 2 69 0 0 0 0 0 0
1 2009 3 2 69 0 0 0 0 0 0
1 2009 1 1 70 0 0 0 0 0 0
1 2009 2 1 70 0 0 0 0 0 0
1 2009 3 1 70 0 0 0 0 0 0
1 2009 1 2 70 0 0 0 0 0 0
1 2009 2 2 70 0 0 0 0 0 0
1 2009 3 2 70 0 0 0 0 0 0
