Sim year stratum sex length freq prop avg_wt nwt_samples nlen_samples naged
1 2010 2 1 23 90.2991 0.0018267 0.1 1 19.5 1
1 2010 3 1 23 25.2645 0.000797539 0.1 0 7 0
1 2010 1 2 23 48.8706 0.00125565 0.1 0 10 0
1 2010 2 2 23 71.7762 0.00145199 0.1 0 15.5 0
1 2010 3 2 23 39.7014 0.00125328 0.1 0 11 0
1 2010 1 1 24 87.9671 0.00226017 0.1325 0 18 0
1 2010 2 1 24 178.283 0.00360656 0.14 2 38.5 2
1 2010 3 1 24 46.9198 0.00148114 0.125 2 13 2
1 2010 1 2 24 83.08 0.00213461 0.15 0 17 0
1 2010 2 2 24 173.652 0.00351288 0.15 2 37.5 2
1 2010 3 2 24 32.483 0.00102541 0.15 0 9 0
1 2010 1 1 25 161.273 0.00414365 0.15 0 33 0
1 2010 2 1 25 331.097 0.00669789 0.145 4 71.5 4
1 2010 3 1 25 93.8396 0.00296229 0.17 1 26 1
1 2010 1 2 25 146.612 0.00376695 0.155 0 30 0
1 2010 2 2 25 289.42 0.0058548 0.155 4 62.5 4
1 2010 3 2 25 97.4489 0.00307622 0.155 0 27 0
1 2010 1 1 26 276.119 0.00709442 0.2 0 56.5 0
1 2010 2 1 26 439.919 0.0088993 0.2 2 95 2
1 2010 3 1 26 108.277 0.00341802 0.2 0 30 0
1 2010 1 2 26 241.91 0.00621547 0.1825 0 49.5 0
1 2010 2 2 26 324.151 0.00655738 0.16 1 70 1
1 2010 3 2 26 61.3567 0.00193688 0.19 3 17 3
1 2010 1 1 27 249.24 0.00640382 0.18 0 51 0
1 2010 2 1 27 416.765 0.00843091 0.19 1 90 1
1 2010 3 1 27 187.679 0.00592458 0.175 2 52 2
1 2010 1 2 27 302.998 0.00778503 0.212308 0 62 0
1 2010 2 2 27 495.488 0.0100234 0.211429 7 107 7
1 2010 3 2 27 147.978 0.0046713 0.213333 6 41 6
1 2010 1 1 28 403.183 0.0103591 0.21 0 82.5 0
1 2010 2 1 28 537.164 0.0108665 0.21 0 116 0
1 2010 3 1 28 169.633 0.0053549 0.21 1 47 1
1 2010 1 2 28 359.199 0.00922903 0.247143 0 73.5 0
1 2010 2 2 28 560.318 0.0113349 0.23 4 121 4
1 2010 3 2 28 155.196 0.00489917 0.27 3 43 3
1 2010 1 1 29 493.593 0.0126821 0.2725 0 101 0
1 2010 2 1 29 703.87 0.0142389 0.281667 6 152 6
1 2010 3 1 29 158.806 0.0050131 0.245 2 44 2
1 2010 1 2 29 508.254 0.0130588 0.29 1 104 1
1 2010 2 2 29 615.886 0.012459 0.271429 7 133 7
1 2010 3 2 29 220.162 0.00694998 0.234 5 61 5
1 2010 1 1 30 742.833 0.0190859 0.34 1 152 1
1 2010 2 1 30 988.66 0.02 0.33 8 213.5 8
1 2010 3 1 30 378.968 0.0119631 0.307 10 105 10
1 2010 1 2 30 679.302 0.0174535 0.29 1 139 1
1 2010 2 2 30 863.63 0.0174707 0.292857 7 186.5 7
1 2010 3 2 30 230.99 0.00729179 0.317143 7 64 7
1 2010 1 1 31 696.406 0.017893 0.357143 0 142.5 0
1 2010 2 1 31 1199.36 0.0242623 0.356667 9 259 9
1 2010 3 1 31 407.842 0.0128746 0.358 5 113 5
1 2010 1 2 31 720.842 0.0185208 0.34 1 147.5 1
1 2010 2 2 31 1004.87 0.0203279 0.335 8 217 8
1 2010 3 2 31 415.06 0.0131024 0.346364 11 115 11
1 2010 1 1 32 796.591 0.0204671 0.4076 0 163 0
1 2010 2 1 32 1229.46 0.0248712 0.395714 14 265.5 14
1 2010 3 1 32 599.13 0.0189131 0.422727 11 166 11
1 2010 1 2 32 1006.73 0.0258664 0.365217 0 206 0
1 2010 2 2 32 1220.2 0.0246838 0.369231 13 263.5 13
1 2010 3 2 32 595.521 0.0187991 0.36 10 165 10
1 2010 1 1 33 933.429 0.0239829 0.4375 0 191 0
1 2010 2 1 33 1405.42 0.0284309 0.438571 7 303.5 7
1 2010 3 1 33 689.36 0.0217614 0.436667 9 191 9
1 2010 1 2 33 1094.7 0.0281266 0.44 3 224 3
1 2010 2 2 33 1609.18 0.0325527 0.41 11 347.5 11
1 2010 3 2 33 631.613 0.0199385 0.431667 12 175 12
1 2010 1 1 34 1397.7 0.0359116 0.512 5 286 5
1 2010 2 1 34 1502.67 0.0303981 0.471429 14 324.5 14
1 2010 3 1 34 996.144 0.0314458 0.524167 12 276 12
1 2010 1 2 34 1407.47 0.0361627 0.48 1 288 1
1 2010 2 2 34 1623.07 0.0328337 0.425714 7 350.5 7
1 2010 3 2 34 952.833 0.0300786 0.45125 16 264 16
1 2010 1 1 35 1764.23 0.045329 0.554545 11 361 11
1 2010 2 1 35 2081.51 0.0421077 0.562667 15 449.5 15
1 2010 3 1 35 1468.95 0.0463712 0.577647 17 407 17
1 2010 1 2 35 1910.84 0.0490959 0.51 3 391 3
1 2010 2 2 35 1942.59 0.0392974 0.474667 15 419.5 15
1 2010 3 2 35 1320.97 0.0416999 0.486875 16 366 16
1 2010 1 1 36 1788.66 0.0459568 0.598889 9 366 9
1 2010 2 1 36 2319.99 0.0469321 0.598571 21 501 21
1 2010 3 1 36 1797.39 0.0567392 0.64 13 498 13
1 2010 1 2 36 1945.05 0.0499749 0.55 5 398 5
1 2010 2 2 36 2384.82 0.0482436 0.520476 21 515 21
1 2010 3 2 36 1660.24 0.0524097 0.525294 17 460 17
1 2010 1 1 37 1827.76 0.0469613 0.698 10 374 10
1 2010 2 1 37 2500.59 0.0505855 0.614194 31 540 31
1 2010 3 1 37 1840.7 0.0581064 0.645 12 510 12
1 2010 1 2 37 1734.91 0.0445756 0.68 6 355 6
1 2010 2 2 37 2523.74 0.0510539 0.529286 14 545 14
1 2010 3 2 37 1667.46 0.0526376 0.576667 27 462 27
1 2010 1 1 38 1935.28 0.0497238 0.8025 12 396 12
1 2010 2 1 38 2456.6 0.0496956 0.717778 18 530.5 18
1 2010 3 1 38 1653.02 0.0521818 0.677778 9 458 9
1 2010 1 2 38 1700.7 0.0436966 0.695 6 348 6
1 2010 2 2 38 2414.92 0.0488525 0.569167 24 521.5 24
1 2010 3 2 38 1681.9 0.0530933 0.555417 24 466 24
1 2010 1 1 39 1813.1 0.0465846 0.886429 14 371 14
1 2010 2 1 39 1965.74 0.0397658 0.70125 16 424.5 16
1 2010 3 1 39 1349.85 0.0426114 0.679167 12 374 12
1 2010 1 2 39 1549.2 0.0398041 0.765714 14 317 14
1 2010 2 2 39 1956.48 0.0395785 0.6475 12 422.5 12
1 2010 3 2 39 1609.71 0.0508146 0.575 16 446 16
1 2010 1 1 40 1304.85 0.0335259 0.906154 13 267 13
1 2010 2 1 40 1460.99 0.029555 0.805714 7 315.5 7
1 2010 3 1 40 1082.77 0.0341802 0.738 5 300 5
1 2010 1 2 40 1040.94 0.0267454 0.77 10 213 10
1 2010 2 2 40 1178.52 0.0238407 0.634 5 254.5 5
1 2010 3 2 40 1194.65 0.0377122 0.648 10 331 10
1 2010 1 1 41 913.881 0.0234807 0.914444 9 187 9
1 2010 2 1 41 842.792 0.0170492 0.77625 8 182 8
1 2010 3 1 41 696.579 0.0219893 0.803333 3 193 3
1 2010 1 2 41 835.688 0.0214716 0.786429 14 171 14
1 2010 2 2 41 1023.39 0.0207026 0.643333 3 221 3
1 2010 3 2 41 877.04 0.027686 0.656 5 243 5
1 2010 1 1 42 620.657 0.0159468 0.956667 3 127 3
1 2010 2 1 42 495.488 0.0100234 0.73 1 107 1
1 2010 3 1 42 364.531 0.0115073 0.81 1 101 1
1 2010 1 2 42 752.607 0.019337 0.821333 15 154 15
1 2010 2 2 42 1102.11 0.0222951 0.88 3 238 3
1 2010 3 2 42 960.052 0.0303065 0.6 2 266 2
1 2010 1 1 43 327.433 0.00841286 1.01 4 67 4
1 2010 2 1 43 247.744 0.00501171 1.01 0 53.5 0
1 2010 3 1 43 223.771 0.00706392 1.01 0 62 0
1 2010 1 2 43 816.139 0.0209694 0.850769 13 167 13
1 2010 2 2 43 1058.12 0.0214052 0.83 1 228.5 1
1 2010 3 2 43 1064.72 0.0336106 0.849286 0 295 0
1 2010 1 1 44 127.064 0.00326469 1.1 1 26 1
1 2010 2 1 44 111.137 0.00224824 1.1 0 24 0
1 2010 3 1 44 140.759 0.00444343 1.1 0 39 0
1 2010 1 2 44 557.125 0.0143144 0.974615 13 114 13
1 2010 2 2 44 657.563 0.0133021 0.974615 0 142 0
1 2010 3 2 44 812.074 0.0256352 0.974615 0 225 0
1 2010 1 1 45 9.77412 0.00025113 0.956667 0 2 0
1 2010 2 1 45 27.7843 0.000562061 0.956667 0 6 0
1 2010 3 1 45 50.529 0.00159508 0.956667 0 14 0
1 2010 1 2 45 273.675 0.00703164 0.956667 6 56 6
1 2010 2 2 45 333.412 0.00674473 0.956667 0 72 0
1 2010 3 2 45 378.968 0.0119631 0.956667 0 105 0
1 2010 1 1 46 4.88706 0.000125565 1.11 0 1 0
1 2010 2 1 46 4.63072 9.36768e-005 1.11 0 1 0
1 2010 3 1 46 18.0461 0.000569671 1.11 0 5 0
1 2010 1 2 46 127.064 0.00326469 1.11 2 26 2
1 2010 2 2 46 106.507 0.00215457 1.11 0 23 0
1 2010 3 2 46 115.495 0.00364589 1.11 0 32 0
1 2010 1 1 47 9.77412 0.00025113 1.02 0 2 0
1 2010 2 1 47 0 0 1.02 0 0 0
1 2010 3 1 47 7.21843 0.000227868 1.02 0 2 0
1 2010 1 2 47 19.5482 0.00050226 1.02 1 4 1
1 2010 2 2 47 18.5229 0.000374707 1.02 0 4 0
1 2010 3 2 47 21.6553 0.000683605 1.02 0 6 0
1 2010 1 1 48 0 0 0 0 0 0
1 2010 2 1 48 0 9.36768e-005 0 0 1 0
1 2010 3 1 48 0 0.000113934 0 0 1 0
1 2010 1 2 48 0 0.000125565 0 0 1 0
1 2010 2 2 48 0 0 0 0 0 0
1 2010 3 2 48 0 0.000113934 0 0 1 0
1 2010 1 1 49 0 0 0 0 0 0
1 2010 2 1 49 0 0 0 0 0 0
1 2010 3 1 49 0 0.000227868 0 0 2 0
1 2010 1 2 49 0 0 0 0 0 0
1 2010 2 2 49 0 9.36768e-005 0 0 1 0
1 2010 3 2 49 0 0.000227868 0 0 2 0
1 2010 1 1 50 14.6612 0.000376695 1.63 1 3 1
1 2010 2 1 50 9.26145 0.000187354 1.63 0 2 0
1 2010 3 1 50 14.4369 0.000455737 1.63 0 4 0
1 2010 1 2 50 0 0 1.63 0 0 0
1 2010 2 2 50 0 0 1.63 0 0 0
1 2010 3 2 50 21.6553 0.000683605 1.63 0 6 0
1 2010 1 1 51 0 0.00025113 0 0 2 0
1 2010 2 1 51 0 0.000187354 0 0 2 0
1 2010 3 1 51 0 0 0 0 0 0
1 2010 1 2 51 0 0.00025113 0 0 2 0
1 2010 2 2 51 0 0.000187354 0 0 2 0
1 2010 3 2 51 0 0.000911473 0 0 8 0
1 2010 1 1 52 0 0.00050226 0 0 4 0
1 2010 2 1 52 0 0.000374707 0 0 4 0
1 2010 3 1 52 0 0 0 0 0 0
1 2010 1 2 52 0 0 0 0 0 0
1 2010 2 2 52 0 0 0 0 0 0
1 2010 3 2 52 0 0.000569671 0 0 5 0
1 2010 1 1 53 0 0 0 0 0 0
1 2010 2 1 53 0 0 0 0 0 0
1 2010 3 1 53 0 0.000113934 0 0 1 0
1 2010 1 2 53 0 0 0 0 0 0
1 2010 2 2 53 0 0 0 0 0 0
1 2010 3 2 53 0 0.00102541 0 0 9 0
1 2010 1 1 54 0 0 0 0 0 0
1 2010 2 1 54 0 0 0 0 0 0
1 2010 3 1 54 0 0 0 0 0 0
1 2010 1 2 54 0 0 0 0 0 0
1 2010 2 2 54 0 0 0 0 0 0
1 2010 3 2 54 0 0.000227868 0 0 2 0
1 2010 1 1 55 0 0.00025113 0 0 2 0
1 2010 2 1 55 0 0.000187354 0 0 2 0
1 2010 3 1 55 0 0 0 0 0 0
1 2010 1 2 55 0 0.00050226 0 0 4 0
1 2010 2 2 55 0 0.000374707 0 0 4 0
1 2010 3 2 55 0 0.000227868 0 0 2 0
1 2010 1 1 56 0 0.00025113 0 0 2 0
1 2010 2 1 56 0 0.000187354 0 0 2 0
1 2010 3 1 56 0 0 0 0 0 0
1 2010 1 2 56 0 0.00050226 0 0 4 0
1 2010 2 2 56 0 0.000374707 0 0 4 0
1 2010 3 2 56 0 0.000113934 0 0 1 0
1 2010 1 1 57 0 0.00025113 0 0 2 0
1 2010 2 1 57 0 0.000187354 0 0 2 0
1 2010 3 1 57 0 0 0 0 0 0
1 2010 1 2 57 0 0.00050226 0 0 4 0
1 2010 2 2 57 0 0.000374707 0 0 4 0
1 2010 3 2 57 0 0 0 0 0 0
1 2010 1 1 58 0 0 0 0 0 0
1 2010 2 1 58 0 0 0 0 0 0
1 2010 3 1 58 0 0 0 0 0 0
1 2010 1 2 58 0 0 0 0 0 0
1 2010 2 2 58 0 0 0 0 0 0
1 2010 3 2 58 0 0 0 0 0 0
1 2010 1 1 59 0 0 0 0 0 0
1 2010 2 1 59 0 0 0 0 0 0
1 2010 3 1 59 0 0 0 0 0 0
1 2010 1 2 59 0 0 0 0 0 0
1 2010 2 2 59 0 0 0 0 0 0
1 2010 3 2 59 0 0 0 0 0 0
1 2010 1 1 60 0 0 0 0 0 0
1 2010 2 1 60 0 0 0 0 0 0
1 2010 3 1 60 0 0 0 0 0 0
1 2010 1 2 60 0 0.00025113 0 0 2 0
1 2010 2 2 60 0 0.000187354 0 0 2 0
1 2010 3 2 60 0 0 0 0 0 0
1 2010 1 1 61 0 0 0 0 0 0
1 2010 2 1 61 0 0 0 0 0 0
1 2010 3 1 61 0 0 0 0 0 0
1 2010 1 2 61 0 0 0 0 0 0
1 2010 2 2 61 0 0 0 0 0 0
1 2010 3 2 61 0 0 0 0 0 0
1 2010 1 1 62 0 0.00025113 0 0 2 0
1 2010 2 1 62 0 0.000187354 0 0 2 0
1 2010 3 1 62 0 0 0 0 0 0
1 2010 1 2 62 0 0.00025113 0 0 2 0
1 2010 2 2 62 0 0.000187354 0 0 2 0
1 2010 3 2 62 0 0 0 0 0 0
1 2010 1 1 63 0 0 0 0 0 0
1 2010 2 1 63 0 0 0 0 0 0
1 2010 3 1 63 0 0 0 0 0 0
1 2010 1 2 63 0 0 0 0 0 0
1 2010 2 2 63 0 0 0 0 0 0
1 2010 3 2 63 0 0 0 0 0 0
1 2010 1 1 64 0 0 0 0 0 0
1 2010 2 1 64 0 0 0 0 0 0
1 2010 3 1 64 0 0 0 0 0 0
1 2010 1 2 64 0 0 0 0 0 0
1 2010 2 2 64 0 0 0 0 0 0
1 2010 3 2 64 0 0 0 0 0 0
1 2010 1 1 65 0 0 0 0 0 0
1 2010 2 1 65 0 0 0 0 0 0
1 2010 3 1 65 0 0 0 0 0 0
1 2010 1 2 65 0 0 0 0 0 0
1 2010 2 2 65 0 0 0 0 0 0
1 2010 3 2 65 0 0 0 0 0 0
1 2010 1 1 66 0 0 0 0 0 0
1 2010 2 1 66 0 0 0 0 0 0
1 2010 3 1 66 0 0 0 0 0 0
1 2010 1 2 66 0 0 0 0 0 0
1 2010 2 2 66 0 0 0 0 0 0
1 2010 3 2 66 0 0 0 0 0 0
1 2010 1 1 67 0 0.000125565 0 0 1 0
1 2010 2 1 67 0 9.36768e-005 0 0 1 0
1 2010 3 1 67 0 0 0 0 0 0
1 2010 1 2 67 0 0.00025113 0 0 2 0
1 2010 2 2 67 0 0.000187354 0 0 2 0
1 2010 3 2 67 0 0 0 0 0 0
1 2010 1 1 68 0 0 0 0 0 0
1 2010 2 1 68 0 0 0 0 0 0
1 2010 3 1 68 0 0 0 0 0 0
1 2010 1 2 68 0 0 0 0 0 0
1 2010 2 2 68 0 0 0 0 0 0
1 2010 3 2 68 0 0 0 0 0 0
1 2010 1 1 69 0 0 0 0 0 0
1 2010 2 1 69 0 0 0 0 0 0
1 2010 3 1 69 0 0 0 0 0 0
1 2010 1 2 69 0 0 0 0 0 0
1 2010 2 2 69 0 0 0 0 0 0
1 2010 3 2 69 0 0 0 0 0 0
1 2010 1 1 70 0 0.00025113 0 0 2 0
1 2010 2 1 70 0 0.000187354 0 0 2 0
1 2010 3 1 70 0 0 0 0 0 0
1 2010 1 2 70 0 0.000376695 0 0 3 0
1 2010 2 2 70 0 0.00028103 0 0 3 0
1 2010 3 2 70 0 0 0 0 0 0
